Orthogroup	pbar_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0004497	PBAR_PB25042-RA	LHUM_LH19357-RA
OG0004498	PBAR_PB25046-RA	LHUM_LH19362-RA
OG0004499	PBAR_PB27112-RA	LHUM_LH25782-RA
OG0004500	PBAR_PB25040-RA	LHUM_LH19719-RA
OG0004501	PBAR_PB25037-RA	LHUM_LH19358-RA
OG0004502	PBAR_PB15014-RA	LHUM_LH19702-RA
OG0004503	PBAR_PB15013-RA	LHUM_LH19701-RA
OG0004504	PBAR_PB18016-RA	LHUM_LH19700-RA
OG0004505	PBAR_PB15898-RA	LHUM_LH19690-RA
OG0004506	PBAR_PB15902-RA	LHUM_LH24846-RA
OG0004507	PBAR_PB18008-RA	LHUM_LH19698-RA
OG0004508	PBAR_PB18000-RA	LHUM_LH19693-RA
OG0004510	PBAR_PB22880-RA	LHUM_LH20714-RA
OG0004511	PBAR_PB22891-RA	LHUM_LH20712-RA
OG0004512	PBAR_pbar_RpS27A-1	LHUM_LH16507-RA
OG0004513	PBAR_PB15460-RA	LHUM_LH22347-RA
OG0004514	PBAR_PB14940-RA	LHUM_LH12838-RA
OG0004515	PBAR_pbar_RpL10-1	LHUM_LH20708-RA
OG0004516	PBAR_PB15451-RA	LHUM_LH20715-RA
OG0004517	PBAR_PB15447-RA	LHUM_LH22337-RA
OG0004519	PBAR_PB19584-RA	LHUM_LH22345-RA
OG0004520	PBAR_PB19596-RA	LHUM_LH22320-RA
OG0004521	PBAR_PB19593-RA	LHUM_LH22321-RA
OG0004522	PBAR_PB19591-RA	LHUM_LH22354-RA
OG0004523	PBAR_PB19586-RA	LHUM_LH22350-RA
OG0004524	PBAR_PB19595-RA	LHUM_LH22336-RA
OG0004525	PBAR_PB19601-RA	LHUM_LH22326-RA
OG0004526	PBAR_PB19599-RA	LHUM_LH22327-RA
OG0004527	PBAR_pbar_cAMP-dependent-protein-kinase-1	LHUM_LH22324-RA
OG0004528	PBAR_PB19602-RA	LHUM_LH22323-RA
OG0004530	PBAR_PB10924-RA	LHUM_LH23481-RA
OG0004531	PBAR_PB11076-RA	LHUM_LH23557-RA
OG0004532	PBAR_PB10930-RA	LHUM_LH23486-RA
OG0004533	PBAR_PB10929-RA	LHUM_LH23485-RA
OG0004534	PBAR_PB14778-RA	LHUM_LH23562-RA
OG0004535	PBAR_PB14239-RA	LHUM_LH23580-RA
OG0004536	PBAR_PB10010-RA	LHUM_LH23570-RA
OG0004537	PBAR_PB12118-RA	LHUM_LH23575-RA
OG0004538	PBAR_PB24650-RA	LHUM_LH17486-RA
OG0004539	PBAR_PB24652-RA	LHUM_LH17488-RA
OG0004540	PBAR_PB24653-RA	LHUM_LH17487-RA
OG0004541	PBAR_PB24664-RA	LHUM_LH17554-RA
OG0004542	PBAR_PB24662-RA	LHUM_LH17482-RA
OG0004543	PBAR_PB24663-RA	LHUM_LH17552-RA
OG0004544	PBAR_PB24659-RA	LHUM_LH17556-RA
OG0004545	PBAR_PB24661-RA	LHUM_LH17481-RA
OG0004546	PBAR_PB24655-RA	LHUM_LH17489-RA
OG0004547	PBAR_PB24651-RA	LHUM_LH17545-RA
OG0004548	PBAR_PB24656-RA	LHUM_LH17544-RA
OG0004549	PBAR_PB24666-RA	LHUM_LH17555-RA
OG0004550	PBAR_PB24274-RA	LHUM_LH23620-RA
OG0004551	PBAR_PB24272-RA	LHUM_LH23533-RA
OG0004552	PBAR_PB24265-RA	LHUM_LH23523-RA
OG0004553	PBAR_PB24251-RA	LHUM_LH23629-RA
OG0004554	PBAR_PB24258-RA	LHUM_LH23618-RA
OG0004555	PBAR_PB24259-RA	LHUM_LH23614-RA
OG0004556	PBAR_PB24257-RA	LHUM_LH23613-RA
OG0004557	PBAR_PB24250-RA	LHUM_LH23606-RA
OG0004558	PBAR_PB24247-RA	LHUM_LH23603-RA
OG0004559	PBAR_PB24244-RA	LHUM_LH18666-RA
OG0004560	PBAR_PB24252-RA	LHUM_LH20216-RA
OG0004561	PBAR_PB24256-RA	LHUM_LH20214-RA
OG0004562	PBAR_PB24255-RA	LHUM_LH23598-RA
OG0004563	PBAR_Pbar_Ndufa4_like-1	LHUM_LH23612-RA
OG0004564	PBAR_PB24249-RA	LHUM_LH20213-RA
OG0004565	PBAR_PB24245-RA	LHUM_LH23590-RA
OG0004566	PBAR_PB24260-RA	LHUM_LH23592-RA
OG0004567	PBAR_PB24236-RA	LHUM_LH23591-RA
OG0004568	PBAR_PB24233-RA	LHUM_LH23571-RA
OG0004569	PBAR_PB24241-RA	LHUM_LH17773-RA
OG0004570	PBAR_PB24232-RA	LHUM_LH15632-RA
OG0004571	PBAR_PB24240-RA	LHUM_LH15630-RA
OG0004572	PBAR_PB10130-RA	LHUM_LH20585-RA
OG0004573	PBAR_PB20978-RA	LHUM_LH11373-RA
OG0004574	PBAR_PB15691-RA	LHUM_LH13816-RA
OG0004575	PBAR_PB18070-RA	LHUM_LH15326-RA
OG0004576	PBAR_PB16662-RA	LHUM_LH15321-RA
OG0004577	PBAR_PB16660-RA	LHUM_LH15314-RA
OG0004578	PBAR_PB16672-RA	LHUM_LH15312-RA
OG0004579	PBAR_PB16661-RA	LHUM_LH15315-RA
OG0004580	PBAR_PB16673-RA	LHUM_LH15311-RA
OG0004581	PBAR_PB16664-RA	LHUM_LH15305-RA
OG0004582	PBAR_PB16671-RA	LHUM_LH15313-RA
OG0004583	PBAR_PB16670-RA	LHUM_LH15309-RA
OG0004584	PBAR_PB16669-RA	LHUM_LH15318-RA
OG0004585	PBAR_PB16665-RA	LHUM_LH15317-RA
OG0004586	PBAR_PB12733-RA	LHUM_LH15304-RA
OG0004587	PBAR_PB12732-RA	LHUM_LH15303-RA
OG0004588	PBAR_PB16668-RA	LHUM_LH15310-RA
OG0004589	PBAR_PB12730-RA	LHUM_LH15306-RA
OG0004590	PBAR_PB16667-RA	LHUM_LH15307-RA
OG0004592	PBAR_PB12729-RA	LHUM_LH15308-RA
OG0004593	PBAR_PB12739-RA	LHUM_LH15296-RA
OG0004594	PBAR_Pbar-run-like-1	LHUM_LH15301-RA
OG0004595	PBAR_PB12745-RA	LHUM_LH15294-RA
OG0004596	PBAR_PB12740-RA	LHUM_LH15297-RA
OG0004597	PBAR_PB12747-RA	LHUM_LH15295-RA
OG0004598	PBAR_PB21564-RA	LHUM_LH22515-RA
OG0004599	PBAR_PB21544-RA	LHUM_LH22508-RA
OG0004600	PBAR_PB21559-RA	LHUM_LH22514-RA
OG0004601	PBAR_PB21543-RA	LHUM_LH22509-RA
OG0004602	PBAR_PB21549-RA	LHUM_LH22517-RA
OG0004603	PBAR_PB10509-RA	LHUM_LH15279-RA
OG0004604	PBAR_PB10508-RA	LHUM_LH15269-RA
OG0004605	PBAR_PB10506-RA	LHUM_LH15285-RA
OG0004606	PBAR_PB21561-RA	LHUM_LH22527-RA
OG0004607	PBAR_PB21558-RA	LHUM_LH22526-RA
OG0004608	PBAR_PB21557-RA	LHUM_LH22523-RA
OG0004609	PBAR_PB21560-RA	LHUM_LH22524-RA
OG0004610	PBAR_PB14513-RA	LHUM_LH22529-RA
OG0004611	PBAR_PB14512-RA	LHUM_LH22530-RA
OG0004612	PBAR_PB14519-RA	LHUM_LH22534-RA
OG0004613	PBAR_PB14516-RA	LHUM_LH22533-RA
OG0004614	PBAR_PB25232-RA	LHUM_LH17745-RA
OG0004615	PBAR_PB25237-RA	LHUM_LH17755-RA
OG0004616	PBAR_PB25236-RA	LHUM_LH18056-RA
OG0004617	PBAR_PB26144-RA	LHUM_LH18188-RA
OG0004618	PBAR_PB26149-RA	LHUM_LH18198-RA
OG0004619	PBAR_PB26134-RA	LHUM_LH18202-RA
OG0004620	PBAR_PB26138-RA	LHUM_LH18194-RA
OG0004621	PBAR_PB26153-RA	LHUM_LH18182-RA
OG0004622	PBAR_PB26146-RA	LHUM_LH18191-RA
OG0004623	PBAR_PB26154-RA	LHUM_LH18189-RA
OG0004624	PBAR_PB26148-RA	LHUM_LH18187-RA
OG0004625	PBAR_PB26156-RA	LHUM_LH18174-RA
OG0004626	PBAR_PB22513-RA	LHUM_LH18179-RA
OG0004627	PBAR_PB22517-RA	LHUM_LH25707-RA
OG0004628	PBAR_PB22520-RB	LHUM_LH18173-RA
OG0004629	PBAR_PB22515-RA	LHUM_LH18183-RA
OG0004630	PBAR_Pbar_Atp12a-1	LHUM_LH18180-RA
OG0004631	PBAR_PB10920-RA	LHUM_LH23478-RA
OG0004632	PBAR_PB11720-RA	LHUM_LH11197-RA
OG0004633	PBAR_PB12717-RA	LHUM_LH10602-RA
OG0004634	PBAR_PB15537-RA	LHUM_LH12664-RA
OG0004635	PBAR_PB15550-RA	LHUM_LH12687-RA
OG0004636	PBAR_PB19226-RA	LHUM_LH22549-RA
OG0004637	PBAR_PB15096-RA	LHUM_LH11545-RA
OG0004638	PBAR_PB18655-RA	LHUM_LH11552-RA
OG0004639	PBAR_PBAR_05058275	LHUM_LH12667-RA
OG0004640	PBAR_PB15504-RA	LHUM_LH13446-RA
OG0004641	PBAR_PB15532-RA	LHUM_LH12638-RA
OG0004642	PBAR_PB15536-RA	LHUM_LH12673-RA
OG0004643	PBAR_PB15540-RA	LHUM_LH12671-RA
OG0004644	PBAR_PB24697-RA	LHUM_LH18230-RA
OG0004645	PBAR_PBAR_05058284	LHUM_LH12691-RA
OG0004646	PBAR_PB15548-RA	LHUM_maker-scf7180001004631-augustus-gene-9.2-mRNA-1
OG0004647	PBAR_PB24699-RA	LHUM_LH18232-RA
OG0004648	PBAR_PB24708-RA	LHUM_LH18240-RA
OG0004649	PBAR_PB16988-RA	LHUM_LH23483-RA
OG0004650	PBAR_PB16065-RA	LHUM_LH21969-RA
OG0004651	PBAR_PB25679-RA	LHUM_LH24212-RA
OG0004652	PBAR_PB25678-RA	LHUM_LH24211-RA
OG0004653	PBAR_PB25686-RA	LHUM_LH24205-RA
OG0004654	PBAR_PB25703-RA	LHUM_LH24194-RA
OG0004655	PBAR_PB25687-RA	LHUM_LH24195-RA
OG0004656	PBAR_PB25681-RA	LHUM_LH24214-RA
OG0004657	PBAR_PB25695-RA	LHUM_LH24199-RA
OG0004658	PBAR_PB25680-RA	LHUM_LH24200-RA
OG0004659	PBAR_PB25685-RA	LHUM_LH24189-RA
OG0004660	PBAR_PB25701-RA	LHUM_LH18916-RA
OG0004661	PBAR_PB10682-RA	LHUM_LH21651-RA
OG0004662	PBAR_PB25709-RA	LHUM_LH16211-RA
OG0004663	PBAR_PB25704-RA	LHUM_LH25191-RA
OG0004664	PBAR_PB25702-RA	LHUM_LH25187-RA
OG0004665	PBAR_PB25710-RA	LHUM_LH21662-RA
OG0004666	PBAR_PB25712-RA	LHUM_LH21666-RA
OG0004668	PBAR_PB25689-RA	LHUM_LH18909-RA
OG0004669	PBAR_PB25708-RA	LHUM_LH21663-RA
OG0004670	PBAR_PB25696-RA	LHUM_LH25181-RA
OG0004671	PBAR_PB25693-RA	LHUM_LH18911-RA
OG0004672	PBAR_PB25711-RA	LHUM_LH16212-RA
OG0004673	PBAR_pbar_spz5-1	LHUM_LH16210-RA
OG0004674	PBAR_PB12663-RA	LHUM_LH16207-RA
OG0004675	PBAR_PB12662-RA	LHUM_LH16190-RA
OG0004676	PBAR_PB12666-RA	LHUM_LH16209-RA
OG0004677	PBAR_PB12635-RA	LHUM_LH12725-RA
OG0004678	PBAR_PB12658-RB	LHUM_LH12720-RA
OG0004679	PBAR_PB12665-RA	LHUM_LH16208-RA
OG0004680	PBAR_pbar_NMDA-Receptor-1-1	LHUM_LH10392-RA
OG0004681	PBAR_PB12649-RA	LHUM_LH12737-RA
OG0004682	PBAR_PB12636-RA	LHUM_LH12730-RA
OG0004683	PBAR_PB12657-RA	LHUM_LH12739-RA
OG0004684	PBAR_PB12651-RA	LHUM_LH12740-RA
OG0004685	PBAR_PB12640-RA	LHUM_LH10382-RA
OG0004686	PBAR_PB12659-RA	LHUM_LH12729-RA
OG0004687	PBAR_PB12639-RA	LHUM_LH12727-RA
OG0004688	PBAR_PB12655-RA	LHUM_LH12721-RA
OG0004689	PBAR_PB12648-RA	LHUM_LH12719-RA
OG0004690	PBAR_PB12633-RA	LHUM_LH12264-RA
OG0004691	PBAR_PB12626-RA	LHUM_LH12267-RA
OG0004692	PBAR_PB12634-RA	LHUM_LH12263-RA
OG0004693	PBAR_PB12627-RA	LHUM_LH10383-RA
OG0004694	PBAR_PB12629-RA	LHUM_LH12822-RA
OG0004695	PBAR_PB12630-RA	LHUM_LH12261-RA
OG0004696	PBAR_PB12637-RA	LHUM_LH10385-RA
OG0004697	PBAR_pbar_tbh-1	LHUM_LH10390-RA
OG0004698	PBAR_PB23540-RA	LHUM_LH22947-RA
OG0004699	PBAR_PB12609-RA	LHUM_LH12819-RA
OG0004700	PBAR_PB12620-RA	LHUM_LH12816-RA
OG0004701	PBAR_PB15357-RA	LHUM_LH22945-RA
OG0004702	PBAR_PB12614-RA	LHUM_LH12824-RA
OG0004703	PBAR_PB15359-RA	LHUM_LH22941-RA
OG0004704	PBAR_PB12610-RA	LHUM_LH12820-RA
OG0004705	PBAR_PB12613-RA	LHUM_LH12823-RA
OG0004706	PBAR_PB12619-RA	LHUM_LH12815-RA
OG0004707	PBAR_PB12621-RA	LHUM_LH16194-RA
OG0004708	PBAR_PB11669-RA	LHUM_LH18928-RA
OG0004709	PBAR_PB11666-RA	LHUM_LH18935-RA
OG0004710	PBAR_PB11673-RA	LHUM_LH18930-RA
OG0004711	PBAR_PB11667-RA	LHUM_LH18929-RA
OG0004712	PBAR_PB23544-RA	LHUM_LH22946-RA
OG0004713	PBAR_PB11661-RA	LHUM_LH18939-RA
OG0004714	PBAR_PB11659-RA	LHUM_LH18938-RA
OG0004715	PBAR_PB11668-RA	LHUM_LH18944-RA
OG0004716	PBAR_PB11670-RA	LHUM_LH18940-RA
OG0004717	PBAR_PB11656-RA	LHUM_LH18943-RA
OG0004718	PBAR_PB11662-RA	LHUM_LH18941-RA
OG0004719	PBAR_PB11629-RA	LHUM_LH18953-RA
OG0004720	PBAR_PB11633-RA	LHUM_LH18945-RA
OG0004721	PBAR_PB11628-RA	LHUM_LH18952-RA
OG0004722	PBAR_PB11634-RA	LHUM_LH18947-RA
OG0004723	PBAR_PB11632-RA	LHUM_LH10403-RA
OG0004724	PBAR_pbar_RpS15A-1	LHUM_LH10396-RA
OG0004725	PBAR_PB11620-RA	LHUM_LH21659-RA
OG0004726	PBAR_PB25016-RA	LHUM_LH22960-RA
OG0004727	PBAR_PB25014-RA	LHUM_LH22957-RA
OG0004728	PBAR_PB11626-RA	LHUM_LH21664-RA
OG0004729	PBAR_PB11625-RA	LHUM_LH21661-RA
OG0004730	PBAR_PB11242-RA	LHUM_LH11679-RA
OG0004731	PBAR_PB25024-RA	LHUM_LH22961-RA
OG0004732	PBAR_PB25022-RA	LHUM_LH22954-RA
OG0004733	PBAR_PB25026-RA	LHUM_LH22956-RA
OG0004734	PBAR_PB25021-RA	LHUM_LH22955-RA
OG0004735	PBAR_PB25020-RA	LHUM_LH22952-RA
OG0004736	PBAR_PB25030-RA	LHUM_LH22963-RA
OG0004737	PBAR_PB12444-RA	LHUM_LH22968-RA
OG0004738	PBAR_PB24087-RA	LHUM_LH25171-RA
OG0004739	PBAR_PB24086-RA	LHUM_LH10044-RA
OG0004740	PBAR_PB24092-RA	LHUM_LH16443-RA
OG0004741	PBAR_PB24091-RA	LHUM_LH16448-RA
OG0004742	PBAR_PB24098-RA	LHUM_LH16438-RA
OG0004743	PBAR_PB24097-RA	LHUM_LH16444-RA
OG0004744	PBAR_PB17477-RA	LHUM_LH16436-RA
OG0004745	PBAR_PB17474-RA	LHUM_LH16275-RA
OG0004746	PBAR_PB17478-RA	LHUM_LH16273-RA
OG0004747	PBAR_PB17490-RA	LHUM_LH16265-RA
OG0004748	PBAR_PB17488-RA	LHUM_LH16263-RA
OG0004749	PBAR_PB17483-RA	LHUM_LH16268-RA
OG0004750	PBAR_PB17487-RA	LHUM_LH16264-RA
OG0004751	PBAR_pbar_RpS17-1	LHUM_LH16267-RA
OG0004752	PBAR_PB17495-RA	LHUM_LH16261-RA
OG0004753	PBAR_PB17499-RA	LHUM_LH16258-RA
OG0004754	PBAR_PB17496-RA	LHUM_LH16262-RA
OG0004755	PBAR_PB14782-RA	LHUM_LH16259-RA
OG0004756	PBAR_PB14781-RA	LHUM_LH16256-RA
OG0004757	PBAR_PB17498-RA	LHUM_LH16257-RA
OG0004758	PBAR_pbar_RpS6-1	LHUM_LH16260-RA
OG0004759	PBAR_PB20149-RA	LHUM_LH16237-RA
OG0004760	PBAR_PB20166-RA	LHUM_LH16255-RA
OG0004761	PBAR_PB20160-RA	LHUM_LH16247-RA
OG0004762	PBAR_PB20167-RA	LHUM_LH16253-RA
OG0004763	PBAR_PB20162-RA	LHUM_LH16250-RA
OG0004764	PBAR_PB20157-RA	LHUM_LH16248-RA
OG0004765	PBAR_PB20158-RA	LHUM_LH16249-RA
OG0004766	PBAR_PB20144-RA	LHUM_LH16231-RA
OG0004767	PBAR_PB20145-RA	LHUM_LH18917-RA
OG0004768	PBAR_PB20154-RA	LHUM_LH16241-RA
OG0004769	PBAR_PB20151-RA	LHUM_LH16240-RA
OG0004770	PBAR_pbar_drk-RA	LHUM_LH16236-RA
OG0004771	PBAR_PB20150-RA	LHUM_LH18951-RA
OG0004772	PBAR_PB20152-RA	LHUM_LH18914-RA
OG0004773	PBAR_PB20143-RA	LHUM_LH16233-RA
OG0004774	PBAR_PB20138-RA	LHUM_LH24279-RA
OG0004775	PBAR_PB20134-RA	LHUM_LH24270-RA
OG0004776	PBAR_PB20133-RA	LHUM_LH18946-RA
OG0004777	PBAR_PB20139-RA	LHUM_LH18950-RA
OG0004778	PBAR_PB20146-RA	LHUM_LH18948-RA
OG0004779	PBAR_PB20124-RA	LHUM_LH24261-RA
OG0004780	PBAR_PB20140-RA	LHUM_LH24265-RA
OG0004781	PBAR_PB20127-RA	LHUM_LH24252-RA
OG0004782	PBAR_PB20121-RA	LHUM_LH24255-RA
OG0004783	PBAR_PB20123-RA	LHUM_LH24259-RA
OG0004784	PBAR_PB20120-RA	LHUM_LH24244-RA
OG0004785	PBAR_PB20117-RA	LHUM_LH24245-RA
OG0004786	PBAR_PB20114-RA	LHUM_LH24235-RA
OG0004787	PBAR_PB20119-RA	LHUM_LH24241-RA
OG0004788	PBAR_PB10336-RA	LHUM_LH24225-RA
OG0004789	PBAR_PB10158-RA	LHUM_LH24228-RA
OG0004790	PBAR_Pbar_MBD-1	LHUM_LH24227-RA
OG0004791	PBAR_PB11824-RA	LHUM_LH24220-RA
OG0004792	PBAR_PB11842-RA	LHUM_LH24208-RA
OG0004793	PBAR_PB11833-RA	LHUM_LH24215-RA
OG0004794	PBAR_PB11839-RA	LHUM_LH24204-RA
OG0004795	PBAR_PB11841-RA	LHUM_LH24207-RA
OG0004796	PBAR_PB11832-RA	LHUM_LH24210-RA
OG0004797	PBAR_PB11838-RA	LHUM_LH18870-RA
OG0004798	PBAR_PB11845-RA	LHUM_LH18862-RA
OG0004799	PBAR_PB11844-RA	LHUM_LH18861-RA
OG0004800	PBAR_PB11836-RA	LHUM_LH18856-RA
OG0004801	PBAR_PB11846-RA	LHUM_LH18863-RA
OG0004802	PBAR_PB11834-RA	LHUM_LH18855-RA
OG0004803	PBAR_PB11853-RA	LHUM_LH18868-RA
OG0004804	PBAR_PB11854-RA	LHUM_LH18867-RA
OG0004805	PBAR_PB11851-RA	LHUM_LH18864-RA
OG0004806	PBAR_PB11859-RA	LHUM_LH18874-RA
OG0004807	PBAR_PB11866-RA	LHUM_LH18880-RA
OG0004808	PBAR_PB11865-RA	LHUM_LH18878-RA
OG0004809	PBAR_PB11857-RA	LHUM_LH18873-RA
OG0004810	PBAR_PB11870-RA	LHUM_LH18877-RA
OG0004811	PBAR_PB11874-RA	LHUM_LH18882-RA
OG0004812	PBAR_PB11873-RA	LHUM_LH18879-RA
OG0004813	PBAR_PB11860-RA	LHUM_LH18875-RA
OG0004814	PBAR_PB11858-RA	LHUM_LH18872-RA
OG0004815	PBAR_PB11879-RA	LHUM_LH18892-RA
OG0004816	PBAR_PB11876-RA	LHUM_LH18888-RA
OG0004817	PBAR_PB11880-RA	LHUM_LH18896-RA
OG0004818	PBAR_PB11881-RA	LHUM_LH18895-RA
OG0004819	PBAR_PB11878-RA	LHUM_LH18900-RA
OG0004820	PBAR_PB12534-RA	LHUM_LH18903-RA
OG0004821	PBAR_Pbar_nemo-RA	LHUM_Lhum_nemo-RA
OG0004822	PBAR_PB10085-RA	LHUM_LH18934-RA
OG0004823	PBAR_PB12543-RA	LHUM_LH18932-RA
OG0004824	PBAR_PB12539-RA	LHUM_LH18906-RA
OG0004825	PBAR_PB10085-RB	LHUM_LH18933-RA
OG0004826	PBAR_PB12544-RA	LHUM_LH18931-RA
OG0004827	PBAR_PB12547-RA	LHUM_LH18912-RA
OG0004828	PBAR_PB12545-RA	LHUM_LH18926-RA
OG0004829	PBAR_PB12548-RA	LHUM_LH18925-RA
OG0004830	PBAR_PB22780-RA	LHUM_LH22260-RA
OG0004831	PBAR_PB15957-RA	LHUM_LH20320-RA
OG0004832	PBAR_pbar_galectin_part2-1	LHUM_LH14894-RA
OG0004833	PBAR_PB15956-RA	LHUM_LH20321-RA
OG0004834	PBAR_PB15958-RA	LHUM_LH20319-RA
OG0004835	PBAR_PB12428-RA	LHUM_LH20065-RA
OG0004836	PBAR_PB12430-RA	LHUM_LH20070-RA
OG0004837	PBAR_PB12433-RA	LHUM_LH20053-RA
OG0004838	PBAR_PB12432-RA	LHUM_LH20051-RA
OG0004839	PBAR_PB12429-RA	LHUM_LH20050-RA
OG0004840	PBAR_PB12426-RA	LHUM_LH20045-RA
OG0004841	PBAR_PB12431-RA	LHUM_LH20073-RA
OG0004842	PBAR_PB12427-RA	LHUM_LH20046-RA
OG0004843	PBAR_PB12434-RA	LHUM_LH20052-RA
OG0004844	PBAR_PB16628-RA	LHUM_LH20049-RA
OG0004845	PBAR_PB16626-RA	LHUM_LH20048-RA
OG0004846	PBAR_Pbar_Idgf4-1	LHUM_LH20042-RA
OG0004847	PBAR_PB16629-RA	LHUM_LH20041-RA
OG0004848	PBAR_PB16625-RA	LHUM_LH20043-RA
OG0004849	PBAR_PB16630-RA	LHUM_LH20057-RA
OG0004850	PBAR_PB16634-RA	LHUM_LH20039-RA
OG0004851	PBAR_PB16635-RA	LHUM_LH20037-RA
OG0004852	PBAR_PB16636-RA	LHUM_LH20040-RA
OG0004853	PBAR_PB16642-RA	LHUM_LH20038-RA
OG0004854	PBAR_PB16633-RA	LHUM_LH20036-RA
OG0004855	PBAR_PB16641-RA	LHUM_LH20035-RA
OG0004856	PBAR_PB16640-RA	LHUM_LH20034-RA
OG0004857	PBAR_PB26602-RA	LHUM_LH25847-RA
OG0004858	PBAR_PB16646-RA	LHUM_LH20030-RA
OG0004859	PBAR_PB16648-RA	LHUM_LH14308-RA
OG0004860	PBAR_PB16649-RA	LHUM_LH14319-RA
OG0004861	PBAR_PB16653-RA	LHUM_LH18465-RA
OG0004862	PBAR_PB16652-RA	LHUM_LH14316-RA
OG0004863	PBAR_PB16647-RA	LHUM_LH18468-RA
OG0004864	PBAR_PB16645-RA	LHUM_LH14306-RA
OG0004865	PBAR_PB16650-RA	LHUM_LH14314-RA
OG0004866	PBAR_PB16658-RA	LHUM_LH14328-RA
OG0004867	PBAR_PB16659-RA	LHUM_LH14327-RA
OG0004868	PBAR_PB20527-RA	LHUM_LH14325-RA
OG0004869	PBAR_PB20521-RA	LHUM_LH14338-RA
OG0004870	PBAR_PB20525-RA	LHUM_LH14335-RA
OG0004871	PBAR_PB20522-RA	LHUM_LH14341-RA
OG0004872	PBAR_PB20524-RA	LHUM_LH14330-RA
OG0004873	PBAR_PB20520-RA	LHUM_LH14342-RA
OG0004874	PBAR_PB20526-RA	LHUM_LH14336-RA
OG0004875	PBAR_PB21252-RA	LHUM_LH20225-RA
OG0004876	PBAR_PB26915-RA	LHUM_LH25841-RA
OG0004877	PBAR_PB26911-RA	LHUM_LH25853-RA
OG0004878	PBAR_PB26899-RA	LHUM_LH25856-RA
OG0004879	PBAR_PB26887-RA	LHUM_LH25839-RA
OG0004880	PBAR_PB26898-RA	LHUM_LH25822-RA
OG0004881	PBAR_PB21270-RA	LHUM_LH20248-RA
OG0004882	PBAR_PB21258-RA	LHUM_LH20243-RA
OG0004883	PBAR_PB21262-RA	LHUM_LH20246-RA
OG0004884	PBAR_PB26891-RA	LHUM_LH25852-RA
OG0004885	PBAR_PB21255-RA	LHUM_LH20249-RA
OG0004886	PBAR_PB21263-RA	LHUM_LH20244-RA
OG0004887	PBAR_PB10267-RA	LHUM_LH20227-RA
OG0004888	PBAR_PB21248-RA	LHUM_LH20228-RA
OG0004889	PBAR_PB21249-RA	LHUM_LH20223-RA
OG0004890	PBAR_PB21245-RA	LHUM_LH20229-RA
OG0004891	PBAR_PB21251-RA	LHUM_LH20230-RA
OG0004892	PBAR_PB26878-RA	LHUM_LH20220-RA
OG0004893	PBAR_PB21242-RA	LHUM_LH20219-RA
OG0004894	PBAR_PB21121-RA	LHUM_LH21763-RA
OG0004895	PBAR_PB11091-RA	LHUM_LH20198-RA
OG0004896	PBAR_PB11088-RA	LHUM_LH20218-RA
OG0004897	PBAR_PB11090-RA	LHUM_LH20202-RA
OG0004898	PBAR_PB21111-RA	LHUM_LH21760-RA
OG0004899	PBAR_PB21109-RA	LHUM_LH21754-RA
OG0004900	PBAR_PB21126-RA	LHUM_LH21755-RA
OG0004901	PBAR_PB21107-RA	LHUM_LH21752-RA
OG0004902	PBAR_PB21105-RA	LHUM_LH21750-RA
OG0004903	PBAR_PB21108-RA	LHUM_LH21756-RA
OG0004904	PBAR_PB21137-RA	LHUM_LH12933-RA
OG0004905	PBAR_Pbar_GAPDH1-1	LHUM_LH21746-RA
OG0004906	PBAR_PB21106-RA	LHUM_LH21751-RA
OG0004907	PBAR_PB21142-RA	LHUM_LH12928-RA
OG0004908	PBAR_PB21141-RA	LHUM_LH12934-RA
OG0004909	PBAR_PB21130-RA	LHUM_LH12936-RA
OG0004910	PBAR_PB21135-RA	LHUM_LH12932-RA
OG0004911	PBAR_PB21139-RA	LHUM_LH12931-RA
OG0004912	PBAR_PB21147-RA	LHUM_LH23206-RA
OG0004913	PBAR_PB21149-RA	LHUM_LH23203-RA
OG0004914	PBAR_PB10576-RA	LHUM_LH23202-RA
OG0004915	PBAR_PB12299-RA	LHUM_LH20757-RA
OG0004916	PBAR_PB21150-RA	LHUM_LH23204-RA
OG0004917	PBAR_Pbar_Ndufc2_like-1	LHUM_LH24138-RA
OG0004918	PBAR_PB26114-RA	LHUM_LH24130-RA
OG0004919	PBAR_PB26121-RA	LHUM_LH24140-RA
OG0004921	PBAR_PB24145-RA	LHUM_LH19291-RA
OG0004922	PBAR_PB24149-RA	LHUM_LH19299-RA
OG0004923	PBAR_PB24146-RA	LHUM_LH19293-RA
OG0004924	PBAR_PB15185-RA	LHUM_LH19298-RA
OG0004925	PBAR_PB24139-RA	LHUM_LH13249-RA
OG0004926	PBAR_PB14614-RA	LHUM_LH20386-RA
OG0004927	PBAR_PB24134-RA	LHUM_LH18724-RA
OG0004928	PBAR_PB24148-RA	LHUM_LH18731-RA
OG0004929	PBAR_PB24140-RA	LHUM_LH13257-RA
OG0004930	PBAR_PB24136-RA	LHUM_LH13251-RA
OG0004931	PBAR_PB24130-RA	LHUM_LH18721-RA
OG0004932	PBAR_PB18369-RA	LHUM_LH20414-RA
OG0004933	PBAR_PB18368-RA	LHUM_LH13246-RA
OG0004934	PBAR_PB14616-RA	LHUM_LH20387-RA
