Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0016520	ACEP_ACEP_00003252-RA		
OG0016521	ACEP_ACEP_00003248-RA		
OG0016522	ACEP_ACEP_00003238-RA		
OG0016523	ACEP_ACEP_00017571-RA		
OG0016524	ACEP_ACEP_00003235-RA		
OG0016525	ACEP_ACEP_00003236-RA		
OG0016526	ACEP_ACEP_00003229-RA		
OG0016527	ACEP_ACEP_00003225-RA		
OG0016528	ACEP_ACEP_00017572-RA		
OG0016529	ACEP_ACEP_00003226-RA		
OG0016530	ACEP_ACEP_00003213-RA		
OG0016531	ACEP_ACEP_00003209-RA		
OG0016532	ACEP_ACEP_00003199-RA		
OG0016533	ACEP_ACEP_00003208-RA		
OG0016534	ACEP_ACEP_00003206-RA		
OG0016535	ACEP_ACEP_00013338-RA		
OG0016536	ACEP_ACEP_00013346-RA		
OG0016537	ACEP_ACEP_00013330-RA		
OG0016538	ACEP_ACEP_00013335-RA		
OG0016539	ACEP_ACEP_00013331-RA		
OG0016540	ACEP_ACEP_00013324-RA		
OG0016541	ACEP_ACEP_00013325-RA		
OG0016542	ACEP_ACEP_00013322-RA		
OG0016543	ACEP_ACEP_00013321-RA		
OG0016544	ACEP_ACEP_00013323-RA		
OG0016545	ACEP_ACEP_00013313-RA		
OG0016546	ACEP_ACEP_00013316-RA		
OG0016547	ACEP_ACEP_00013307-RA		
OG0016548	ACEP_ACEP_00013308-RA		
OG0016549	ACEP_ACEP_00013306-RA		
OG0016550	ACEP_ACEP_00013303-RA		
OG0016551	ACEP_ACEP_00013305-RA		
OG0016552	ACEP_ACEP_00013304-RA		
OG0016553	ACEP_ACEP_00013297-RA		
OG0016554	ACEP_ACEP_00013298-RA		
OG0016555	ACEP_ACEP_00013299-RA		
OG0016556	ACEP_ACEP_00013296-RA		
OG0016557	ACEP_ACEP_00013292-RA		
OG0016558	ACEP_ACEP_00013289-RA		
OG0016559	ACEP_ACEP_00018046-RA		
OG0016560	ACEP_ACEP_00013286-RA		
OG0016561	ACEP_ACEP_00013279-RA		
OG0016562	ACEP_ACEP_00018047-RA		
OG0016563	ACEP_ACEP_00013285-RA		
OG0016564	ACEP_ACEP_00013280-RA		
OG0016565	ACEP_ACEP_00013288-RA		
OG0016566	ACEP_ACEP_00013275-RA		
OG0016567	ACEP_ACEP_00013277-RA		
OG0016568	ACEP_ACEP_00013278-RA		
OG0016569	ACEP_ACEP_00013273-RA		
OG0016570	ACEP_ACEP_00018048-RA		
OG0016571	ACEP_ACEP_00013270-RA		
OG0016572	ACEP_ACEP_00013269-RA		
OG0016573	ACEP_ACEP_00013266-RA		
OG0016574	ACEP_ACEP_00013262-RA		
OG0016575	ACEP_ACEP_00018049-RA		
OG0016576	ACEP_ACEP_00013265-RA		
OG0016577	ACEP_ACEP_00013253-RA		
OG0016578	ACEP_ACEP_00013250-RA		
OG0016579	ACEP_ACEP_00013249-RA		
OG0016580	ACEP_ACEP_00013252-RA		
OG0016581	ACEP_ACEP_00013248-RA		
OG0016582	ACEP_ACEP_00013247-RA		
OG0016583	ACEP_ACEP_00018153-RA		
OG0016584	ACEP_ACEP_00015767-RA		
OG0016585	ACEP_ACEP_00015753-RA		
OG0016586	ACEP_ACEP_00015750-RA		
OG0016587	ACEP_ACEP_00015751-RA		
OG0016588	ACEP_ACEP_00015738-RA		
OG0016589	ACEP_ACEP_00015742-RA		
OG0016590	ACEP_ACEP_00015746-RA		
OG0016591	ACEP_ACEP_00015720-RA		
OG0016592	ACEP_ACEP_00016462-RA		
OG0016593	ACEP_ACEP_00016320-RA		
OG0016594	ACEP_ACEP_00016637-RA		
OG0016595	ACEP_ACEP_00016810-RA		
OG0016596	ACEP_ACEP_00016521-RA		
OG0016597	ACEP_ACEP_00016422-RA		
OG0016598	ACEP_ACEP_00016423-RA		
OG0016599	ACEP_ACEP_00016334-RA		
OG0016600	ACEP_ACEP_00016582-RA		
OG0016601	ACEP_ACEP_00016679-RA		
OG0016602	ACEP_ACEP_00016895-RA		
OG0016603		LHUM_LH10235-RA	
OG0016604		LHUM_LH25501-RA	
OG0016605		LHUM_LH10064-RA	
OG0016606		LHUM_LH10539-RA	
OG0016607		LHUM_LH10001-RA	
OG0016608		LHUM_LH11361-RA	
OG0016609		LHUM_LH11360-RA	
OG0016610		LHUM_LH10410-RA	
OG0016611		LHUM_LH10148-RA	
OG0016612		LHUM_LH13948-RA	
OG0016613		LHUM_LH13949-RA	
OG0016614		LHUM_LH19349-RA	
OG0016615		LHUM_LH19369-RA	
OG0016616		LHUM_LH19385-RA	
OG0016617		LHUM_LH19389-RA	
OG0016618		LHUM_LH19387-RA	
OG0016619		LHUM_LH19396-RA	
OG0016620		LHUM_LH19399-RA	
OG0016621		LHUM_LH25766-RA	
OG0016622		LHUM_LH19405-RA	
OG0016623		LHUM_LH19409-RA	
OG0016624		LHUM_LH11571-RA	
OG0016625		LHUM_LH11574-RA	
OG0016626		LHUM_LH19737-RA	
OG0016627		LHUM_LH19736-RA	
OG0016628		LHUM_LH19748-RA	
OG0016629		LHUM_LH19747-RA	
OG0016630		LHUM_LH19749-RA	
OG0016631		LHUM_LH19750-RA	
OG0016632		LHUM_LH19751-RA	
OG0016633		LHUM_LH19753-RA	
OG0016634		LHUM_LH19754-RA	
OG0016635		LHUM_LH19764-RA	
OG0016636		LHUM_LH19759-RA	
OG0016637		LHUM_LH19763-RA	
OG0016638		LHUM_LH19770-RA	
OG0016639		LHUM_LH19769-RA	
OG0016640		LHUM_LH19777-RA	
OG0016641		LHUM_LH19778-RA	
OG0016642		LHUM_LH19800-RA	
OG0016643		LHUM_LH19811-RA	
OG0016644		LHUM_LH19813-RA	
OG0016645		LHUM_LH10412-RA	
OG0016646		LHUM_LH10326-RA	
OG0016647		LHUM_LH13959-RA	
OG0016648		LHUM_LH11183-RA	
OG0016649		LHUM_LH11195-RA	
OG0016650		LHUM_LH11194-RA	
OG0016651		LHUM_LH10476-RA	
OG0016652		LHUM_LH10481-RA	
OG0016653		LHUM_LH10202-RA	
OG0016654		LHUM_LH10201-RA	
OG0016655		LHUM_LH10624-RA	
OG0016656		LHUM_LH10623-RA	
OG0016657		LHUM_LH17124-RA	
OG0016658		LHUM_LH25640-RA	
OG0016659		LHUM_LH25641-RA	
OG0016660		LHUM_LH25642-RA	
OG0016661		LHUM_LH17150-RA	
OG0016662		LHUM_LH17153-RA	
OG0016663		LHUM_LH15754-RA	
OG0016664		LHUM_LH15760-RA	
OG0016665		LHUM_LH25591-RA	
OG0016666		LHUM_LH16288-RA	
OG0016667		LHUM_LH16290-RA	
OG0016668		LHUM_LH16291-RA	
OG0016669		LHUM_LH16292-RA	
OG0016670		LHUM_LHUM_08148296	
OG0016671		LHUM_LH11068-RA	
OG0016672		LHUM_LH25317-RA	
OG0016673		LHUM_LH11069-RA	
OG0016674		LHUM_LH11073-RA	
OG0016675		LHUM_LH11079-RA	
OG0016676		LHUM_LH11083-RA	
OG0016677		LHUM_LH25318-RA	
OG0016678		LHUM_LH11090-RA	
OG0016679		LHUM_LH11089-RA	
OG0016680		LHUM_LH10206-RA	
OG0016681		LHUM_LH10730-RA	
OG0016682		LHUM_LH25531-RA	
OG0016683		LHUM_LH14927-RA	
OG0016684		LHUM_LH10906-RA	
OG0016685		LHUM_LH10905-RA	
OG0016686		LHUM_LH24580-RA	
OG0016687		LHUM_LH24567-RA	
OG0016688		LHUM_LH24571-RA	
OG0016689		LHUM_LH10230-RA	
OG0016690		LHUM_LH23985-RA	
OG0016691		LHUM_LH23984-RA	
OG0016692		LHUM_LH26070-RA	
OG0016693		LHUM_LH10389-RA	
OG0016694		LHUM_LH10398-RA	
OG0016695		LHUM_LH10397-RA	
OG0016696		LHUM_LH10394-RA	
OG0016697		LHUM_LH10388-RA	
OG0016698		LHUM_LH14889-RA	
OG0016699		LHUM_LH14909-RA	
OG0016700		LHUM_LH14906-RA	
OG0016701		LHUM_LH14917-RA	
OG0016702		LHUM_LH13189-RA	
OG0016703		LHUM_LH13187-RA	
OG0016704		LHUM_LH13191-RA	
OG0016705		LHUM_LH13190-RA	
OG0016706		LHUM_LH13192-RA	
OG0016707		LHUM_LH15169-RA	
OG0016708		LHUM_LH11319-RA	
OG0016709		LHUM_LH11325-RA	
OG0016710		LHUM_LH26115-RA	
OG0016711		LHUM_LH24970-RA	
OG0016712		LHUM_LH24972-RA	
OG0016713		LHUM_LH24971-RA	
OG0016714		LHUM_LH24984-RA	
OG0016715		LHUM_LH24987-RA	
OG0016716		LHUM_LH24986-RA	
OG0016717		LHUM_LH24988-RA	
OG0016718		LHUM_LH13312-RA	
OG0016719		LHUM_LH11541-RA	
OG0016720		LHUM_LH11542-RA	
OG0016721		LHUM_LH11554-RA	
OG0016722		LHUM_LH16053-RA	
OG0016723		LHUM_LH16056-RA	
OG0016724		LHUM_LH16057-RA	
OG0016725		LHUM_LH16058-RA	
OG0016726		LHUM_LH16059-RA	
OG0016727		LHUM_LH14457-RA	
OG0016728		LHUM_LH14470-RA	
OG0016729		LHUM_LH25957-RA	
OG0016730		LHUM_LH21705-RA	
OG0016731		LHUM_LH21707-RA	
OG0016732		LHUM_LH21710-RA	
OG0016733		LHUM_LH21717-RA	
OG0016734		LHUM_LH21718-RA	
OG0016735		LHUM_LH21714-RA	
OG0016736		LHUM_LH11508-RA	
OG0016737		LHUM_LH16299-RA	
OG0016738		LHUM_LH11605-RA	
OG0016739		LHUM_LH15706-RA	
OG0016740		LHUM_LH15707-RA	
OG0016741		LHUM_LH15709-RA	
OG0016742		LHUM_LH15714-RA	
OG0016743		LHUM_LH15713-RA	
OG0016744		LHUM_LH25566-RA	
OG0016745		LHUM_LH15721-RA	
OG0016746		LHUM_LH15731-RA	
OG0016747		LHUM_LH25565-RA	
OG0016748		LHUM_LH24546-RA	
OG0016749		LHUM_LH15809-RA	
OG0016750		LHUM_LH25570-RA	
OG0016751		LHUM_LH15811-RA	
OG0016752		LHUM_LH15820-RA	
OG0016753		LHUM_LH15822-RA	
OG0016754		LHUM_LH16102-RA	
OG0016755		LHUM_LH16108-RA	
OG0016756		LHUM_LH25584-RA	
OG0016757		LHUM_LH16124-RA	
OG0016758		LHUM_LH16125-RA	
OG0016759		LHUM_LH25586-RA	
OG0016760		LHUM_LH25585-RA	
OG0016761		LHUM_LH16126-RA	
OG0016762		LHUM_LH25587-RA	
OG0016763		LHUM_LH16136-RA	
OG0016764		LHUM_LH16140-RA	
OG0016765		LHUM_LH16143-RA	
OG0016766		LHUM_LH16152-RA	
OG0016767		LHUM_LH16154-RA	
OG0016768		LHUM_LH16153-RA	
OG0016769		LHUM_LH16155-RA	
OG0016770		LHUM_LH16174-RA	
OG0016771		LHUM_LH16170-RA	
OG0016772		LHUM_LH25582-RA	
OG0016773		LHUM_LH16189-RA	
OG0016774		LHUM_LH21812-RA	
OG0016775		LHUM_LH21824-RA	
OG0016776		LHUM_LH21828-RA	
OG0016777		LHUM_LH21821-RA	
OG0016778		LHUM_LH21827-RA	
OG0016779		LHUM_LH25959-RA	
OG0016780		LHUM_LH21846-RA	
OG0016781		LHUM_LH21850-RA	
OG0016782		LHUM_LH21861-RA	
OG0016783		LHUM_LH21859-RA	
OG0016784		LHUM_LH21860-RA	
OG0016785		LHUM_LH21858-RA	
OG0016786		LHUM_LH21862-RA	
OG0016787		LHUM_LH21864-RA	
OG0016788		LHUM_LH21866-RA	
OG0016789		LHUM_LH21863-RA	
OG0016790		LHUM_LH10194-RA	
OG0016791		LHUM_LH13365-RA	
OG0016792		LHUM_LH10575-RA	
OG0016793		LHUM_LH13263-RA	
OG0016794		LHUM_LH13264-RA	
OG0016795		LHUM_LH13262-RA	
OG0016796		LHUM_LH10775-RA	
OG0016797		LHUM_LH18295-RA	
OG0016798		LHUM_LH18298-RA	
OG0016799		LHUM_LH18299-RA	
OG0016800		LHUM_LH18297-RA	
OG0016801		LHUM_LH18304-RA	
OG0016802		LHUM_LH18309-RA	
OG0016803		LHUM_LH18313-RA	
OG0016804		LHUM_LH18310-RA	
OG0016805		LHUM_LH18315-RA	
OG0016806		LHUM_LH18316-RA	
OG0016807		LHUM_LH25722-RA	
OG0016808		LHUM_LH18319-RA	
OG0016809		LHUM_LH10237-RA	
OG0016810		LHUM_LH10643-RA	
OG0016811		LHUM_LH10646-RA	
OG0016812		LHUM_LH10648-RA	
OG0016813		LHUM_LH11178-RA	
OG0016814		LHUM_LH13500-RA	
OG0016815		LHUM_LH13496-RA	
OG0016816		LHUM_LH13505-RA	
OG0016817		LHUM_LH13504-RA	
OG0016818		LHUM_LH13510-RA	
OG0016819		LHUM_LH13515-RA	
OG0016820		LHUM_LH13538-RA	
OG0016821		LHUM_LH13526-RA	
OG0016822		LHUM_LH13524-RA	
OG0016823		LHUM_LH13546-RA	
OG0016824		LHUM_LH25469-RA	
OG0016825		LHUM_LH13544-RA	
OG0016826		LHUM_LH13574-RA	
OG0016827		LHUM_LH13575-RA	
OG0016828		LHUM_LH13578-RA	
OG0016829		LHUM_LH13579-RA	
OG0016830		LHUM_LH25474-RA	
OG0016831		LHUM_LH13581-RA	
OG0016832		LHUM_LH13580-RA	
OG0016833		LHUM_LH13582-RA	
OG0016834		LHUM_LH13596-RA	
OG0016835		LHUM_LH13614-RA	
OG0016836		LHUM_LH13621-RA	
OG0016837		LHUM_LH13647-RA	
OG0016838		LHUM_LH13665-RA	
OG0016839		LHUM_LH13667-RA	
OG0016840		LHUM_LH13668-RA	
OG0016841		LHUM_LH13669-RA	
OG0016842		LHUM_LH13677-RA	
OG0016843		LHUM_LH13670-RA	
OG0016844		LHUM_LH13678-RA	
OG0016845		LHUM_LH13687-RA	
OG0016846		LHUM_LH13692-RA	
OG0016847		LHUM_LH25461-RA	
OG0016848		LHUM_LH13696-RA	
OG0016849		LHUM_LH13697-RA	
OG0016850		LHUM_LH13713-RA	
OG0016851		LHUM_LH13712-RA	
OG0016852		LHUM_LH13717-RA	
OG0016853		LHUM_LH13728-RA	
OG0016854		LHUM_LH25462-RA	
OG0016855		LHUM_LH13735-RA	
OG0016856		LHUM_LH13739-RA	
OG0016857		LHUM_LH13740-RA	
OG0016858		LHUM_LH25463-RA	
OG0016859		LHUM_LH13746-RA	
OG0016860		LHUM_LH13755-RA	
OG0016861		LHUM_LH25464-RA	
OG0016862		LHUM_LH13760-RA	
OG0016863		LHUM_LH13765-RA	
OG0016864		LHUM_LH25466-RA	
OG0016865		LHUM_LH13778-RA	
OG0016866		LHUM_LH13782-RA	
OG0016867		LHUM_LH13793-RA	
OG0016868		LHUM_LH25468-RA	
OG0016869		LHUM_LH13799-RA	
OG0016870		LHUM_LH13805-RA	
OG0016871		LHUM_LH13806-RA	
OG0016872		LHUM_LH13807-RA	
OG0016873		LHUM_LH13812-RA	
OG0016874		LHUM_LH13813-RA	
OG0016875		LHUM_LH13814-RA	
OG0016876		LHUM_LH25472-RA	
OG0016877		LHUM_LH25473-RA	
OG0016878		LHUM_LH13820-RA	
OG0016879		LHUM_LH13851-RA	
OG0016880		LHUM_LH13843-RA	
OG0016881		LHUM_LH13856-RA	
OG0016882		LHUM_LH11490-RA	
OG0016883		LHUM_LH11892-RA	
OG0016884		LHUM_LH16061-RA	
OG0016885		LHUM_LH16072-RA	
OG0016886		LHUM_LH16067-RA	
OG0016887		LHUM_LH16084-RA	
OG0016888		LHUM_LH16082-RA	
OG0016889		LHUM_LH16083-RA	
OG0016890		LHUM_LH16085-RA	
OG0016891		LHUM_LH11059-RA	
OG0016892		LHUM_LH25315-RA	
OG0016893		LHUM_LH11055-RA	
OG0016894		LHUM_LH11302-RA	
OG0016895		LHUM_LH11308-RA	
OG0016896		LHUM_LH11310-RA	
OG0016897		LHUM_LH11309-RA	
OG0016898		LHUM_LH11312-RA	
OG0016899		LHUM_LH11315-RA	
OG0016900		LHUM_LH26056-RA	
OG0016901		LHUM_LH26055-RA	
OG0016902		LHUM_LH10364-RA	
OG0016903		LHUM_LH22676-RA	
OG0016904		LHUM_LH22687-RA	
OG0016905		LHUM_LH25989-RA	
OG0016906		LHUM_LH22690-RA	
OG0016907		LHUM_LH22693-RA	
OG0016908		LHUM_LH21033-RA	
OG0016909		LHUM_LH21045-RA	
OG0016910		LHUM_LH21047-RA	
OG0016911		LHUM_LH21048-RA	
OG0016912		LHUM_LH21073-RA	
OG0016913		LHUM_LH21079-RA	
OG0016914		LHUM_LH21077-RA	
OG0016915		LHUM_LH21078-RA	
OG0016916		LHUM_LH25936-RA	
OG0016917		LHUM_LH21109-RA	
OG0016918		LHUM_LH21096-RA	
OG0016919		LHUM_LH21101-RA	
OG0016920		LHUM_LH21100-RA	
OG0016921		LHUM_LH21098-RA	
OG0016922		LHUM_LH21121-RA	
OG0016923		LHUM_LH21110-RA	
OG0016924		LHUM_LH21120-RA	
OG0016925		LHUM_LH21125-RA	
OG0016926		LHUM_LH25938-RA	
OG0016927		LHUM_LH21142-RA	
OG0016928		LHUM_LH21145-RA	
OG0016929		LHUM_LH21161-RA	
OG0016930		LHUM_LH21158-RA	
OG0016931		LHUM_LH21164-RA	
OG0016932		LHUM_LH21160-RA	
OG0016933		LHUM_LH21162-RA	
OG0016934		LHUM_LH21163-RA	
OG0016935		LHUM_LH21155-RA	
OG0016936		LHUM_LH21159-RA	
OG0016937		LHUM_LH21183-RA	
OG0016938		LHUM_LH21194-RA	
OG0016939		LHUM_LH21191-RA	
OG0016940		LHUM_LH21188-RA	
OG0016941		LHUM_LH21192-RA	
OG0016942		LHUM_LH21193-RA	
OG0016943		LHUM_LH21215-RA	
OG0016944		LHUM_LH21239-RA	
OG0016945		LHUM_LH21257-RA	
OG0016946		LHUM_LH21254-RA	
OG0016947		LHUM_LH21260-RA	
OG0016948		LHUM_LH21259-RA	
OG0016949		LHUM_LH21264-RA	
OG0016950		LHUM_LH21265-RA	
OG0016951		LHUM_LH21271-RA	
OG0016952		LHUM_LH25925-RA	
OG0016953		LHUM_LH21276-RA	
OG0016954		LHUM_LH25926-RA	
OG0016955		LHUM_LH21285-RA	
OG0016956		LHUM_LH21307-RA	
OG0016957		LHUM_LH25928-RA	
OG0016958		LHUM_LH21314-RA	
OG0016959		LHUM_LH21313-RA	
OG0016960		LHUM_LH21315-RA	
OG0016961		LHUM_LH21308-RA	
OG0016962		LHUM_LH25932-RA	
OG0016963		LHUM_LH21323-RA	
OG0016964		LHUM_LH21353-RA	
OG0016965		LHUM_LH25919-RA	
OG0016966		LHUM_LH25933-RA	
OG0016967		LHUM_LH25934-RA	
OG0016968		LHUM_LH21390-RA	
OG0016969		LHUM_LH21381-RA	
OG0016970		LHUM_LH21388-RA	
OG0016971		LHUM_LH21394-RA	
OG0016972		LHUM_LH21405-RA	
OG0016973		LHUM_LH21407-RA	
OG0016974		LHUM_LH21408-RA	
OG0016975		LHUM_LH21404-RA	
OG0016976		LHUM_LH21417-RA	
OG0016977		LHUM_LH21422-RA	
OG0016978		LHUM_LH10165-RA	
OG0016979		LHUM_LH21004-RA	
OG0016980		LHUM_LH25912-RA	
OG0016981		LHUM_LH21012-RA	
OG0016982		LHUM_LH21011-RA	
OG0016983		LHUM_LH25914-RA	
OG0016984		LHUM_LH21013-RA	
OG0016985		LHUM_LH21010-RA	
OG0016986		LHUM_LH21014-RA	
OG0016987		LHUM_LH21021-RA	
OG0016988		LHUM_LH21023-RA	
OG0016989		LHUM_LH21024-RA	
OG0016990		LHUM_LH21031-RA	
OG0016991		LHUM_LH15735-RA	
OG0016992		LHUM_LH15736-RA	
OG0016993		LHUM_LH10356-RA	
OG0016994		LHUM_LH23484-RA	
OG0016995		LHUM_LH23489-RA	
OG0016996		LHUM_LH23520-RA	
OG0016997		LHUM_LH23516-RA	
OG0016998		LHUM_LH23518-RA	
OG0016999		LHUM_LH23539-RA	
OG0017000		LHUM_LH23538-RA	
OG0017001		LHUM_LH23554-RA	
OG0017002		LHUM_LH23555-RA	
OG0017003		LHUM_LH23560-RA	
OG0017004		LHUM_LH23566-RA	
OG0017005		LHUM_LH23565-RA	
OG0017006		LHUM_LH23586-RA	
OG0017007		LHUM_LH26053-RA	
OG0017008		LHUM_LH23574-RA	
OG0017009		LHUM_LH23585-RA	
OG0017010		LHUM_LH23572-RA	
OG0017011		LHUM_LH23589-RA	
OG0017012		LHUM_LH23573-RA	
OG0017013		LHUM_LH23584-RA	
OG0017014		LHUM_LH23582-RA	
OG0017015		LHUM_LH26054-RA	
OG0017016		LHUM_LH23596-RA	
OG0017017		LHUM_LH23611-RA	
OG0017018		LHUM_LH26041-RA	
OG0017019		LHUM_LH23631-RA	
OG0017020		LHUM_LH23622-RA	
OG0017021		LHUM_LH23633-RA	
OG0017022		LHUM_LH23621-RA	
OG0017023		LHUM_LH23632-RA	
OG0017024		LHUM_LH23626-RA	
OG0017025		LHUM_LH23641-RA	
OG0017026		LHUM_LH23638-RA	
OG0017027		LHUM_LH23640-RA	
OG0017028		LHUM_LH23637-RA	
OG0017029		LHUM_LH26042-RA	
OG0017030		LHUM_LH13879-RA	
OG0017031		LHUM_LH10154-RA	
OG0017032		LHUM_LH17577-RA	
OG0017033		LHUM_LH17583-RA	
OG0017034		LHUM_LH17605-RA	
OG0017035		LHUM_LH17604-RA	
OG0017036		LHUM_LH17618-RA	
OG0017037		LHUM_LH17620-RA	
OG0017038		LHUM_LH17619-RA	
OG0017039		LHUM_LH17638-RA	
OG0017040		LHUM_LH17626-RA	
OG0017041		LHUM_LH17658-RA	
OG0017042		LHUM_LH25686-RA	
OG0017043		LHUM_LH17670-RA	
OG0017044		LHUM_LH17697-RA	
OG0017045		LHUM_LH17682-RA	
OG0017046		LHUM_LH17685-RA	
OG0017047		LHUM_LH17696-RA	
OG0017048		LHUM_LH10941-RA	
OG0017049		LHUM_LH10939-RA	
OG0017050		LHUM_LH10940-RA	
OG0017051		LHUM_LH10942-RA	
OG0017052		LHUM_LH21753-RA	
OG0017053		LHUM_LH21757-RA	
OG0017054		LHUM_LH21766-RA	
OG0017055		LHUM_LH21783-RA	
OG0017056		LHUM_LH21793-RA	
OG0017057		LHUM_LH21805-RA	
OG0017058		LHUM_LH21807-RA	
OG0017059		LHUM_LH18334-RA	
OG0017060		LHUM_LH18326-RA	
OG0017061		LHUM_LH18332-RA	
OG0017062		LHUM_LH18347-RA	
OG0017063		LHUM_LH18351-RA	
OG0017064		LHUM_LH11662-RA	
OG0017065		LHUM_LH11667-RA	
OG0017066		LHUM_LH11675-RA	
OG0017067		LHUM_LH11682-RA	
OG0017068		LHUM_LH11683-RA	
OG0017069		LHUM_LH11696-RA	
OG0017070		LHUM_LH11702-RA	
OG0017071		LHUM_LH11703-RA	
OG0017072		LHUM_LH11708-RA	
OG0017073		LHUM_LH11713-RA	
OG0017074		LHUM_LH11712-RA	
OG0017075		LHUM_LH11707-RA	
OG0017076		LHUM_LH11711-RA	
OG0017077		LHUM_LH11709-RA	
OG0017078		LHUM_LH11706-RA	
OG0017079		LHUM_LH25353-RA	
OG0017080		LHUM_LH18981-RA	
OG0017081		LHUM_LH18986-RA	
OG0017082		LHUM_LH18977-RA	
OG0017083		LHUM_LH19000-RA	
OG0017084		LHUM_LH18992-RA	
OG0017085		LHUM_LH19001-RA	
OG0017086		LHUM_LH18989-RA	
OG0017087		LHUM_LH25752-RA	
OG0017088		LHUM_LH19034-RA	
OG0017089		LHUM_LH25754-RA	
OG0017090		LHUM_LH19069-RA	
OG0017091		LHUM_LH19070-RA	
OG0017092		LHUM_LH19071-RA	
OG0017093		LHUM_LH19081-RA	
OG0017094		LHUM_LH25751-RA	
OG0017095		LHUM_LH19076-RA	
OG0017096		LHUM_LH10252-RA	
OG0017097		LHUM_LH10159-RA	
OG0017098		LHUM_LH10948-RA	
OG0017099		LHUM_LH10960-RA	
OG0017100		LHUM_LH10976-RA	
OG0017101		LHUM_LH10972-RA	
OG0017102		LHUM_LH25311-RA	
OG0017103		LHUM_LH10975-RA	
OG0017104		LHUM_LH10971-RA	
OG0017105		LHUM_LH10970-RA	
OG0017106		LHUM_LH10997-RA	
OG0017107		LHUM_LH10996-RA	
OG0017108		LHUM_LH25310-RA	
OG0017109		LHUM_LH11000-RA	
OG0017110		LHUM_LH11004-RA	
OG0017111		LHUM_LH11007-RA	
OG0017112		LHUM_LH14447-RA	
OG0017113		LHUM_LH19146-RA	
OG0017114		LHUM_LH19145-RA	
OG0017115		LHUM_LH19161-RA	
OG0017116		LHUM_LH19177-RA	
OG0017117		LHUM_LH19199-RA	
OG0017118		LHUM_LH19206-RA	
OG0017119		LHUM_LH19214-RA	
OG0017120		LHUM_LH19223-RA	
OG0017121		LHUM_LH19240-RA	
OG0017122		LHUM_LH19234-RA	
OG0017123		LHUM_LH19262-RA	
OG0017124		LHUM_LH19250-RA	
OG0017125		LHUM_LH19249-RA	
OG0017126		LHUM_LH19253-RA	
OG0017127		LHUM_LH19258-RA	
OG0017128		LHUM_LH19263-RA	
OG0017129		LHUM_LH19277-RA	
OG0017130		LHUM_LH25759-RA	
OG0017131		LHUM_LH10254-RA	
OG0017132		LHUM_maker-scf7180001005026-snap-gene-0.6_1-RA	
OG0017133		LHUM_LH22555-RA	
OG0017134		LHUM_LH25985-RA	
OG0017135		LHUM_LH22563-RA	
OG0017136		LHUM_LH22571-RA	
OG0017137		LHUM_LH22573-RA	
OG0017138		LHUM_LH22590-RA	
OG0017139		LHUM_LH22586-RA	
OG0017140		LHUM_LH22591-RA	
OG0017141		LHUM_LH22595-RA	
OG0017142		LHUM_LH22624-RA	
OG0017143		LHUM_LH22626-RA	
OG0017144		LHUM_LH22615-RA	
OG0017145		LHUM_LH22648-RA	
OG0017146		LHUM_LH22645-RA	
OG0017147		LHUM_LH22666-RA	
OG0017148		LHUM_LH22661-RA	
OG0017149		LHUM_LH10016-RA	
OG0017150		LHUM_LH10919-RA	
OG0017151		LHUM_LH25894-RA	
OG0017152		LHUM_LH13917-RA	
OG0017153		LHUM_LH10365-RA	
OG0017154		LHUM_LH10718-RA	
OG0017155		LHUM_LH25664-RA	
OG0017156		LHUM_LH25670-RA	
OG0017157		LHUM_LH25671-RA	
OG0017158		LHUM_LH17375-RA	
OG0017159		LHUM_LH17383-RA	
OG0017160		LHUM_LH17392-RA	
OG0017161		LHUM_LH17391-RA	
OG0017162		LHUM_LH25662-RA	
OG0017163		LHUM_LH17394-RA	
OG0017164		LHUM_LH17406-RA	
OG0017165		LHUM_LH17415-RA	
OG0017166		LHUM_LH17429-RA	
OG0017167		LHUM_LH17430-RA	
OG0017168		LHUM_LH17444-RA	
OG0017169		LHUM_LH23748-RA	
OG0017170		LHUM_LH23749-RA	
OG0017171		LHUM_LH23745-RA	
OG0017172		LHUM_LH23212-RA	
OG0017173		LHUM_LH26019-RA	
OG0017174		LHUM_LH23215-RA	
OG0017175		LHUM_LH23219-RA	
OG0017176		LHUM_LH23218-RA	
OG0017177		LHUM_LH23222-RA	
OG0017178		LHUM_LH23230-RA	
OG0017179		LHUM_LH11898-RA	
OG0017180		LHUM_LH11904-RA	
OG0017181		LHUM_LH11907-RA	
OG0017182		LHUM_LH11908-RA	
OG0017183		LHUM_LH11913-RA	
OG0017184		LHUM_LH25363-RA	
OG0017185		LHUM_LH11915-RA	
OG0017186		LHUM_LH11917-RA	
OG0017187		LHUM_LH11931-RA	
OG0017188		LHUM_LH11936-RA	
OG0017189		LHUM_LH11937-RA	
OG0017190		LHUM_LH16567-RA	
OG0017191		LHUM_LH16577-RA	
OG0017192		LHUM_LH16566-RA	
OG0017193		LHUM_LH16579-RA	
OG0017194		LHUM_LH16575-RA	
OG0017195		LHUM_LH25621-RA	
OG0017196		LHUM_LH22985-RA	
OG0017197		LHUM_LH22992-RA	
