Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0005046	ACEP_ACEP_00005698-RA	LHUM_LH12396-RA	PBAR_PB17176-RA
OG0005047	ACEP_ACEP_00005695-RA	LHUM_LH12402-RA	PBAR_PB22168-RA
OG0005048	ACEP_ACEP_00005697-RA	LHUM_LH12407-RA	PBAR_PB14482-RA
OG0005049	ACEP_ACEP_00005696-RA	LHUM_LH12403-RA	PBAR_PB14480-RA
OG0005050	ACEP_ACEP_00005682-RA	LHUM_LH14379-RA	PBAR_PB15773-RA
OG0005051	ACEP_ACEP_00005688-RA	LHUM_LH12404-RA	PBAR_pbar_homer-1
OG0005052	ACEP_ACEP_00005680-RA	LHUM_LH14383-RA	PBAR_PB15770-RA
OG0005053	ACEP_ACEP_00005689-RA	LHUM_LH12401-RA	PBAR_PB15779-RA
OG0005054	ACEP_ACEP_00005690-RA	LHUM_LH12408-RA	PBAR_PB15771-RA
OG0005055	ACEP_ACEP_00005693-RA	LHUM_LH12399-RA	PBAR_PB15768-RA
OG0005056	ACEP_ACEP_00005692-RA	LHUM_LH12405-RA	PBAR_PB15769-RA
OG0005057	ACEP_ACEP_00005691-RA	LHUM_LH12410-RA	PBAR_PB15772-RA
OG0005058	ACEP_ACEP_00005678-RA	LHUM_LH14381-RA	PBAR_PB15775-RA
OG0005059	ACEP_ACEP_00005676-RA	LHUM_LH14390-RA	PBAR_PB22207-RA
OG0005060	ACEP_ACEP_00005677-RA	LHUM_LH14387-RA	PBAR_PB22195-RA
OG0005061	ACEP_ACEP_00005669-RA	LHUM_LH20009-RA	PBAR_PB22204-RA
OG0005062	ACEP_ACEP_00005675-RA	LHUM_LH14392-RA	PBAR_PB22202-RA
OG0005063	ACEP_ACEP_00005670-RA	LHUM_LH20011-RA	PBAR_PB22206-RA
OG0005064	ACEP_ACEP_00005665-RA	LHUM_LH20007-RA	PBAR_PB22210-RA
OG0005065	ACEP_ACEP_00005667-RA	LHUM_LH20006-RA	PBAR_PB22200-RA
OG0005066	ACEP_ACEP_00005662-RA	LHUM_LH20001-RA	PBAR_PB22216-RA
OG0005067	ACEP_ACEP_00005660-RA	LHUM_LH20003-RA	PBAR_CG_02546089
OG0005068	ACEP_ACEP_00005661-RA	LHUM_LH20002-RA	PBAR_PB22214-RA
OG0005069	ACEP_ACEP_00005664-RA	LHUM_LH20005-RA	PBAR_PB22217-RA
OG0005070	ACEP_ACEP_00005656-RA	LHUM_LH23793-RA	PBAR_PB22225-RA
OG0005071	ACEP_ACEP_00005648-RA	LHUM_LH23791-RA	PBAR_PB22236-RA
OG0005072	ACEP_ACEP_00005655-RA	LHUM_LH23796-RA	PBAR_PB22224-RA
OG0005073	ACEP_ACEP_00005652-RA	LHUM_LH23784-RA	PBAR_PB22226-RA
OG0005074	ACEP_ACEP_00005653-RA	LHUM_LH23797-RA	PBAR_PB22222-RA
OG0005075	ACEP_ACEP_00005649-RA	LHUM_LH23789-RA	PBAR_PB22233-RA
OG0005076	ACEP_ACEP_00005657-RA	LHUM_LH23794-RA	PBAR_PB22227-RA
OG0005077	ACEP_ACEP_00005658-RA	LHUM_LH23795-RA	PBAR_PB22223-RA
OG0005078	ACEP_ACEP_00005636-RA	LHUM_LH26060-RA	PBAR_PB22251-RA
OG0005079	ACEP_ACEP_00005639-RA	LHUM_LH23872-RA	PBAR_PB22229-RA
OG0005080	ACEP_ACEP_00005647-RA	LHUM_LH23788-RA	PBAR_PB22232-RA
OG0005081	ACEP_ACEP_00015017-RA	LHUM_LH15945-RA	PBAR_PB20751-RA
OG0005082	ACEP_ACEP_00015023-RA	LHUM_LH21741-RA	PBAR_PB11246-RA
OG0005083	ACEP_ACEP_00015019-RA	LHUM_LH15954-RA	PBAR_PB11085-RA
OG0005084	ACEP_ACEP_00015022-RA	LHUM_LH21743-RA	PBAR_PB11238-RA
OG0005085	ACEP_ACEP_00015018-RA	LHUM_LH15950-RA	PBAR_PB20759-RA
OG0005086	ACEP_ACEP_00015021-RA	LHUM_LH15944-RA	PBAR_PB14417-RA
OG0005087	ACEP_ACEP_00015013-RA	LHUM_LH15968-RA	PBAR_PB20745-RA
OG0005088	ACEP_ACEP_00015010-RA	LHUM_LH15966-RA	PBAR_Pbar_Atp5h_like-1
OG0005089	ACEP_ACEP_00015009-RA	LHUM_LH15958-RA	PBAR_PB20766-RA
OG0005090	ACEP_ACEP_00015011-RA	LHUM_LH15962-RA	PBAR_CG_02549750
OG0005091	ACEP_ACEP_00015014-RA	LHUM_LH15960-RA	PBAR_PB20748-RA
OG0005092	ACEP_ACEP_00015004-RA	LHUM_LH15977-RA	PBAR_PB18983-RA
OG0005093	ACEP_ACEP_00015006-RA	LHUM_LH15976-RA	PBAR_PB18982-RA
OG0005094	ACEP_ACEP_00014994-RA	LHUM_LH24705-RA	PBAR_PB11202-RA
OG0005095	ACEP_ACEP_00014996-RA	LHUM_LH14484-RA	PBAR_PB11196-RA
OG0005096	ACEP_ACEP_00014997-RA	LHUM_LH14487-RA	PBAR_PB11205-RA
OG0005097	ACEP_ACEP_00015000-RA	LHUM_LH15973-RA	PBAR_PB11200-RA
OG0005098	ACEP_ACEP_00015001-RA	LHUM_LH15974-RA	PBAR_PB18967-RA
OG0005099	ACEP_ACEP_00014999-RA	LHUM_LH14486-RA	PBAR_PB11204-RA
OG0005100	ACEP_ACEP_00014995-RA	LHUM_LH24715-RA	PBAR_PB11197-RA
OG0005101	ACEP_ACEP_00015007-RA	LHUM_LH15975-RA	PBAR_PB14219-RA
OG0005102	ACEP_ACEP_00014986-RA	LHUM_LH23908-RA	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-3.250-mRNA-1
OG0005103	ACEP_ACEP_00014990-RA	LHUM_LH24706-RA	PBAR_PB11194-RA
OG0005104	ACEP_ACEP_00014987-RA	LHUM_LH10909-RA	PBAR_PB22390-RA
OG0005105	ACEP_ACEP_00014988-RA	LHUM_LH15273-RA	PBAR_PB10511-RA
OG0005106	ACEP_ACEP_00014985-RA	LHUM_LH23891-RA	PBAR_augustus_masked-pbar_scf7180000350332-abinit-gene-2.41-mRNA-1
OG0005107	ACEP_ACEP_00014991-RA	LHUM_LH24704-RA	PBAR_PB11193-RA
OG0005108	ACEP_ACEP_00014992-RA	LHUM_LH24713-RA	PBAR_PB11201-RA
OG0005109	ACEP_ACEP_00014981-RA	LHUM_LH15982-RA	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-2.46-mRNA-1
OG0005110	ACEP_ACEP_00014982-RA	LHUM_LH15983-RA	PBAR_PB22388-RA
OG0005111	ACEP_ACEP_00014984-RA	LHUM_LH23892-RA	PBAR_pbar_Sce-1
OG0005112	ACEP_ACEP_00014973-RA	LHUM_LH15227-RA	PBAR_PB18162-RA
OG0005113	ACEP_ACEP_00014968-RA	LHUM_LH15218-RA	PBAR_pbar_RpS18-1
OG0005114	ACEP_ACEP_00014975-RA	LHUM_LH15229-RA	PBAR_PB18163-RA
OG0005115	ACEP_ACEP_00014972-RA	LHUM_LH13335-RA	PBAR_PB18165-RA
OG0005116	ACEP_ACEP_00014970-RA	LHUM_LH15234-RA	PBAR_PB23081-RA
OG0005117	ACEP_ACEP_00014974-RA	LHUM_LH15219-RA	PBAR_PB18168-RA
OG0005118	ACEP_ACEP_00014959-RA	LHUM_LH15255-RA	PBAR_PB23092-RA
OG0005119	ACEP_ACEP_00017937-RA	LHUM_LH15266-RA	PBAR_PB23098-RA
OG0005120	ACEP_ACEP_00014958-RA	LHUM_LH15261-RA	PBAR_PB23103-RA
OG0005121	ACEP_ACEP_00014963-RA	LHUM_LH15241-RA	PBAR_PB23083-RA
OG0005122	ACEP_ACEP_00004632-RA, ACEP_ACEP_00014954-RA, ACEP_ACEP_00014955-RA		
OG0005123	ACEP_ACEP_00014960-RA	LHUM_LH15265-RA	PBAR_PB23105-RA
OG0005124	ACEP_ACEP_00014962-RA	LHUM_LH15237-RA	PBAR_PB23093-RA
OG0005125	ACEP_ACEP_00014957-RA	LHUM_LH15253-RA	PBAR_PB23094-RA
OG0005126	ACEP_ACEP_00014964-RA	LHUM_LH15245-RA	PBAR_PB23084-RA
OG0005127	ACEP_ACEP_00014965-RA	LHUM_LH15243-RA	PBAR_PB23082-RA
OG0005128	ACEP_ACEP_00014944-RA	LHUM_LH15257-RA	PBAR_PB23096-RA
OG0005129	ACEP_ACEP_00014948-RA	LHUM_LH15250-RA	PBAR_PB23091-RA
OG0005130	ACEP_ACEP_00014943-RA	LHUM_LH15264-RA	PBAR_PB23102-RA
OG0005131	ACEP_ACEP_00014950-RA	LHUM_LH15256-RA	PBAR_PB23089-RA
OG0005132	ACEP_ACEP_00014938-RA	LHUM_LH15252-RA	PBAR_PB23108-RA
OG0005133	ACEP_ACEP_00014946-RA	LHUM_LH15262-RA	PBAR_PB23101-RA
OG0005134	ACEP_ACEP_00014945-RA	LHUM_LH15251-RA	PBAR_PB23090-RA
OG0005135	ACEP_ACEP_00014949-RA	LHUM_LH15263-RA	PBAR_PB23100-RA
OG0005136	ACEP_ACEP_00014951-RA	LHUM_LH15260-RA	PBAR_PB23099-RA
OG0005137	ACEP_ACEP_00014918-RA	LHUM_LH15280-RA	PBAR_Pbar_ifc_delta4desat-1
OG0005138	ACEP_ACEP_00014922-RA	LHUM_LH15278-RA	PBAR_PB23126-RA
OG0005139	ACEP_ACEP_00014915-RA	LHUM_LH14081-RA	PBAR_PB21469-RA
OG0005140	ACEP_ACEP_00014913-RA	LHUM_LH14079-RA	PBAR_PB21471-RA
OG0005141	ACEP_ACEP_00014919-RA	LHUM_LH15284-RA	PBAR_PB23140-RA
OG0005142	ACEP_ACEP_00014925-RA	LHUM_LH15290-RA	PBAR_PB23142-RA
OG0005143	ACEP_ACEP_00014916-RA	LHUM_LH15287-RA	PBAR_pbar_HP1-like-RB
OG0005144	ACEP_ACEP_00014920-RA	LHUM_LH15282-RA	PBAR_PB23134-RA
OG0005145	ACEP_ACEP_00014914-RA	LHUM_LH14083-RA	PBAR_PB21473-RA
OG0005146	ACEP_ACEP_00014926-RA	LHUM_LH15271-RA	PBAR_PB23124-RA
OG0005147	ACEP_ACEP_00014930-RA	LHUM_LH15270-RA	PBAR_PB23131-RA
OG0005148	ACEP_ACEP_00014929-RA	LHUM_LH15268-RA	PBAR_PB23128-RA
OG0005149	ACEP_ACEP_00014912-RA	LHUM_LH14088-RA	PBAR_PB21482-RA
OG0005150	ACEP_ACEP_00014911-RA	LHUM_LH14089-RA	PBAR_PB21480-RA
OG0005151	ACEP_ACEP_00007704-RA	LHUM_LH14150-RA	PBAR_PB22138-RA
OG0005152	ACEP_ACEP_00007705-RA	LHUM_LH14157-RA	PBAR_PB22136-RA
OG0005153	ACEP_ACEP_00007706-RA	LHUM_LH14175-RA	PBAR_pbar_dcr1-1
OG0005154	ACEP_ACEP_00007699-RA	LHUM_LH14149-RA	PBAR_PB26968-RA
OG0005155	ACEP_ACEP_00007700-RA	LHUM_LH14153-RA	PBAR_PB22143-RA
OG0005156	ACEP_ACEP_00017303-RA	LHUM_LH14152-RA	PBAR_PB26969-RA
OG0005157	ACEP_ACEP_00007702-RA	LHUM_LH14155-RA	PBAR_PB22135-RA
OG0005158	ACEP_ACEP_00007695-RA	LHUM_LH14148-RA	PBAR_PB22141-RA
OG0005159	ACEP_ACEP_00007697-RA	LHUM_LH14147-RA	PBAR_PB22140-RA
OG0005160	ACEP_ACEP_00007693-RA	LHUM_LH14144-RA	PBAR_PB22147-RA
OG0005161	ACEP_ACEP_00007692-RA	LHUM_LH14143-RA	PBAR_PB22146-RA
OG0005162	ACEP_ACEP_00007688-RA	LHUM_LH14140-RA	PBAR_PB24588-RA
OG0005163	ACEP_ACEP_00007690-RA	LHUM_LH14141-RA	PBAR_PB22152-RA
OG0005164	ACEP_ACEP_00007685-RA	LHUM_LH14136-RA	PBAR_PB24583-RA
OG0005165	ACEP_ACEP_00007683-RA	LHUM_LH14137-RA	PBAR_PB24582-RA
OG0005166	ACEP_ACEP_00007684-RA	LHUM_LH14135-RA	PBAR_PB24581-RA
OG0005167	ACEP_ACEP_00007682-RA	LHUM_LH14138-RA	PBAR_PB24584-RA
OG0005168	ACEP_ACEP_00007686-RA	LHUM_LH14134-RA	PBAR_PB24586-RA
OG0005169	ACEP_ACEP_00007675-RA	LHUM_LH14132-RA	PBAR_PB24578-RA
OG0005170	ACEP_ACEP_00007657-RA	LHUM_LH14165-RA	PBAR_PB24554-RA
OG0005171	ACEP_ACEP_00007662-RA	LHUM_LH11803-RA	PBAR_PB24566-RA
OG0005172	ACEP_ACEP_00007656-RA	LHUM_LH19359-RA	PBAR_PB18790-RA
OG0005173	ACEP_ACEP_00007669-RA	LHUM_LH11802-RA	PBAR_PB24561-RA
OG0005174	ACEP_ACEP_00007665-RA	LHUM_LH11807-RA	PBAR_PB24571-RA
OG0005175	ACEP_ACEP_00007670-RA	LHUM_LH11798-RA	PBAR_PB27086-RA
OG0005176	ACEP_ACEP_00007663-RA	LHUM_LH11796-RA	PBAR_PB24560-RA
OG0005177	ACEP_ACEP_00007658-RA	LHUM_LH14177-RA	PBAR_PB24569-RA
OG0005178	ACEP_ACEP_00007659-RA	LHUM_LH11801-RA	PBAR_PB24556-RA
OG0005179	ACEP_ACEP_00007664-RA	LHUM_LH11793-RA	PBAR_PB24559-RA
OG0005180	ACEP_ACEP_00007661-RA	LHUM_LH11806-RA	PBAR_PB24568-RA
OG0005181	ACEP_ACEP_00007660-RA	LHUM_LH11805-RA	PBAR_PB24567-RA
OG0005182	ACEP_ACEP_00007674-RA	LHUM_LH14125-RA	PBAR_PB24574-RA
OG0005183	ACEP_ACEP_00007672-RA	LHUM_LH11804-RA	PBAR_PB24565-RA
OG0005184	ACEP_ACEP_00007673-RA	LHUM_LH11922-RA	PBAR_PB24575-RA
OG0005185	ACEP_ACEP_00007651-RA	LHUM_LH24714-RA	PBAR_PB15088-RA
OG0005186	ACEP_ACEP_00007647-RA	LHUM_LH14119-RA	PBAR_PB20934-RA
OG0005187	ACEP_ACEP_00007646-RA	LHUM_LH14114-RA	PBAR_PB20929-RA
OG0005188	ACEP_ACEP_00007643-RA	LHUM_LH14117-RA	PBAR_PB20932-RA
OG0005189	ACEP_ACEP_00007652-RA	LHUM_LH16018-RA	PBAR_PB15080-RA
OG0005190	ACEP_ACEP_00007650-RA	LHUM_LH24703-RA	PBAR_pbar_RpS12-1
OG0005191	ACEP_ACEP_00007648-RA	LHUM_LH24702-RA	PBAR_PB15085-RA
OG0005192	ACEP_ACEP_00007653-RA	LHUM_LH19717-RA	PBAR_PB15078-RA
OG0005193	ACEP_ACEP_00007654-RA	LHUM_LH19364-RA	PBAR_pbar_RpLP2-1
OG0005194	ACEP_ACEP_00007655-RA	LHUM_Lhum_Chc-RA	PBAR_Pbar_Chc-1
OG0005195	ACEP_ACEP_00007638-RA	LHUM_LH14108-RA	PBAR_PB20915-RA
OG0005196	ACEP_ACEP_00007640-RA	LHUM_LH14107-RA	PBAR_PB20916-RA
OG0005197	ACEP_ACEP_00007633-RA	LHUM_LH14102-RA	PBAR_PB18802-RA
OG0005198	ACEP_ACEP_00007632-RA	LHUM_LH14096-RA	PBAR_PB18799-RA
OG0005199	ACEP_ACEP_00007631-RA	LHUM_LH14101-RA	PBAR_PB18787-RA
OG0005200	ACEP_ACEP_00007630-RA	LHUM_LH14091-RA	PBAR_PB18783-RA
OG0005201	ACEP_ACEP_00007629-RA	LHUM_LH14093-RA	PBAR_PB18781-RA
OG0005202	ACEP_ACEP_00007627-RA	LHUM_LH14097-RA	PBAR_PB18782-RA
OG0005203	ACEP_ACEP_00007624-RA	LHUM_LH14103-RA	PBAR_PB15074-RA
OG0005204	ACEP_ACEP_00007618-RA	LHUM_LH24695-RA	PBAR_PB15059-RA
OG0005205	ACEP_ACEP_00007623-RA	LHUM_LH14098-RA	PBAR_PB15070-RA
OG0005206	ACEP_ACEP_00007620-RA	LHUM_LH24696-RA	PBAR_PB15072-RA
OG0005207	ACEP_ACEP_00007625-RA	LHUM_LH14092-RA	PBAR_PB18784-RA
OG0005208	ACEP_ACEP_00007613-RA	LHUM_LH24686-RA	PBAR_PB15060-RA
OG0005209	ACEP_ACEP_00007612-RA	LHUM_LH24685-RA	PBAR_PB15063-RA
OG0005210	ACEP_ACEP_00007611-RA	LHUM_LH24683-RA	PBAR_PB15058-RA
OG0005211	ACEP_ACEP_00007608-RA	LHUM_LH16020-RA	PBAR_PB12452-RA
OG0005212	ACEP_ACEP_00007602-RA	LHUM_LH14806-RA	PBAR_PB12455-RA
OG0005213	ACEP_ACEP_00007605-RA	LHUM_LH16016-RA	PBAR_PB12448-RA
OG0005214	ACEP_ACEP_00007610-RA	LHUM_LH16015-RA	PBAR_PB12453-RA
OG0005215	ACEP_ACEP_00007601-RA	LHUM_LH15117-RA	PBAR_PB12464-RA
OG0005216	ACEP_ACEP_00007594-RA	LHUM_LH14712-RA	PBAR_PB12467-RA
OG0005217	ACEP_ACEP_00007598-RA	LHUM_LH20810-RA	PBAR_PB12466-RA
OG0005218	ACEP_ACEP_00007597-RA	LHUM_LH14112-RA	PBAR_PB12460-RA
OG0005219	ACEP_ACEP_00007596-RA	LHUM_LH14113-RA	PBAR_PB12461-RA
OG0005220	ACEP_ACEP_00007599-RA	LHUM_LH15118-RA	PBAR_PB12462-RA
OG0005221	ACEP_ACEP_00007582-RA	LHUM_LH11940-RA	PBAR_PB12475-RA
OG0005222	ACEP_ACEP_00007588-RA	LHUM_LH11933-RA	PBAR_PB12459-RA
OG0005223	ACEP_ACEP_00007589-RA	LHUM_LH11928-RA	PBAR_PB12458-RA
OG0005224	ACEP_ACEP_00017319-RA	LHUM_LH25364-RA	PBAR_PB26362-RA
OG0005225	ACEP_ACEP_00007587-RA	LHUM_LH11920-RA	PBAR_PB12465-RA
OG0005226	ACEP_ACEP_00007581-RA	LHUM_LH11939-RA	PBAR_PB12476-RA
OG0005227	ACEP_ACEP_00007578-RA	LHUM_LH14128-RA	PBAR_PB12473-RA
OG0005228	ACEP_ACEP_00007579-RA	LHUM_LH14127-RA	PBAR_PB12479-RA
OG0005229	ACEP_ACEP_00007584-RA	LHUM_LH11934-RA	PBAR_PB12463-RA
OG0005230	ACEP_ACEP_00007590-RA	LHUM_LH20813-RA	PBAR_PB12468-RA
OG0005231	ACEP_ACEP_00007580-RA	LHUM_LH11938-RA	PBAR_PB12477-RA
OG0005232	ACEP_ACEP_00007583-RA	LHUM_LH11930-RA	PBAR_PB12457-RA
OG0005233	ACEP_ACEP_00007575-RA	LHUM_LH14123-RA	PBAR_PB12480-RA
OG0005234	ACEP_ACEP_00007574-RA	LHUM_LH14122-RA	PBAR_PB12481-RA
OG0005235	ACEP_ACEP_00007576-RA	LHUM_LH14126-RA	PBAR_PB12478-RA
OG0005236	ACEP_ACEP_00007577-RA	LHUM_LH14131-RA	PBAR_pbar_RFC2_like-1
OG0005237	ACEP_ACEP_00007572-RA	LHUM_LH14124-RA	PBAR_PB12488-RA
OG0005238	ACEP_ACEP_00007568-RA	LHUM_LH14111-RA	PBAR_PB12484-RA
OG0005239	ACEP_ACEP_00007565-RA	LHUM_LH14931-RA	PBAR_PB12483-RA
OG0005240	ACEP_ACEP_00007564-RA	LHUM_LH14926-RA	PBAR_PB12485-RA
OG0005241	ACEP_ACEP_00007558-RA	LHUM_LH11812-RA	PBAR_PB12500-RA
OG0005242	ACEP_ACEP_00007566-RA	LHUM_LH14118-RA	PBAR_PB12497-RA
OG0005243	ACEP_ACEP_00017322-RA	LHUM_LH14928-RA	PBAR_PB12486-RA
OG0005244	ACEP_ACEP_00007569-RA	LHUM_LH14109-RA	PBAR_PB12496-RA
OG0005245	ACEP_ACEP_00007559-RA	LHUM_LH11811-RA	PBAR_PB12498-RA
OG0005246	ACEP_ACEP_00007554-RA	LHUM_LH14473-RA	PBAR_PB18497-RA
OG0005247	ACEP_ACEP_00007557-RA	LHUM_LH14472-RA	PBAR_PB12501-RA
OG0005248	ACEP_ACEP_00007551-RA	LHUM_LH10797-RA	PBAR_PB18510-RA
OG0005249	ACEP_ACEP_00007548-RA	LHUM_LH10798-RA	PBAR_PB18508-RA
OG0005250	ACEP_ACEP_00007545-RA	LHUM_LH14924-RA	PBAR_PB18499-RA
OG0005251	ACEP_ACEP_00007546-RA	LHUM_LH14922-RA	PBAR_Pbar_f-cup-1
OG0005252	ACEP_ACEP_00007549-RA	LHUM_LH10796-RA	PBAR_PB18504-RA
OG0005253	ACEP_ACEP_00007550-RA	LHUM_LH10799-RA	PBAR_PB18505-RA
OG0005254	ACEP_ACEP_00007530-RA	LHUM_LH11926-RA	PBAR_PB18517-RA
OG0005255	ACEP_ACEP_00007542-RA	LHUM_LH11925-RA	PBAR_PB18503-RA
OG0005256	ACEP_ACEP_00007536-RA	LHUM_LH11923-RA	PBAR_PB18502-RA
OG0005257	ACEP_ACEP_00007533-RA	LHUM_LH11927-RA	PBAR_PB18523-RA
OG0005258	ACEP_ACEP_00007529-RA	LHUM_LH11919-RA	PBAR_PB18524-RA
OG0005259	ACEP_ACEP_00007534-RA	LHUM_LH11918-RA	PBAR_PB18516-RA
OG0005260	ACEP_ACEP_00007541-RA	LHUM_LH11932-RA	PBAR_PB18507-RA
OG0005261	ACEP_ACEP_00007528-RA	LHUM_LH11929-RA	PBAR_PB18518-RA
OG0005262	ACEP_ACEP_00007538-RA	LHUM_LH12763-RA	PBAR_PB18506-RA
OG0005263	ACEP_ACEP_00007544-RA	LHUM_LH14923-RA	PBAR_PB18512-RA
OG0005264	ACEP_ACEP_00007521-RA	LHUM_LH11914-RA	PBAR_PB18526-RA
OG0005265	ACEP_ACEP_00007525-RA, ACEP_ACEP_00017791-RA		PBAR_PB16414-RA
OG0005266	ACEP_ACEP_00007520-RA	LHUM_LH11911-RA	PBAR_PB18527-RA
OG0005267	ACEP_ACEP_00007513-RA	LHUM_LH19576-RA	PBAR_PB18535-RA
OG0005268	ACEP_ACEP_00007514-RA	LHUM_LH11900-RA	PBAR_PB18530-RA
OG0005269	ACEP_ACEP_00007516-RA	LHUM_LH11912-RA	PBAR_PB18529-RA
OG0005270	ACEP_ACEP_00007504-RA	LHUM_LH11905-RA	PBAR_PB17878-RA
OG0005271	ACEP_ACEP_00017324-RA	LHUM_LH25362-RA	PBAR_PB26672-RA
OG0005272	ACEP_ACEP_00007496-RA	LHUM_LH23255-RA	PBAR_PB17885-RA
OG0005273	ACEP_ACEP_00007494-RA	LHUM_LH23251-RA	PBAR_PB17881-RA
OG0005274	ACEP_ACEP_00007499-RA	LHUM_LH23264-RA	PBAR_PB17888-RA
OG0005275	ACEP_ACEP_00007501-RA	LHUM_LH11899-RA	PBAR_PB17884-RA
OG0005276	ACEP_ACEP_00007500-RA	LHUM_LH11896-RA	PBAR_PB26723-RA
OG0005277	ACEP_ACEP_00007495-RA	LHUM_LH23252-RA	PBAR_PB17882-RA
OG0005278	ACEP_ACEP_00007503-RA	LHUM_LH11897-RA	PBAR_PB17876-RA
OG0005279	ACEP_ACEP_00007485-RA	LHUM_LH19566-RA	PBAR_PB17894-RA
OG0005280	ACEP_ACEP_00007491-RA, ACEP_ACEP_00007492-RA	LHUM_LH23249-RA	
OG0005281	ACEP_ACEP_00007489-RA	LHUM_LH19567-RA	PBAR_PB17900-RA
OG0005282	ACEP_ACEP_00007490-RA	LHUM_LH23250-RA	PBAR_PB17887-RA
OG0005283	ACEP_ACEP_00007482-RA	LHUM_LH19551-RA	PBAR_PB17902-RA
OG0005284	ACEP_ACEP_00007484-RA	LHUM_LH19555-RA	PBAR_PB17906-RA
OG0005285	ACEP_ACEP_00007493-RA	LHUM_LH23254-RA	PBAR_PB17883-RA
OG0005286	ACEP_ACEP_00007475-RA	LHUM_LH19557-RA	PBAR_PB17892-RA
OG0005287	ACEP_ACEP_00007470-RA	LHUM_LH19548-RA	PBAR_PB17914-RA
OG0005288	ACEP_ACEP_00007472-RA	LHUM_LH19564-RA	PBAR_PB17913-RA
OG0005289	ACEP_ACEP_00007477-RA	LHUM_LH19553-RA	PBAR_PB17903-RA
OG0005290	ACEP_ACEP_00007474-RA	LHUM_LH19563-RA	PBAR_PB17916-RA
OG0005291	ACEP_ACEP_00007471-RA	LHUM_LH19542-RA	PBAR_PB17922-RA
OG0005292	ACEP_ACEP_00007476-RA	LHUM_LH19561-RA	PBAR_PB17895-RA
OG0005293	ACEP_ACEP_00007479-RA	LHUM_LH19550-RA	PBAR_pbar_RpS21-1
OG0005294	ACEP_ACEP_00007480-RA	LHUM_LH19559-RA	PBAR_PB17893-RA
OG0005295	ACEP_ACEP_00007465-RA	LHUM_LH19544-RA	PBAR_PB17911-RA
OG0005296	ACEP_ACEP_00007464-RA	LHUM_LH19539-RA	PBAR_PB17920-RA
OG0005297	ACEP_ACEP_00007466-RA	LHUM_LH19546-RA	PBAR_PB17909-RA
OG0005298	ACEP_ACEP_00007467-RA	LHUM_LH19545-RA	PBAR_PB17912-RA
OG0005299	ACEP_ACEP_00007461-RA	LHUM_LH19534-RA	PBAR_PB17929-RA
OG0005300	ACEP_ACEP_00007462-RA	LHUM_LH19532-RA	PBAR_PB17924-RA
OG0005301	ACEP_ACEP_00007459-RA	LHUM_LH19535-RA	PBAR_PB17928-RA
OG0005302	ACEP_ACEP_00007458-RA	LHUM_LH23274-RA	PBAR_PB17925-RA
OG0005303	ACEP_ACEP_00007460-RA	LHUM_LH19533-RA	PBAR_PB17926-RA
OG0005304	ACEP_ACEP_00007457-RA	LHUM_LH19574-RA	PBAR_PB17930-RA
OG0005305	ACEP_ACEP_00007456-RA	LHUM_LH19573-RA	PBAR_PB24343-RA
OG0005306	ACEP_ACEP_00007454-RA	LHUM_LH19572-RA	PBAR_PB24345-RA
OG0005307	ACEP_ACEP_00007453-RA	LHUM_LH19575-RA	PBAR_PB24349-RA
OG0005308	ACEP_ACEP_00007445-RA	LHUM_LH19586-RA	PBAR_PB24359-RA
OG0005309	ACEP_ACEP_00007452-RA	LHUM_LH19589-RA	PBAR_PB24361-RA
OG0005310	ACEP_ACEP_00007451-RA	LHUM_LH19584-RA	PBAR_PB24357-RA
OG0005311	ACEP_ACEP_00007450-RA	LHUM_LH19590-RA	PBAR_PB24360-RA
OG0005312	ACEP_ACEP_00007443-RA	LHUM_LH19587-RA	PBAR_PB24362-RA
OG0005313	ACEP_ACEP_00007444-RA	LHUM_LH19588-RA	PBAR_PB24363-RA
OG0005314	ACEP_ACEP_00007441-RA	LHUM_LH19598-RA	PBAR_PB24366-RA
OG0005315	ACEP_ACEP_00007442-RA	LHUM_LH19585-RA	PBAR_PB24358-RA
OG0005316	ACEP_ACEP_00007438-RA	LHUM_LH19583-RA	PBAR_PB24375-RA
OG0005317	ACEP_ACEP_00007435-RA	LHUM_LH19597-RA	PBAR_PB24369-RA
OG0005318	ACEP_ACEP_00007437-RA	LHUM_LH19595-RA	PBAR_PB24368-RA
OG0005319	ACEP_ACEP_00007434-RA	LHUM_LH19602-RA	PBAR_PB24373-RA
OG0005320	ACEP_ACEP_00017333-RA	LHUM_LH25802-RA	PBAR_PB27074-RA
OG0005321	ACEP_ACEP_00007428-RA	LHUM_LH19613-RA	PBAR_PB24394-RA
OG0005322	ACEP_ACEP_00007427-RA	LHUM_LH19610-RA	PBAR_PB24385-RA
OG0005323	ACEP_ACEP_00007429-RA	LHUM_LH19616-RA	PBAR_PB24396-RA
OG0005324	ACEP_ACEP_00007431-RA	LHUM_LH19612-RA	PBAR_PB24371-RA
OG0005325	ACEP_ACEP_00007430-RA	LHUM_LH19605-RA	PBAR_PB24381-RA
OG0005326	ACEP_ACEP_00007426-RA	LHUM_LH19615-RA	PBAR_PB24393-RA
