Orthogroup	acep_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0004948	ACEP_ACEP_00014536-RA	PBAR_PB17003-RA
OG0004949	ACEP_ACEP_00014537-RA	PBAR_PB17067-RA
OG0004950	ACEP_ACEP_00014538-RA	PBAR_PB17754-RA
OG0004951	ACEP_ACEP_00014529-RA	PBAR_Pbar_Ndufs8_like-1
OG0004952	ACEP_ACEP_00014532-RA	PBAR_PB18362-RA
OG0004953	ACEP_ACEP_00014534-RA	PBAR_PB17675-RA
OG0004954	ACEP_ACEP_00014533-RA	PBAR_PB17687-RA
OG0004955	ACEP_ACEP_00014527-RA	PBAR_PB17770-RA
OG0004956	ACEP_ACEP_00016323-RA	PBAR_PB16745-RA
OG0004957	ACEP_ACEP_00016579-RA	PBAR_PB20211-RA
OG0004958	ACEP_ACEP_00016813-RA	PBAR_PB20511-RA
OG0004959	ACEP_ACEP_00005962-RA	PBAR_PB18998-RA
OG0004960	ACEP_ACEP_00005948-RA	PBAR_PB21989-RA
OG0004961	ACEP_ACEP_00005946-RA	PBAR_PB18994-RA
OG0004962	ACEP_ACEP_00005940-RA	PBAR_PB13047-RA
OG0004963	ACEP_ACEP_00005944-RA	PBAR_PB11216-RA
OG0004964	ACEP_ACEP_00005942-RA	PBAR_PB17816-RA
OG0004965	ACEP_ACEP_00005938-RA	PBAR_PB11271-RA
OG0004966	ACEP_ACEP_00005930-RA	PBAR_PB11268-RA
OG0004967	ACEP_ACEP_00005935-RA	PBAR_PB11257-RA
OG0004968	ACEP_ACEP_00005934-RA	PBAR_PB11267-RA
OG0004969	ACEP_ACEP_00005928-RA	PBAR_PB11265-RA
OG0004970	ACEP_ACEP_00005933-RA	PBAR_PB11269-RA
OG0004971	ACEP_ACEP_00017573-RA	PBAR_PB26302-RA
OG0004972	ACEP_ACEP_00005919-RA	PBAR_PB20906-RA
OG0004973	ACEP_ACEP_00005923-RA	PBAR_PB23539-RA
OG0004974	ACEP_ACEP_00005918-RA	PBAR_PB20889-RA
OG0004975	ACEP_ACEP_00005916-RA	PBAR_PB17812-RA
OG0004976	ACEP_ACEP_00005917-RA	PBAR_PB22032-RA
OG0004977	ACEP_ACEP_00005911-RA	PBAR_PB14483-RA
OG0004978	ACEP_ACEP_00005904-RA	PBAR_pbar_RpS26-1
OG0004979	ACEP_ACEP_00005905-RA	PBAR_PB11281-RA
OG0004980	ACEP_ACEP_00005908-RA	PBAR_PB11274-RA
OG0004981	ACEP_ACEP_00005897-RA	PBAR_pbar_RpL35A-1
OG0004982	ACEP_ACEP_00005894-RA	PBAR_PB15916-RA
OG0004983	ACEP_ACEP_00005896-RA	PBAR_PB15915-RA
OG0004984	ACEP_ACEP_00005889-RA	PBAR_PB13044-RA
OG0004985	ACEP_ACEP_00005876-RA	PBAR_PB13039-RA
OG0004986	ACEP_ACEP_00005880-RA	PBAR_PB13041-RA
OG0004987	ACEP_ACEP_00005879-RA	PBAR_PB13042-RA
OG0004988	ACEP_ACEP_00005881-RA	PBAR_PB13040-RA
OG0004989	ACEP_ACEP_00005853-RA	PBAR_PB10742-RA
OG0004990	ACEP_ACEP_00005855-RA	PBAR_PB11613-RA
OG0004991	ACEP_ACEP_00005849-RA	PBAR_PB10640-RA, PBAR_PB10641-RA
OG0004992	ACEP_ACEP_00005852-RA	PBAR_PB10745-RA
OG0004993	ACEP_ACEP_00005851-RA	PBAR_PB10739-RA
OG0004994	ACEP_ACEP_00005842-RA	PBAR_PB10743-RA
OG0004995	ACEP_ACEP_00005827-RA	PBAR_PB11280-RA
OG0004996	ACEP_ACEP_00005826-RA	PBAR_PB11287-RA
OG0004997	ACEP_ACEP_00005818-RA	PBAR_PB11286-RA
OG0004998	ACEP_ACEP_00005813-RA	PBAR_PB11296-RA
OG0004999	ACEP_ACEP_00005814-RA	PBAR_PB11295-RA
OG0005000	ACEP_ACEP_00005822-RA	PBAR_PB11283-RA
OG0005001	ACEP_ACEP_00005806-RA	PBAR_PB10737-RA
OG0005002	ACEP_ACEP_00005812-RA	PBAR_PB11294-RA
OG0005003	ACEP_ACEP_00005794-RA	PBAR_PB14450-RA
OG0005004	ACEP_ACEP_00005791-RA	PBAR_PB14446-RA
OG0005005	ACEP_ACEP_00005793-RA	PBAR_PB14448-RA
OG0005006	ACEP_ACEP_00005796-RA	PBAR_PB10738-RA
OG0005007	ACEP_ACEP_00005790-RA	PBAR_PB14449-RA
OG0005008	ACEP_ACEP_00005784-RA	PBAR_PB18211-RA, PBAR_PB10732-RA
OG0005009	ACEP_ACEP_00005775-RA	PBAR_PB14453-RA
OG0005010	ACEP_ACEP_00005776-RA	PBAR_PB14456-RA
OG0005011	ACEP_ACEP_00005773-RA	PBAR_PB14452-RA
OG0005012	ACEP_ACEP_00005779-RA	PBAR_PB14455-RA
OG0005013	ACEP_ACEP_00005766-RA	PBAR_PB14454-RA
OG0005014	ACEP_ACEP_00005765-RA	PBAR_PB14476-RA
OG0005015	ACEP_ACEP_00005767-RA	PBAR_PB14459-RA
OG0005016	ACEP_ACEP_00005760-RA	PBAR_PB17172-RA
OG0005017	ACEP_ACEP_00005763-RA	PBAR_PB14477-RB
OG0005018	ACEP_ACEP_00005759-RA	PBAR_PB14491-RA
OG0005019	ACEP_ACEP_00005752-RA	PBAR_PB14497-RA
OG0005020	ACEP_ACEP_00005754-RA	PBAR_PB14486-RA
OG0005021	ACEP_ACEP_00005751-RA	PBAR_PB14489-RA
OG0005022	ACEP_ACEP_00005753-RA	PBAR_PB14498-RA
OG0005023	ACEP_ACEP_00005745-RA	PBAR_PB24197-RA
OG0005024	ACEP_ACEP_00005746-RA	PBAR_PB14492-RA
OG0005025	ACEP_ACEP_00005743-RA	PBAR_PB24198-RA
OG0005026	ACEP_ACEP_00005738-RA	PBAR_PB24199-RA
OG0005027	ACEP_ACEP_00005742-RA	PBAR_PB24196-RA
OG0005028	ACEP_ACEP_00005737-RA	PBAR_PB24193-RA
OG0005029	ACEP_ACEP_00005736-RA	PBAR_PB24192-RA
OG0005030	ACEP_ACEP_00005726-RA	PBAR_PB22191-RA
OG0005031	ACEP_ACEP_00005725-RA	PBAR_PB22189-RA
OG0005032	ACEP_ACEP_00005722-RA	PBAR_PB22192-RA
OG0005033	ACEP_ACEP_00005721-RA	PBAR_PB22188-RA
OG0005034	ACEP_ACEP_00005724-RA	PBAR_PB22193-RA
OG0005035	ACEP_ACEP_00005717-RA	PBAR_PB22178-RA
OG0005036	ACEP_ACEP_00005716-RA	PBAR_PB22180-RA
OG0005038	ACEP_ACEP_00005710-RA	PBAR_PB22184-RA
OG0005039	ACEP_ACEP_00005709-RA	PBAR_PB22182-RA
OG0005040	ACEP_ACEP_00005713-RA	PBAR_PB22179-RA
OG0005041	ACEP_ACEP_00005703-RA	PBAR_PB17187-RA
OG0005042	ACEP_ACEP_00005702-RA	PBAR_PB17181-RA
OG0005043	ACEP_ACEP_00005705-RA	PBAR_PB22183-RA
OG0005044	ACEP_ACEP_00005708-RA	PBAR_PB22171-RA
OG0005045	ACEP_ACEP_00005700-RA	PBAR_PB17177-RA
OG0005046	ACEP_ACEP_00005698-RA	PBAR_PB17176-RA
OG0005047	ACEP_ACEP_00005695-RA	PBAR_PB22168-RA
OG0005048	ACEP_ACEP_00005697-RA	PBAR_PB14482-RA
OG0005049	ACEP_ACEP_00005696-RA	PBAR_PB14480-RA
OG0005050	ACEP_ACEP_00005682-RA	PBAR_PB15773-RA
OG0005051	ACEP_ACEP_00005688-RA	PBAR_pbar_homer-1
OG0005052	ACEP_ACEP_00005680-RA	PBAR_PB15770-RA
OG0005053	ACEP_ACEP_00005689-RA	PBAR_PB15779-RA
OG0005054	ACEP_ACEP_00005690-RA	PBAR_PB15771-RA
OG0005055	ACEP_ACEP_00005693-RA	PBAR_PB15768-RA
OG0005056	ACEP_ACEP_00005692-RA	PBAR_PB15769-RA
OG0005057	ACEP_ACEP_00005691-RA	PBAR_PB15772-RA
OG0005058	ACEP_ACEP_00005678-RA	PBAR_PB15775-RA
OG0005059	ACEP_ACEP_00005676-RA	PBAR_PB22207-RA
OG0005060	ACEP_ACEP_00005677-RA	PBAR_PB22195-RA
OG0005061	ACEP_ACEP_00005669-RA	PBAR_PB22204-RA
OG0005062	ACEP_ACEP_00005675-RA	PBAR_PB22202-RA
OG0005063	ACEP_ACEP_00005670-RA	PBAR_PB22206-RA
OG0005064	ACEP_ACEP_00005665-RA	PBAR_PB22210-RA
OG0005065	ACEP_ACEP_00005667-RA	PBAR_PB22200-RA
OG0005066	ACEP_ACEP_00005662-RA	PBAR_PB22216-RA
OG0005067	ACEP_ACEP_00005660-RA	PBAR_CG_02546089
OG0005068	ACEP_ACEP_00005661-RA	PBAR_PB22214-RA
OG0005069	ACEP_ACEP_00005664-RA	PBAR_PB22217-RA
OG0005070	ACEP_ACEP_00005656-RA	PBAR_PB22225-RA
OG0005071	ACEP_ACEP_00005648-RA	PBAR_PB22236-RA
OG0005072	ACEP_ACEP_00005655-RA	PBAR_PB22224-RA
OG0005073	ACEP_ACEP_00005652-RA	PBAR_PB22226-RA
OG0005074	ACEP_ACEP_00005653-RA	PBAR_PB22222-RA
OG0005075	ACEP_ACEP_00005649-RA	PBAR_PB22233-RA
OG0005076	ACEP_ACEP_00005657-RA	PBAR_PB22227-RA
OG0005077	ACEP_ACEP_00005658-RA	PBAR_PB22223-RA
OG0005078	ACEP_ACEP_00005636-RA	PBAR_PB22251-RA
OG0005079	ACEP_ACEP_00005639-RA	PBAR_PB22229-RA
OG0005080	ACEP_ACEP_00005647-RA	PBAR_PB22232-RA
OG0005081	ACEP_ACEP_00015017-RA	PBAR_PB20751-RA
OG0005082	ACEP_ACEP_00015023-RA	PBAR_PB11246-RA
OG0005083	ACEP_ACEP_00015019-RA	PBAR_PB11085-RA
OG0005084	ACEP_ACEP_00015022-RA	PBAR_PB11238-RA
OG0005085	ACEP_ACEP_00015018-RA	PBAR_PB20759-RA
OG0005086	ACEP_ACEP_00015021-RA	PBAR_PB14417-RA
OG0005087	ACEP_ACEP_00015013-RA	PBAR_PB20745-RA
OG0005088	ACEP_ACEP_00015010-RA	PBAR_Pbar_Atp5h_like-1
OG0005089	ACEP_ACEP_00015009-RA	PBAR_PB20766-RA
OG0005090	ACEP_ACEP_00015011-RA	PBAR_CG_02549750
OG0005091	ACEP_ACEP_00015014-RA	PBAR_PB20748-RA
OG0005092	ACEP_ACEP_00015004-RA	PBAR_PB18983-RA
OG0005093	ACEP_ACEP_00015006-RA	PBAR_PB18982-RA
OG0005094	ACEP_ACEP_00014994-RA	PBAR_PB11202-RA
OG0005095	ACEP_ACEP_00014996-RA	PBAR_PB11196-RA
OG0005096	ACEP_ACEP_00014997-RA	PBAR_PB11205-RA
OG0005097	ACEP_ACEP_00015000-RA	PBAR_PB11200-RA
OG0005098	ACEP_ACEP_00015001-RA	PBAR_PB18967-RA
OG0005099	ACEP_ACEP_00014999-RA	PBAR_PB11204-RA
OG0005100	ACEP_ACEP_00014995-RA	PBAR_PB11197-RA
OG0005101	ACEP_ACEP_00015007-RA	PBAR_PB14219-RA
OG0005102	ACEP_ACEP_00014986-RA	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-3.250-mRNA-1
OG0005103	ACEP_ACEP_00014990-RA	PBAR_PB11194-RA
OG0005104	ACEP_ACEP_00014987-RA	PBAR_PB22390-RA
OG0005105	ACEP_ACEP_00014988-RA	PBAR_PB10511-RA
OG0005106	ACEP_ACEP_00014985-RA	PBAR_augustus_masked-pbar_scf7180000350332-abinit-gene-2.41-mRNA-1
OG0005107	ACEP_ACEP_00014991-RA	PBAR_PB11193-RA
OG0005108	ACEP_ACEP_00014992-RA	PBAR_PB11201-RA
OG0005109	ACEP_ACEP_00014981-RA	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-2.46-mRNA-1
OG0005110	ACEP_ACEP_00014982-RA	PBAR_PB22388-RA
OG0005111	ACEP_ACEP_00014984-RA	PBAR_pbar_Sce-1
OG0005112	ACEP_ACEP_00014973-RA	PBAR_PB18162-RA
OG0005113	ACEP_ACEP_00014968-RA	PBAR_pbar_RpS18-1
OG0005114	ACEP_ACEP_00014975-RA	PBAR_PB18163-RA
OG0005115	ACEP_ACEP_00014972-RA	PBAR_PB18165-RA
OG0005116	ACEP_ACEP_00014970-RA	PBAR_PB23081-RA
OG0005117	ACEP_ACEP_00014974-RA	PBAR_PB18168-RA
OG0005118	ACEP_ACEP_00014959-RA	PBAR_PB23092-RA
OG0005119	ACEP_ACEP_00017937-RA	PBAR_PB23098-RA
OG0005120	ACEP_ACEP_00014958-RA	PBAR_PB23103-RA
OG0005121	ACEP_ACEP_00014963-RA	PBAR_PB23083-RA
OG0005123	ACEP_ACEP_00014960-RA	PBAR_PB23105-RA
OG0005124	ACEP_ACEP_00014962-RA	PBAR_PB23093-RA
OG0005125	ACEP_ACEP_00014957-RA	PBAR_PB23094-RA
OG0005126	ACEP_ACEP_00014964-RA	PBAR_PB23084-RA
OG0005127	ACEP_ACEP_00014965-RA	PBAR_PB23082-RA
OG0005128	ACEP_ACEP_00014944-RA	PBAR_PB23096-RA
OG0005129	ACEP_ACEP_00014948-RA	PBAR_PB23091-RA
OG0005130	ACEP_ACEP_00014943-RA	PBAR_PB23102-RA
OG0005131	ACEP_ACEP_00014950-RA	PBAR_PB23089-RA
OG0005132	ACEP_ACEP_00014938-RA	PBAR_PB23108-RA
OG0005133	ACEP_ACEP_00014946-RA	PBAR_PB23101-RA
OG0005134	ACEP_ACEP_00014945-RA	PBAR_PB23090-RA
OG0005135	ACEP_ACEP_00014949-RA	PBAR_PB23100-RA
OG0005136	ACEP_ACEP_00014951-RA	PBAR_PB23099-RA
OG0005137	ACEP_ACEP_00014918-RA	PBAR_Pbar_ifc_delta4desat-1
OG0005138	ACEP_ACEP_00014922-RA	PBAR_PB23126-RA
OG0005139	ACEP_ACEP_00014915-RA	PBAR_PB21469-RA
OG0005140	ACEP_ACEP_00014913-RA	PBAR_PB21471-RA
OG0005141	ACEP_ACEP_00014919-RA	PBAR_PB23140-RA
OG0005142	ACEP_ACEP_00014925-RA	PBAR_PB23142-RA
OG0005143	ACEP_ACEP_00014916-RA	PBAR_pbar_HP1-like-RB
OG0005144	ACEP_ACEP_00014920-RA	PBAR_PB23134-RA
OG0005145	ACEP_ACEP_00014914-RA	PBAR_PB21473-RA
OG0005146	ACEP_ACEP_00014926-RA	PBAR_PB23124-RA
OG0005147	ACEP_ACEP_00014930-RA	PBAR_PB23131-RA
OG0005148	ACEP_ACEP_00014929-RA	PBAR_PB23128-RA
OG0005149	ACEP_ACEP_00014912-RA	PBAR_PB21482-RA
OG0005150	ACEP_ACEP_00014911-RA	PBAR_PB21480-RA
OG0005151	ACEP_ACEP_00007704-RA	PBAR_PB22138-RA
OG0005152	ACEP_ACEP_00007705-RA	PBAR_PB22136-RA
OG0005153	ACEP_ACEP_00007706-RA	PBAR_pbar_dcr1-1
OG0005154	ACEP_ACEP_00007699-RA	PBAR_PB26968-RA
OG0005155	ACEP_ACEP_00007700-RA	PBAR_PB22143-RA
OG0005156	ACEP_ACEP_00017303-RA	PBAR_PB26969-RA
OG0005157	ACEP_ACEP_00007702-RA	PBAR_PB22135-RA
OG0005158	ACEP_ACEP_00007695-RA	PBAR_PB22141-RA
OG0005159	ACEP_ACEP_00007697-RA	PBAR_PB22140-RA
OG0005160	ACEP_ACEP_00007693-RA	PBAR_PB22147-RA
OG0005161	ACEP_ACEP_00007692-RA	PBAR_PB22146-RA
OG0005162	ACEP_ACEP_00007688-RA	PBAR_PB24588-RA
OG0005163	ACEP_ACEP_00007690-RA	PBAR_PB22152-RA
OG0005164	ACEP_ACEP_00007685-RA	PBAR_PB24583-RA
OG0005165	ACEP_ACEP_00007683-RA	PBAR_PB24582-RA
OG0005166	ACEP_ACEP_00007684-RA	PBAR_PB24581-RA
OG0005167	ACEP_ACEP_00007682-RA	PBAR_PB24584-RA
OG0005168	ACEP_ACEP_00007686-RA	PBAR_PB24586-RA
OG0005169	ACEP_ACEP_00007675-RA	PBAR_PB24578-RA
OG0005170	ACEP_ACEP_00007657-RA	PBAR_PB24554-RA
OG0005171	ACEP_ACEP_00007662-RA	PBAR_PB24566-RA
OG0005172	ACEP_ACEP_00007656-RA	PBAR_PB18790-RA
OG0005173	ACEP_ACEP_00007669-RA	PBAR_PB24561-RA
OG0005174	ACEP_ACEP_00007665-RA	PBAR_PB24571-RA
OG0005175	ACEP_ACEP_00007670-RA	PBAR_PB27086-RA
OG0005176	ACEP_ACEP_00007663-RA	PBAR_PB24560-RA
OG0005177	ACEP_ACEP_00007658-RA	PBAR_PB24569-RA
OG0005178	ACEP_ACEP_00007659-RA	PBAR_PB24556-RA
OG0005179	ACEP_ACEP_00007664-RA	PBAR_PB24559-RA
OG0005180	ACEP_ACEP_00007661-RA	PBAR_PB24568-RA
OG0005181	ACEP_ACEP_00007660-RA	PBAR_PB24567-RA
OG0005182	ACEP_ACEP_00007674-RA	PBAR_PB24574-RA
OG0005183	ACEP_ACEP_00007672-RA	PBAR_PB24565-RA
OG0005184	ACEP_ACEP_00007673-RA	PBAR_PB24575-RA
OG0005185	ACEP_ACEP_00007651-RA	PBAR_PB15088-RA
OG0005186	ACEP_ACEP_00007647-RA	PBAR_PB20934-RA
OG0005187	ACEP_ACEP_00007646-RA	PBAR_PB20929-RA
OG0005188	ACEP_ACEP_00007643-RA	PBAR_PB20932-RA
OG0005189	ACEP_ACEP_00007652-RA	PBAR_PB15080-RA
OG0005190	ACEP_ACEP_00007650-RA	PBAR_pbar_RpS12-1
OG0005191	ACEP_ACEP_00007648-RA	PBAR_PB15085-RA
OG0005192	ACEP_ACEP_00007653-RA	PBAR_PB15078-RA
OG0005193	ACEP_ACEP_00007654-RA	PBAR_pbar_RpLP2-1
OG0005194	ACEP_ACEP_00007655-RA	PBAR_Pbar_Chc-1
OG0005195	ACEP_ACEP_00007638-RA	PBAR_PB20915-RA
OG0005196	ACEP_ACEP_00007640-RA	PBAR_PB20916-RA
OG0005197	ACEP_ACEP_00007633-RA	PBAR_PB18802-RA
OG0005198	ACEP_ACEP_00007632-RA	PBAR_PB18799-RA
OG0005199	ACEP_ACEP_00007631-RA	PBAR_PB18787-RA
OG0005200	ACEP_ACEP_00007630-RA	PBAR_PB18783-RA
OG0005201	ACEP_ACEP_00007629-RA	PBAR_PB18781-RA
OG0005202	ACEP_ACEP_00007627-RA	PBAR_PB18782-RA
OG0005203	ACEP_ACEP_00007624-RA	PBAR_PB15074-RA
OG0005204	ACEP_ACEP_00007618-RA	PBAR_PB15059-RA
OG0005205	ACEP_ACEP_00007623-RA	PBAR_PB15070-RA
OG0005206	ACEP_ACEP_00007620-RA	PBAR_PB15072-RA
OG0005207	ACEP_ACEP_00007625-RA	PBAR_PB18784-RA
OG0005208	ACEP_ACEP_00007613-RA	PBAR_PB15060-RA
OG0005209	ACEP_ACEP_00007612-RA	PBAR_PB15063-RA
OG0005210	ACEP_ACEP_00007611-RA	PBAR_PB15058-RA
OG0005211	ACEP_ACEP_00007608-RA	PBAR_PB12452-RA
OG0005212	ACEP_ACEP_00007602-RA	PBAR_PB12455-RA
OG0005213	ACEP_ACEP_00007605-RA	PBAR_PB12448-RA
OG0005214	ACEP_ACEP_00007610-RA	PBAR_PB12453-RA
OG0005215	ACEP_ACEP_00007601-RA	PBAR_PB12464-RA
OG0005216	ACEP_ACEP_00007594-RA	PBAR_PB12467-RA
OG0005217	ACEP_ACEP_00007598-RA	PBAR_PB12466-RA
OG0005218	ACEP_ACEP_00007597-RA	PBAR_PB12460-RA
OG0005219	ACEP_ACEP_00007596-RA	PBAR_PB12461-RA
OG0005220	ACEP_ACEP_00007599-RA	PBAR_PB12462-RA
OG0005221	ACEP_ACEP_00007582-RA	PBAR_PB12475-RA
OG0005222	ACEP_ACEP_00007588-RA	PBAR_PB12459-RA
OG0005223	ACEP_ACEP_00007589-RA	PBAR_PB12458-RA
OG0005224	ACEP_ACEP_00017319-RA	PBAR_PB26362-RA
OG0005225	ACEP_ACEP_00007587-RA	PBAR_PB12465-RA
OG0005226	ACEP_ACEP_00007581-RA	PBAR_PB12476-RA
OG0005227	ACEP_ACEP_00007578-RA	PBAR_PB12473-RA
OG0005228	ACEP_ACEP_00007579-RA	PBAR_PB12479-RA
OG0005229	ACEP_ACEP_00007584-RA	PBAR_PB12463-RA
OG0005230	ACEP_ACEP_00007590-RA	PBAR_PB12468-RA
OG0005231	ACEP_ACEP_00007580-RA	PBAR_PB12477-RA
OG0005232	ACEP_ACEP_00007583-RA	PBAR_PB12457-RA
OG0005233	ACEP_ACEP_00007575-RA	PBAR_PB12480-RA
OG0005234	ACEP_ACEP_00007574-RA	PBAR_PB12481-RA
OG0005235	ACEP_ACEP_00007576-RA	PBAR_PB12478-RA
OG0005236	ACEP_ACEP_00007577-RA	PBAR_pbar_RFC2_like-1
OG0005237	ACEP_ACEP_00007572-RA	PBAR_PB12488-RA
OG0005238	ACEP_ACEP_00007568-RA	PBAR_PB12484-RA
OG0005239	ACEP_ACEP_00007565-RA	PBAR_PB12483-RA
OG0005240	ACEP_ACEP_00007564-RA	PBAR_PB12485-RA
OG0005241	ACEP_ACEP_00007558-RA	PBAR_PB12500-RA
OG0005242	ACEP_ACEP_00007566-RA	PBAR_PB12497-RA
OG0005243	ACEP_ACEP_00017322-RA	PBAR_PB12486-RA
OG0005244	ACEP_ACEP_00007569-RA	PBAR_PB12496-RA
OG0005245	ACEP_ACEP_00007559-RA	PBAR_PB12498-RA
OG0005246	ACEP_ACEP_00007554-RA	PBAR_PB18497-RA
OG0005247	ACEP_ACEP_00007557-RA	PBAR_PB12501-RA
OG0005248	ACEP_ACEP_00007551-RA	PBAR_PB18510-RA
OG0005249	ACEP_ACEP_00007548-RA	PBAR_PB18508-RA
OG0005250	ACEP_ACEP_00007545-RA	PBAR_PB18499-RA
OG0005251	ACEP_ACEP_00007546-RA	PBAR_Pbar_f-cup-1
OG0005252	ACEP_ACEP_00007549-RA	PBAR_PB18504-RA
OG0005253	ACEP_ACEP_00007550-RA	PBAR_PB18505-RA
OG0005254	ACEP_ACEP_00007530-RA	PBAR_PB18517-RA
OG0005255	ACEP_ACEP_00007542-RA	PBAR_PB18503-RA
OG0005256	ACEP_ACEP_00007536-RA	PBAR_PB18502-RA
OG0005257	ACEP_ACEP_00007533-RA	PBAR_PB18523-RA
OG0005258	ACEP_ACEP_00007529-RA	PBAR_PB18524-RA
OG0005259	ACEP_ACEP_00007534-RA	PBAR_PB18516-RA
OG0005260	ACEP_ACEP_00007541-RA	PBAR_PB18507-RA
OG0005261	ACEP_ACEP_00007528-RA	PBAR_PB18518-RA
OG0005262	ACEP_ACEP_00007538-RA	PBAR_PB18506-RA
OG0005263	ACEP_ACEP_00007544-RA	PBAR_PB18512-RA
OG0005264	ACEP_ACEP_00007521-RA	PBAR_PB18526-RA
OG0005265	ACEP_ACEP_00017791-RA, ACEP_ACEP_00007525-RA	PBAR_PB16414-RA
OG0005266	ACEP_ACEP_00007520-RA	PBAR_PB18527-RA
OG0005267	ACEP_ACEP_00007513-RA	PBAR_PB18535-RA
OG0005268	ACEP_ACEP_00007514-RA	PBAR_PB18530-RA
OG0005269	ACEP_ACEP_00007516-RA	PBAR_PB18529-RA
OG0005270	ACEP_ACEP_00007504-RA	PBAR_PB17878-RA
OG0005271	ACEP_ACEP_00017324-RA	PBAR_PB26672-RA
OG0005272	ACEP_ACEP_00007496-RA	PBAR_PB17885-RA
OG0005273	ACEP_ACEP_00007494-RA	PBAR_PB17881-RA
OG0005274	ACEP_ACEP_00007499-RA	PBAR_PB17888-RA
OG0005275	ACEP_ACEP_00007501-RA	PBAR_PB17884-RA
OG0005276	ACEP_ACEP_00007500-RA	PBAR_PB26723-RA
OG0005277	ACEP_ACEP_00007495-RA	PBAR_PB17882-RA
OG0005278	ACEP_ACEP_00007503-RA	PBAR_PB17876-RA
OG0005279	ACEP_ACEP_00007485-RA	PBAR_PB17894-RA
OG0005281	ACEP_ACEP_00007489-RA	PBAR_PB17900-RA
OG0005282	ACEP_ACEP_00007490-RA	PBAR_PB17887-RA
OG0005283	ACEP_ACEP_00007482-RA	PBAR_PB17902-RA
OG0005284	ACEP_ACEP_00007484-RA	PBAR_PB17906-RA
OG0005285	ACEP_ACEP_00007493-RA	PBAR_PB17883-RA
OG0005286	ACEP_ACEP_00007475-RA	PBAR_PB17892-RA
OG0005287	ACEP_ACEP_00007470-RA	PBAR_PB17914-RA
OG0005288	ACEP_ACEP_00007472-RA	PBAR_PB17913-RA
OG0005289	ACEP_ACEP_00007477-RA	PBAR_PB17903-RA
OG0005290	ACEP_ACEP_00007474-RA	PBAR_PB17916-RA
OG0005291	ACEP_ACEP_00007471-RA	PBAR_PB17922-RA
OG0005292	ACEP_ACEP_00007476-RA	PBAR_PB17895-RA
OG0005293	ACEP_ACEP_00007479-RA	PBAR_pbar_RpS21-1
OG0005294	ACEP_ACEP_00007480-RA	PBAR_PB17893-RA
OG0005295	ACEP_ACEP_00007465-RA	PBAR_PB17911-RA
OG0005296	ACEP_ACEP_00007464-RA	PBAR_PB17920-RA
OG0005297	ACEP_ACEP_00007466-RA	PBAR_PB17909-RA
OG0005298	ACEP_ACEP_00007467-RA	PBAR_PB17912-RA
OG0005299	ACEP_ACEP_00007461-RA	PBAR_PB17929-RA
OG0005300	ACEP_ACEP_00007462-RA	PBAR_PB17924-RA
OG0005301	ACEP_ACEP_00007459-RA	PBAR_PB17928-RA
OG0005302	ACEP_ACEP_00007458-RA	PBAR_PB17925-RA
OG0005303	ACEP_ACEP_00007460-RA	PBAR_PB17926-RA
OG0005304	ACEP_ACEP_00007457-RA	PBAR_PB17930-RA
OG0005305	ACEP_ACEP_00007456-RA	PBAR_PB24343-RA
OG0005306	ACEP_ACEP_00007454-RA	PBAR_PB24345-RA
OG0005307	ACEP_ACEP_00007453-RA	PBAR_PB24349-RA
OG0005308	ACEP_ACEP_00007445-RA	PBAR_PB24359-RA
OG0005309	ACEP_ACEP_00007452-RA	PBAR_PB24361-RA
OG0005310	ACEP_ACEP_00007451-RA	PBAR_PB24357-RA
OG0005311	ACEP_ACEP_00007450-RA	PBAR_PB24360-RA
OG0005312	ACEP_ACEP_00007443-RA	PBAR_PB24362-RA
OG0005313	ACEP_ACEP_00007444-RA	PBAR_PB24363-RA
OG0005314	ACEP_ACEP_00007441-RA	PBAR_PB24366-RA
OG0005315	ACEP_ACEP_00007442-RA	PBAR_PB24358-RA
OG0005316	ACEP_ACEP_00007438-RA	PBAR_PB24375-RA
OG0005317	ACEP_ACEP_00007435-RA	PBAR_PB24369-RA
OG0005318	ACEP_ACEP_00007437-RA	PBAR_PB24368-RA
OG0005319	ACEP_ACEP_00007434-RA	PBAR_PB24373-RA
OG0005320	ACEP_ACEP_00017333-RA	PBAR_PB27074-RA
OG0005321	ACEP_ACEP_00007428-RA	PBAR_PB24394-RA
OG0005322	ACEP_ACEP_00007427-RA	PBAR_PB24385-RA
OG0005323	ACEP_ACEP_00007429-RA	PBAR_PB24396-RA
OG0005324	ACEP_ACEP_00007431-RA	PBAR_PB24371-RA
OG0005325	ACEP_ACEP_00007430-RA	PBAR_PB24381-RA
OG0005326	ACEP_ACEP_00007426-RA	PBAR_PB24393-RA
OG0005327	ACEP_ACEP_00007424-RA	PBAR_PB24395-RA
OG0005328	ACEP_ACEP_00007425-RA	PBAR_pbar_ade5-like-1
OG0005329	ACEP_ACEP_00007432-RA	PBAR_PB24370-RA
OG0005330	ACEP_ACEP_00007433-RA	PBAR_PB24367-RA
OG0005331	ACEP_ACEP_00007407-RA	PBAR_PB24410-RA
