Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0004951	ACEP_ACEP_00014529-RA	LHUM_LH11474-RA
OG0004952	ACEP_ACEP_00014532-RA	LHUM_LH13247-RA
OG0004953	ACEP_ACEP_00014534-RA	LHUM_LH16774-RA
OG0004954	ACEP_ACEP_00014533-RA	LHUM_LH16776-RA
OG0004955	ACEP_ACEP_00014527-RA	LHUM_LH20126-RA
OG0004956	ACEP_ACEP_00016323-RA	LHUM_LH23013-RA
OG0004957	ACEP_ACEP_00016579-RA	LHUM_LH12234-RA
OG0004958	ACEP_ACEP_00016813-RA	LHUM_LH15202-RA
OG0004959	ACEP_ACEP_00005962-RA	LHUM_LH17025-RA
OG0004960	ACEP_ACEP_00005948-RA	LHUM_LH17022-RA
OG0004961	ACEP_ACEP_00005946-RA	LHUM_LH17020-RA
OG0004962	ACEP_ACEP_00005940-RA	LHUM_LH15179-RA
OG0004963	ACEP_ACEP_00005944-RA	LHUM_LH17048-RA
OG0004964	ACEP_ACEP_00005942-RA	LHUM_LH17041-RA
OG0004965	ACEP_ACEP_00005938-RA	LHUM_LH15180-RA
OG0004966	ACEP_ACEP_00005930-RA	LHUM_LH15193-RA
OG0004967	ACEP_ACEP_00005935-RA	LHUM_LH15176-RA
OG0004968	ACEP_ACEP_00005934-RA	LHUM_LH15194-RA
OG0004969	ACEP_ACEP_00005928-RA	LHUM_LH15192-RA
OG0004970	ACEP_ACEP_00005933-RA	LHUM_LH15191-RA
OG0004971	ACEP_ACEP_00017573-RA	LHUM_LH19006-RA
OG0004972	ACEP_ACEP_00005919-RA	LHUM_LH12757-RA
OG0004973	ACEP_ACEP_00005923-RA	LHUM_LH16940-RA
OG0004974	ACEP_ACEP_00005918-RA	LHUM_LH12764-RA
OG0004975	ACEP_ACEP_00005916-RA	LHUM_LH16924-RA
OG0004976	ACEP_ACEP_00005917-RA	LHUM_LH13501-RA
OG0004977	ACEP_ACEP_00005911-RA	LHUM_LH16975-RA
OG0004978	ACEP_ACEP_00005904-RA	LHUM_LH10339-RA
OG0004979	ACEP_ACEP_00005905-RA	LHUM_LH10337-RA
OG0004980	ACEP_ACEP_00005908-RA	LHUM_LH10350-RA
OG0004981	ACEP_ACEP_00005897-RA	LHUM_LH16045-RA
OG0004982	ACEP_ACEP_00005894-RA	LHUM_LH16040-RA
OG0004983	ACEP_ACEP_00005896-RA	LHUM_LH16044-RA
OG0004984	ACEP_ACEP_00005889-RA	LHUM_LH15177-RA
OG0004985	ACEP_ACEP_00005876-RA	LHUM_LH11532-RA
OG0004986	ACEP_ACEP_00005880-RA	LHUM_LH11536-RA
OG0004987	ACEP_ACEP_00005879-RA	LHUM_LH11528-RA
OG0004988	ACEP_ACEP_00005881-RA	LHUM_LH11534-RA
OG0004989	ACEP_ACEP_00005853-RA	LHUM_LH23779-RA
OG0004990	ACEP_ACEP_00005855-RA	LHUM_LH23780-RA
OG0004992	ACEP_ACEP_00005852-RA	LHUM_LH23783-RA
OG0004993	ACEP_ACEP_00005851-RA	LHUM_LH13927-RA
OG0004994	ACEP_ACEP_00005842-RA	LHUM_LH10628-RA
OG0004995	ACEP_ACEP_00005827-RA	LHUM_LH10632-RA
OG0004996	ACEP_ACEP_00005826-RA	LHUM_LH10634-RA
OG0004997	ACEP_ACEP_00005818-RA	LHUM_LH11032-RA
OG0004998	ACEP_ACEP_00005813-RA	LHUM_LH11031-RA
OG0004999	ACEP_ACEP_00005814-RA	LHUM_LH11028-RA
OG0005000	ACEP_ACEP_00005822-RA	LHUM_LH11608-RA
OG0005001	ACEP_ACEP_00005806-RA	LHUM_LH11034-RA
OG0005002	ACEP_ACEP_00005812-RA	LHUM_LH11030-RA
OG0005003	ACEP_ACEP_00005794-RA	LHUM_LH16034-RA
OG0005004	ACEP_ACEP_00005791-RA	LHUM_LH16027-RA
OG0005005	ACEP_ACEP_00005793-RA	LHUM_LH16028-RA
OG0005006	ACEP_ACEP_00005796-RA	LHUM_LH10351-RA
OG0005007	ACEP_ACEP_00005790-RA	LHUM_LH16026-RA
OG0005009	ACEP_ACEP_00005775-RA	LHUM_LH16039-RA
OG0005010	ACEP_ACEP_00005776-RA	LHUM_LH16041-RA
OG0005011	ACEP_ACEP_00005773-RA	LHUM_LH16037-RA
OG0005012	ACEP_ACEP_00005779-RA	LHUM_LH16029-RA
OG0005013	ACEP_ACEP_00005766-RA	LHUM_LH12598-RA
OG0005014	ACEP_ACEP_00005765-RA	LHUM_LH12592-RA
OG0005015	ACEP_ACEP_00005767-RA	LHUM_LH16043-RA
OG0005016	ACEP_ACEP_00005760-RA	LHUM_LH12602-RA
OG0005017	ACEP_ACEP_00005763-RA	LHUM_LH12601-RA
OG0005018	ACEP_ACEP_00005759-RA	LHUM_LH16770-RA
OG0005019	ACEP_ACEP_00005752-RA	LHUM_LH23804-RA
OG0005020	ACEP_ACEP_00005754-RA	LHUM_LH12439-RA
OG0005021	ACEP_ACEP_00005751-RA	LHUM_LH23798-RA
OG0005022	ACEP_ACEP_00005753-RA	LHUM_LH12440-RA
OG0005023	ACEP_ACEP_00005745-RA	LHUM_LH23814-RA
OG0005024	ACEP_ACEP_00005746-RA	LHUM_LH23800-RB
OG0005025	ACEP_ACEP_00005743-RA	LHUM_LH23812-RA
OG0005026	ACEP_ACEP_00005738-RA	LHUM_LH23807-RA
OG0005027	ACEP_ACEP_00005742-RA	LHUM_LH23813-RA
OG0005028	ACEP_ACEP_00005737-RA	LHUM_LH23809-RA
OG0005029	ACEP_ACEP_00005736-RA	LHUM_LH23808-RA
OG0005030	ACEP_ACEP_00005726-RA	LHUM_LH23825-RA
OG0005031	ACEP_ACEP_00005725-RA	LHUM_LH23828-RA
OG0005032	ACEP_ACEP_00005722-RA	LHUM_LH23827-RA
OG0005033	ACEP_ACEP_00005721-RA	LHUM_LH23826-RA
OG0005034	ACEP_ACEP_00005724-RA	LHUM_LH23829-RA
OG0005035	ACEP_ACEP_00005717-RA	LHUM_LH23834-RA
OG0005036	ACEP_ACEP_00005716-RA	LHUM_LH23839-RA
OG0005037	ACEP_ACEP_00005718-RA	LHUM_LH23837-RA, LHUM_LH23835-RA
OG0005038	ACEP_ACEP_00005710-RA	LHUM_LH23845-RA
OG0005039	ACEP_ACEP_00005709-RA	LHUM_LH23844-RA
OG0005040	ACEP_ACEP_00005713-RA	LHUM_LH23836-RA
OG0005041	ACEP_ACEP_00005703-RA	LHUM_LH23843-RA
OG0005042	ACEP_ACEP_00005702-RA	LHUM_LH23850-RA
OG0005043	ACEP_ACEP_00005705-RA	LHUM_LH23846-RA
OG0005044	ACEP_ACEP_00005708-RA	LHUM_LH23849-RA
OG0005045	ACEP_ACEP_00005700-RA	LHUM_LH23854-RA
OG0005046	ACEP_ACEP_00005698-RA	LHUM_LH12396-RA
OG0005047	ACEP_ACEP_00005695-RA	LHUM_LH12402-RA
OG0005048	ACEP_ACEP_00005697-RA	LHUM_LH12407-RA
OG0005049	ACEP_ACEP_00005696-RA	LHUM_LH12403-RA
OG0005050	ACEP_ACEP_00005682-RA	LHUM_LH14379-RA
OG0005051	ACEP_ACEP_00005688-RA	LHUM_LH12404-RA
OG0005052	ACEP_ACEP_00005680-RA	LHUM_LH14383-RA
OG0005053	ACEP_ACEP_00005689-RA	LHUM_LH12401-RA
OG0005054	ACEP_ACEP_00005690-RA	LHUM_LH12408-RA
OG0005055	ACEP_ACEP_00005693-RA	LHUM_LH12399-RA
OG0005056	ACEP_ACEP_00005692-RA	LHUM_LH12405-RA
OG0005057	ACEP_ACEP_00005691-RA	LHUM_LH12410-RA
OG0005058	ACEP_ACEP_00005678-RA	LHUM_LH14381-RA
OG0005059	ACEP_ACEP_00005676-RA	LHUM_LH14390-RA
OG0005060	ACEP_ACEP_00005677-RA	LHUM_LH14387-RA
OG0005061	ACEP_ACEP_00005669-RA	LHUM_LH20009-RA
OG0005062	ACEP_ACEP_00005675-RA	LHUM_LH14392-RA
OG0005063	ACEP_ACEP_00005670-RA	LHUM_LH20011-RA
OG0005064	ACEP_ACEP_00005665-RA	LHUM_LH20007-RA
OG0005065	ACEP_ACEP_00005667-RA	LHUM_LH20006-RA
OG0005066	ACEP_ACEP_00005662-RA	LHUM_LH20001-RA
OG0005067	ACEP_ACEP_00005660-RA	LHUM_LH20003-RA
OG0005068	ACEP_ACEP_00005661-RA	LHUM_LH20002-RA
OG0005069	ACEP_ACEP_00005664-RA	LHUM_LH20005-RA
OG0005070	ACEP_ACEP_00005656-RA	LHUM_LH23793-RA
OG0005071	ACEP_ACEP_00005648-RA	LHUM_LH23791-RA
OG0005072	ACEP_ACEP_00005655-RA	LHUM_LH23796-RA
OG0005073	ACEP_ACEP_00005652-RA	LHUM_LH23784-RA
OG0005074	ACEP_ACEP_00005653-RA	LHUM_LH23797-RA
OG0005075	ACEP_ACEP_00005649-RA	LHUM_LH23789-RA
OG0005076	ACEP_ACEP_00005657-RA	LHUM_LH23794-RA
OG0005077	ACEP_ACEP_00005658-RA	LHUM_LH23795-RA
OG0005078	ACEP_ACEP_00005636-RA	LHUM_LH26060-RA
OG0005079	ACEP_ACEP_00005639-RA	LHUM_LH23872-RA
OG0005080	ACEP_ACEP_00005647-RA	LHUM_LH23788-RA
OG0005081	ACEP_ACEP_00015017-RA	LHUM_LH15945-RA
OG0005082	ACEP_ACEP_00015023-RA	LHUM_LH21741-RA
OG0005083	ACEP_ACEP_00015019-RA	LHUM_LH15954-RA
OG0005084	ACEP_ACEP_00015022-RA	LHUM_LH21743-RA
OG0005085	ACEP_ACEP_00015018-RA	LHUM_LH15950-RA
OG0005086	ACEP_ACEP_00015021-RA	LHUM_LH15944-RA
OG0005087	ACEP_ACEP_00015013-RA	LHUM_LH15968-RA
OG0005088	ACEP_ACEP_00015010-RA	LHUM_LH15966-RA
OG0005089	ACEP_ACEP_00015009-RA	LHUM_LH15958-RA
OG0005090	ACEP_ACEP_00015011-RA	LHUM_LH15962-RA
OG0005091	ACEP_ACEP_00015014-RA	LHUM_LH15960-RA
OG0005092	ACEP_ACEP_00015004-RA	LHUM_LH15977-RA
OG0005093	ACEP_ACEP_00015006-RA	LHUM_LH15976-RA
OG0005094	ACEP_ACEP_00014994-RA	LHUM_LH24705-RA
OG0005095	ACEP_ACEP_00014996-RA	LHUM_LH14484-RA
OG0005096	ACEP_ACEP_00014997-RA	LHUM_LH14487-RA
OG0005097	ACEP_ACEP_00015000-RA	LHUM_LH15973-RA
OG0005098	ACEP_ACEP_00015001-RA	LHUM_LH15974-RA
OG0005099	ACEP_ACEP_00014999-RA	LHUM_LH14486-RA
OG0005100	ACEP_ACEP_00014995-RA	LHUM_LH24715-RA
OG0005101	ACEP_ACEP_00015007-RA	LHUM_LH15975-RA
OG0005102	ACEP_ACEP_00014986-RA	LHUM_LH23908-RA
OG0005103	ACEP_ACEP_00014990-RA	LHUM_LH24706-RA
OG0005104	ACEP_ACEP_00014987-RA	LHUM_LH10909-RA
OG0005105	ACEP_ACEP_00014988-RA	LHUM_LH15273-RA
OG0005106	ACEP_ACEP_00014985-RA	LHUM_LH23891-RA
OG0005107	ACEP_ACEP_00014991-RA	LHUM_LH24704-RA
OG0005108	ACEP_ACEP_00014992-RA	LHUM_LH24713-RA
OG0005109	ACEP_ACEP_00014981-RA	LHUM_LH15982-RA
OG0005110	ACEP_ACEP_00014982-RA	LHUM_LH15983-RA
OG0005111	ACEP_ACEP_00014984-RA	LHUM_LH23892-RA
OG0005112	ACEP_ACEP_00014973-RA	LHUM_LH15227-RA
OG0005113	ACEP_ACEP_00014968-RA	LHUM_LH15218-RA
OG0005114	ACEP_ACEP_00014975-RA	LHUM_LH15229-RA
OG0005115	ACEP_ACEP_00014972-RA	LHUM_LH13335-RA
OG0005116	ACEP_ACEP_00014970-RA	LHUM_LH15234-RA
OG0005117	ACEP_ACEP_00014974-RA	LHUM_LH15219-RA
OG0005118	ACEP_ACEP_00014959-RA	LHUM_LH15255-RA
OG0005119	ACEP_ACEP_00017937-RA	LHUM_LH15266-RA
OG0005120	ACEP_ACEP_00014958-RA	LHUM_LH15261-RA
OG0005121	ACEP_ACEP_00014963-RA	LHUM_LH15241-RA
OG0005123	ACEP_ACEP_00014960-RA	LHUM_LH15265-RA
OG0005124	ACEP_ACEP_00014962-RA	LHUM_LH15237-RA
OG0005125	ACEP_ACEP_00014957-RA	LHUM_LH15253-RA
OG0005126	ACEP_ACEP_00014964-RA	LHUM_LH15245-RA
OG0005127	ACEP_ACEP_00014965-RA	LHUM_LH15243-RA
OG0005128	ACEP_ACEP_00014944-RA	LHUM_LH15257-RA
OG0005129	ACEP_ACEP_00014948-RA	LHUM_LH15250-RA
OG0005130	ACEP_ACEP_00014943-RA	LHUM_LH15264-RA
OG0005131	ACEP_ACEP_00014950-RA	LHUM_LH15256-RA
OG0005132	ACEP_ACEP_00014938-RA	LHUM_LH15252-RA
OG0005133	ACEP_ACEP_00014946-RA	LHUM_LH15262-RA
OG0005134	ACEP_ACEP_00014945-RA	LHUM_LH15251-RA
OG0005135	ACEP_ACEP_00014949-RA	LHUM_LH15263-RA
OG0005136	ACEP_ACEP_00014951-RA	LHUM_LH15260-RA
OG0005137	ACEP_ACEP_00014918-RA	LHUM_LH15280-RA
OG0005138	ACEP_ACEP_00014922-RA	LHUM_LH15278-RA
OG0005139	ACEP_ACEP_00014915-RA	LHUM_LH14081-RA
OG0005140	ACEP_ACEP_00014913-RA	LHUM_LH14079-RA
OG0005141	ACEP_ACEP_00014919-RA	LHUM_LH15284-RA
OG0005142	ACEP_ACEP_00014925-RA	LHUM_LH15290-RA
OG0005143	ACEP_ACEP_00014916-RA	LHUM_LH15287-RA
OG0005144	ACEP_ACEP_00014920-RA	LHUM_LH15282-RA
OG0005145	ACEP_ACEP_00014914-RA	LHUM_LH14083-RA
OG0005146	ACEP_ACEP_00014926-RA	LHUM_LH15271-RA
OG0005147	ACEP_ACEP_00014930-RA	LHUM_LH15270-RA
OG0005148	ACEP_ACEP_00014929-RA	LHUM_LH15268-RA
OG0005149	ACEP_ACEP_00014912-RA	LHUM_LH14088-RA
OG0005150	ACEP_ACEP_00014911-RA	LHUM_LH14089-RA
OG0005151	ACEP_ACEP_00007704-RA	LHUM_LH14150-RA
OG0005152	ACEP_ACEP_00007705-RA	LHUM_LH14157-RA
OG0005153	ACEP_ACEP_00007706-RA	LHUM_LH14175-RA
OG0005154	ACEP_ACEP_00007699-RA	LHUM_LH14149-RA
OG0005155	ACEP_ACEP_00007700-RA	LHUM_LH14153-RA
OG0005156	ACEP_ACEP_00017303-RA	LHUM_LH14152-RA
OG0005157	ACEP_ACEP_00007702-RA	LHUM_LH14155-RA
OG0005158	ACEP_ACEP_00007695-RA	LHUM_LH14148-RA
OG0005159	ACEP_ACEP_00007697-RA	LHUM_LH14147-RA
OG0005160	ACEP_ACEP_00007693-RA	LHUM_LH14144-RA
OG0005161	ACEP_ACEP_00007692-RA	LHUM_LH14143-RA
OG0005162	ACEP_ACEP_00007688-RA	LHUM_LH14140-RA
OG0005163	ACEP_ACEP_00007690-RA	LHUM_LH14141-RA
OG0005164	ACEP_ACEP_00007685-RA	LHUM_LH14136-RA
OG0005165	ACEP_ACEP_00007683-RA	LHUM_LH14137-RA
OG0005166	ACEP_ACEP_00007684-RA	LHUM_LH14135-RA
OG0005167	ACEP_ACEP_00007682-RA	LHUM_LH14138-RA
OG0005168	ACEP_ACEP_00007686-RA	LHUM_LH14134-RA
OG0005169	ACEP_ACEP_00007675-RA	LHUM_LH14132-RA
OG0005170	ACEP_ACEP_00007657-RA	LHUM_LH14165-RA
OG0005171	ACEP_ACEP_00007662-RA	LHUM_LH11803-RA
OG0005172	ACEP_ACEP_00007656-RA	LHUM_LH19359-RA
OG0005173	ACEP_ACEP_00007669-RA	LHUM_LH11802-RA
OG0005174	ACEP_ACEP_00007665-RA	LHUM_LH11807-RA
OG0005175	ACEP_ACEP_00007670-RA	LHUM_LH11798-RA
OG0005176	ACEP_ACEP_00007663-RA	LHUM_LH11796-RA
OG0005177	ACEP_ACEP_00007658-RA	LHUM_LH14177-RA
OG0005178	ACEP_ACEP_00007659-RA	LHUM_LH11801-RA
OG0005179	ACEP_ACEP_00007664-RA	LHUM_LH11793-RA
OG0005180	ACEP_ACEP_00007661-RA	LHUM_LH11806-RA
OG0005181	ACEP_ACEP_00007660-RA	LHUM_LH11805-RA
OG0005182	ACEP_ACEP_00007674-RA	LHUM_LH14125-RA
OG0005183	ACEP_ACEP_00007672-RA	LHUM_LH11804-RA
OG0005184	ACEP_ACEP_00007673-RA	LHUM_LH11922-RA
OG0005185	ACEP_ACEP_00007651-RA	LHUM_LH24714-RA
OG0005186	ACEP_ACEP_00007647-RA	LHUM_LH14119-RA
OG0005187	ACEP_ACEP_00007646-RA	LHUM_LH14114-RA
OG0005188	ACEP_ACEP_00007643-RA	LHUM_LH14117-RA
OG0005189	ACEP_ACEP_00007652-RA	LHUM_LH16018-RA
OG0005190	ACEP_ACEP_00007650-RA	LHUM_LH24703-RA
OG0005191	ACEP_ACEP_00007648-RA	LHUM_LH24702-RA
OG0005192	ACEP_ACEP_00007653-RA	LHUM_LH19717-RA
OG0005193	ACEP_ACEP_00007654-RA	LHUM_LH19364-RA
OG0005194	ACEP_ACEP_00007655-RA	LHUM_Lhum_Chc-RA
OG0005195	ACEP_ACEP_00007638-RA	LHUM_LH14108-RA
OG0005196	ACEP_ACEP_00007640-RA	LHUM_LH14107-RA
OG0005197	ACEP_ACEP_00007633-RA	LHUM_LH14102-RA
OG0005198	ACEP_ACEP_00007632-RA	LHUM_LH14096-RA
OG0005199	ACEP_ACEP_00007631-RA	LHUM_LH14101-RA
OG0005200	ACEP_ACEP_00007630-RA	LHUM_LH14091-RA
OG0005201	ACEP_ACEP_00007629-RA	LHUM_LH14093-RA
OG0005202	ACEP_ACEP_00007627-RA	LHUM_LH14097-RA
OG0005203	ACEP_ACEP_00007624-RA	LHUM_LH14103-RA
OG0005204	ACEP_ACEP_00007618-RA	LHUM_LH24695-RA
OG0005205	ACEP_ACEP_00007623-RA	LHUM_LH14098-RA
OG0005206	ACEP_ACEP_00007620-RA	LHUM_LH24696-RA
OG0005207	ACEP_ACEP_00007625-RA	LHUM_LH14092-RA
OG0005208	ACEP_ACEP_00007613-RA	LHUM_LH24686-RA
OG0005209	ACEP_ACEP_00007612-RA	LHUM_LH24685-RA
OG0005210	ACEP_ACEP_00007611-RA	LHUM_LH24683-RA
OG0005211	ACEP_ACEP_00007608-RA	LHUM_LH16020-RA
OG0005212	ACEP_ACEP_00007602-RA	LHUM_LH14806-RA
OG0005213	ACEP_ACEP_00007605-RA	LHUM_LH16016-RA
OG0005214	ACEP_ACEP_00007610-RA	LHUM_LH16015-RA
OG0005215	ACEP_ACEP_00007601-RA	LHUM_LH15117-RA
OG0005216	ACEP_ACEP_00007594-RA	LHUM_LH14712-RA
OG0005217	ACEP_ACEP_00007598-RA	LHUM_LH20810-RA
OG0005218	ACEP_ACEP_00007597-RA	LHUM_LH14112-RA
OG0005219	ACEP_ACEP_00007596-RA	LHUM_LH14113-RA
OG0005220	ACEP_ACEP_00007599-RA	LHUM_LH15118-RA
OG0005221	ACEP_ACEP_00007582-RA	LHUM_LH11940-RA
OG0005222	ACEP_ACEP_00007588-RA	LHUM_LH11933-RA
OG0005223	ACEP_ACEP_00007589-RA	LHUM_LH11928-RA
OG0005224	ACEP_ACEP_00017319-RA	LHUM_LH25364-RA
OG0005225	ACEP_ACEP_00007587-RA	LHUM_LH11920-RA
OG0005226	ACEP_ACEP_00007581-RA	LHUM_LH11939-RA
OG0005227	ACEP_ACEP_00007578-RA	LHUM_LH14128-RA
OG0005228	ACEP_ACEP_00007579-RA	LHUM_LH14127-RA
OG0005229	ACEP_ACEP_00007584-RA	LHUM_LH11934-RA
OG0005230	ACEP_ACEP_00007590-RA	LHUM_LH20813-RA
OG0005231	ACEP_ACEP_00007580-RA	LHUM_LH11938-RA
OG0005232	ACEP_ACEP_00007583-RA	LHUM_LH11930-RA
OG0005233	ACEP_ACEP_00007575-RA	LHUM_LH14123-RA
OG0005234	ACEP_ACEP_00007574-RA	LHUM_LH14122-RA
OG0005235	ACEP_ACEP_00007576-RA	LHUM_LH14126-RA
OG0005236	ACEP_ACEP_00007577-RA	LHUM_LH14131-RA
OG0005237	ACEP_ACEP_00007572-RA	LHUM_LH14124-RA
OG0005238	ACEP_ACEP_00007568-RA	LHUM_LH14111-RA
OG0005239	ACEP_ACEP_00007565-RA	LHUM_LH14931-RA
OG0005240	ACEP_ACEP_00007564-RA	LHUM_LH14926-RA
OG0005241	ACEP_ACEP_00007558-RA	LHUM_LH11812-RA
OG0005242	ACEP_ACEP_00007566-RA	LHUM_LH14118-RA
OG0005243	ACEP_ACEP_00017322-RA	LHUM_LH14928-RA
OG0005244	ACEP_ACEP_00007569-RA	LHUM_LH14109-RA
OG0005245	ACEP_ACEP_00007559-RA	LHUM_LH11811-RA
OG0005246	ACEP_ACEP_00007554-RA	LHUM_LH14473-RA
OG0005247	ACEP_ACEP_00007557-RA	LHUM_LH14472-RA
OG0005248	ACEP_ACEP_00007551-RA	LHUM_LH10797-RA
OG0005249	ACEP_ACEP_00007548-RA	LHUM_LH10798-RA
OG0005250	ACEP_ACEP_00007545-RA	LHUM_LH14924-RA
OG0005251	ACEP_ACEP_00007546-RA	LHUM_LH14922-RA
OG0005252	ACEP_ACEP_00007549-RA	LHUM_LH10796-RA
OG0005253	ACEP_ACEP_00007550-RA	LHUM_LH10799-RA
OG0005254	ACEP_ACEP_00007530-RA	LHUM_LH11926-RA
OG0005255	ACEP_ACEP_00007542-RA	LHUM_LH11925-RA
OG0005256	ACEP_ACEP_00007536-RA	LHUM_LH11923-RA
OG0005257	ACEP_ACEP_00007533-RA	LHUM_LH11927-RA
OG0005258	ACEP_ACEP_00007529-RA	LHUM_LH11919-RA
OG0005259	ACEP_ACEP_00007534-RA	LHUM_LH11918-RA
OG0005260	ACEP_ACEP_00007541-RA	LHUM_LH11932-RA
OG0005261	ACEP_ACEP_00007528-RA	LHUM_LH11929-RA
OG0005262	ACEP_ACEP_00007538-RA	LHUM_LH12763-RA
OG0005263	ACEP_ACEP_00007544-RA	LHUM_LH14923-RA
OG0005264	ACEP_ACEP_00007521-RA	LHUM_LH11914-RA
OG0005266	ACEP_ACEP_00007520-RA	LHUM_LH11911-RA
OG0005267	ACEP_ACEP_00007513-RA	LHUM_LH19576-RA
OG0005268	ACEP_ACEP_00007514-RA	LHUM_LH11900-RA
OG0005269	ACEP_ACEP_00007516-RA	LHUM_LH11912-RA
OG0005270	ACEP_ACEP_00007504-RA	LHUM_LH11905-RA
OG0005271	ACEP_ACEP_00017324-RA	LHUM_LH25362-RA
OG0005272	ACEP_ACEP_00007496-RA	LHUM_LH23255-RA
OG0005273	ACEP_ACEP_00007494-RA	LHUM_LH23251-RA
OG0005274	ACEP_ACEP_00007499-RA	LHUM_LH23264-RA
OG0005275	ACEP_ACEP_00007501-RA	LHUM_LH11899-RA
OG0005276	ACEP_ACEP_00007500-RA	LHUM_LH11896-RA
OG0005277	ACEP_ACEP_00007495-RA	LHUM_LH23252-RA
OG0005278	ACEP_ACEP_00007503-RA	LHUM_LH11897-RA
OG0005279	ACEP_ACEP_00007485-RA	LHUM_LH19566-RA
OG0005280	ACEP_ACEP_00007492-RA, ACEP_ACEP_00007491-RA	LHUM_LH23249-RA
OG0005281	ACEP_ACEP_00007489-RA	LHUM_LH19567-RA
OG0005282	ACEP_ACEP_00007490-RA	LHUM_LH23250-RA
OG0005283	ACEP_ACEP_00007482-RA	LHUM_LH19551-RA
OG0005284	ACEP_ACEP_00007484-RA	LHUM_LH19555-RA
OG0005285	ACEP_ACEP_00007493-RA	LHUM_LH23254-RA
OG0005286	ACEP_ACEP_00007475-RA	LHUM_LH19557-RA
OG0005287	ACEP_ACEP_00007470-RA	LHUM_LH19548-RA
OG0005288	ACEP_ACEP_00007472-RA	LHUM_LH19564-RA
OG0005289	ACEP_ACEP_00007477-RA	LHUM_LH19553-RA
OG0005290	ACEP_ACEP_00007474-RA	LHUM_LH19563-RA
OG0005291	ACEP_ACEP_00007471-RA	LHUM_LH19542-RA
OG0005292	ACEP_ACEP_00007476-RA	LHUM_LH19561-RA
OG0005293	ACEP_ACEP_00007479-RA	LHUM_LH19550-RA
OG0005294	ACEP_ACEP_00007480-RA	LHUM_LH19559-RA
OG0005295	ACEP_ACEP_00007465-RA	LHUM_LH19544-RA
OG0005296	ACEP_ACEP_00007464-RA	LHUM_LH19539-RA
OG0005297	ACEP_ACEP_00007466-RA	LHUM_LH19546-RA
OG0005298	ACEP_ACEP_00007467-RA	LHUM_LH19545-RA
OG0005299	ACEP_ACEP_00007461-RA	LHUM_LH19534-RA
OG0005300	ACEP_ACEP_00007462-RA	LHUM_LH19532-RA
OG0005301	ACEP_ACEP_00007459-RA	LHUM_LH19535-RA
OG0005302	ACEP_ACEP_00007458-RA	LHUM_LH23274-RA
OG0005303	ACEP_ACEP_00007460-RA	LHUM_LH19533-RA
OG0005304	ACEP_ACEP_00007457-RA	LHUM_LH19574-RA
OG0005305	ACEP_ACEP_00007456-RA	LHUM_LH19573-RA
OG0005306	ACEP_ACEP_00007454-RA	LHUM_LH19572-RA
OG0005307	ACEP_ACEP_00007453-RA	LHUM_LH19575-RA
OG0005308	ACEP_ACEP_00007445-RA	LHUM_LH19586-RA
OG0005309	ACEP_ACEP_00007452-RA	LHUM_LH19589-RA
OG0005310	ACEP_ACEP_00007451-RA	LHUM_LH19584-RA
OG0005311	ACEP_ACEP_00007450-RA	LHUM_LH19590-RA
OG0005312	ACEP_ACEP_00007443-RA	LHUM_LH19587-RA
OG0005313	ACEP_ACEP_00007444-RA	LHUM_LH19588-RA
OG0005314	ACEP_ACEP_00007441-RA	LHUM_LH19598-RA
OG0005315	ACEP_ACEP_00007442-RA	LHUM_LH19585-RA
OG0005316	ACEP_ACEP_00007438-RA	LHUM_LH19583-RA
OG0005317	ACEP_ACEP_00007435-RA	LHUM_LH19597-RA
OG0005318	ACEP_ACEP_00007437-RA	LHUM_LH19595-RA
OG0005319	ACEP_ACEP_00007434-RA	LHUM_LH19602-RA
OG0005320	ACEP_ACEP_00017333-RA	LHUM_LH25802-RA
OG0005321	ACEP_ACEP_00007428-RA	LHUM_LH19613-RA
OG0005322	ACEP_ACEP_00007427-RA	LHUM_LH19610-RA
OG0005323	ACEP_ACEP_00007429-RA	LHUM_LH19616-RA
OG0005324	ACEP_ACEP_00007431-RA	LHUM_LH19612-RA
OG0005325	ACEP_ACEP_00007430-RA	LHUM_LH19605-RA
OG0005326	ACEP_ACEP_00007426-RA	LHUM_LH19615-RA
OG0005327	ACEP_ACEP_00007424-RA	LHUM_LH19614-RA
OG0005328	ACEP_ACEP_00007425-RA	LHUM_LH19604-RA
OG0005329	ACEP_ACEP_00007432-RA	LHUM_LH19611-RA
OG0005330	ACEP_ACEP_00007433-RA	LHUM_LH19607-RA
OG0005331	ACEP_ACEP_00007407-RA	LHUM_LH24754-RA
OG0005332	ACEP_ACEP_00007409-RA	LHUM_LH24767-RA
OG0005333	ACEP_ACEP_00007415-RA	LHUM_LH24777-RA
OG0005334	ACEP_ACEP_00007419-RA	LHUM_LH19629-RA
OG0005335	ACEP_ACEP_00007412-RA	LHUM_LH24783-RA
OG0005336	ACEP_ACEP_00007420-RA	LHUM_LH19606-RA
OG0005337	ACEP_ACEP_00007416-RA	LHUM_LH24778-RA
OG0005338	ACEP_ACEP_00007408-RA	LHUM_LH24757-RA
OG0005339	ACEP_ACEP_00007414-RA	LHUM_LH24774-RA
OG0005340	ACEP_ACEP_00007413-RA	LHUM_LH24772-RA
