Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000084	N0	n5	1.0	Non-Terminal	acep_annotation_ACEP_00009190-RA, lhum_annotation_LHUM_10075-RA, lhum_annotation_LHUM_23928-RA, pbar_annotation_PBAR_15161-RA	lhum_annotation_LHUM_um_for-1, acep_annotation_ACEP_00004210-RA, pbar_annotation_CG_02544486, pbar_annotation_PBAR_ar_for-1, pbar_annotation_CG_02544470, pbar_annotation_CG_02544464, pbar_annotation_CG_02544396
OG0000084	lhum_annotation	n8	1.0	Terminal	lhum_annotation_LHUM_10075-RA	lhum_annotation_LHUM_23928-RA
OG0000084	pbar_annotation	n11	1.0	Terminal	pbar_annotation_CG_02544486	pbar_annotation_PBAR_ar_for-1, pbar_annotation_CG_02544470, pbar_annotation_CG_02544464, pbar_annotation_CG_02544396
OG0000084	pbar_annotation	n12	1.0	Terminal	pbar_annotation_PBAR_ar_for-1	pbar_annotation_CG_02544470, pbar_annotation_CG_02544464, pbar_annotation_CG_02544396
OG0000084	pbar_annotation	n13	1.0	Terminal	pbar_annotation_CG_02544470, pbar_annotation_CG_02544464	pbar_annotation_CG_02544396
OG0000084	pbar_annotation	n14	1.0	Terminal	pbar_annotation_CG_02544470	pbar_annotation_CG_02544464
OG0000085	N0	n0	1.0	Non-Terminal	pbar_annotation_PBAR_13931-RA, lhum_annotation_LHUM_25389-RA, acep_annotation_ACEP_00017895-RA	lhum_annotation_LHUM_12494-RA, lhum_annotation_LHUM_11871-RB, lhum_annotation_LHUM_11871-RA, acep_annotation_ACEP_00016389-RA, pbar_annotation_PBAR_17256-RA, acep_annotation_ACEP_00013632-RA, pbar_annotation_PBAR_26439-RA, lhum_annotation_LHUM_12493-RA, pbar_annotation_PBAR_13933-RA, lhum_annotation_LHUM_21657-RA, lhum_annotation_LHUM_21658-RA, pbar_annotation_PBAR_13932-RA, acep_annotation_ACEP_00013631-RA
OG0000085	N0	n3	0.3333333333333333	Non-Terminal	lhum_annotation_LHUM_12494-RA	lhum_annotation_LHUM_11871-RB, lhum_annotation_LHUM_11871-RA, acep_annotation_ACEP_00016389-RA, pbar_annotation_PBAR_17256-RA, acep_annotation_ACEP_00013632-RA, pbar_annotation_PBAR_26439-RA, lhum_annotation_LHUM_12493-RA, pbar_annotation_PBAR_13933-RA, lhum_annotation_LHUM_21657-RA, lhum_annotation_LHUM_21658-RA, pbar_annotation_PBAR_13932-RA, acep_annotation_ACEP_00013631-RA
OG0000085	N0	n4	1.0	Non-Terminal	lhum_annotation_LHUM_11871-RB, lhum_annotation_LHUM_11871-RA, acep_annotation_ACEP_00016389-RA, pbar_annotation_PBAR_17256-RA, acep_annotation_ACEP_00013632-RA, pbar_annotation_PBAR_26439-RA, lhum_annotation_LHUM_12493-RA, pbar_annotation_PBAR_13933-RA, lhum_annotation_LHUM_21657-RA	lhum_annotation_LHUM_21658-RA, pbar_annotation_PBAR_13932-RA, acep_annotation_ACEP_00013631-RA
OG0000085	N0	n5	1.0	Non-Terminal	lhum_annotation_LHUM_11871-RB, lhum_annotation_LHUM_11871-RA, acep_annotation_ACEP_00016389-RA, pbar_annotation_PBAR_17256-RA	acep_annotation_ACEP_00013632-RA, pbar_annotation_PBAR_26439-RA, lhum_annotation_LHUM_12493-RA, pbar_annotation_PBAR_13933-RA, lhum_annotation_LHUM_21657-RA
OG0000085	lhum_annotation	n7	1.0	Terminal	lhum_annotation_LHUM_11871-RB	lhum_annotation_LHUM_11871-RA
OG0000085	N0	n10	0.6666666666666666	Non-Terminal	pbar_annotation_PBAR_26439-RA, lhum_annotation_LHUM_12493-RA	pbar_annotation_PBAR_13933-RA, lhum_annotation_LHUM_21657-RA
OG0000086	N0	n0	1.0	Non-Terminal	pbar_annotation_PBAR_26142-RA, acep_annotation_ACEP_00004263-RA, lhum_annotation_LHUM_20664-RA	pbar_annotation_PBAR_22242-RA, lhum_annotation_LHUM_11140-RA, acep_annotation_ACEP_00004272-RA, acep_annotation_ACEP_00002832-RA, lhum_annotation_LHUM_15676-RA, lhum_annotation_LHUM_13301-RA, lhum_annotation_LHUM_24309-RA, lhum_annotation_LHUM_24303-RA, lhum_annotation_LHUM_13302-RA, lhum_annotation_LHUM_11410-RA, lhum_annotation_LHUM_15675-RA, acep_annotation_ACEP_00016355-RA, acep_annotation_ACEP_00004262-RA
OG0000086	N0	n4	0.3333333333333333	Non-Terminal	lhum_annotation_LHUM_11140-RA	acep_annotation_ACEP_00004272-RA, acep_annotation_ACEP_00002832-RA, lhum_annotation_LHUM_15676-RA, lhum_annotation_LHUM_13301-RA, lhum_annotation_LHUM_24309-RA, lhum_annotation_LHUM_24303-RA, lhum_annotation_LHUM_13302-RA, lhum_annotation_LHUM_11410-RA, lhum_annotation_LHUM_15675-RA, acep_annotation_ACEP_00016355-RA, acep_annotation_ACEP_00004262-RA
OG0000086	N0	n5	0.3333333333333333	Non-Terminal	acep_annotation_ACEP_00004272-RA	acep_annotation_ACEP_00002832-RA, lhum_annotation_LHUM_15676-RA, lhum_annotation_LHUM_13301-RA, lhum_annotation_LHUM_24309-RA, lhum_annotation_LHUM_24303-RA, lhum_annotation_LHUM_13302-RA, lhum_annotation_LHUM_11410-RA, lhum_annotation_LHUM_15675-RA, acep_annotation_ACEP_00016355-RA, acep_annotation_ACEP_00004262-RA
OG0000086	N0	n6	0.6666666666666666	Non-Terminal	acep_annotation_ACEP_00002832-RA, lhum_annotation_LHUM_15676-RA, lhum_annotation_LHUM_13301-RA, lhum_annotation_LHUM_24309-RA, lhum_annotation_LHUM_24303-RA	lhum_annotation_LHUM_13302-RA, lhum_annotation_LHUM_11410-RA, lhum_annotation_LHUM_15675-RA, acep_annotation_ACEP_00016355-RA, acep_annotation_ACEP_00004262-RA
OG0000086	lhum_annotation	n8	1.0	Terminal	lhum_annotation_LHUM_15676-RA, lhum_annotation_LHUM_13301-RA	lhum_annotation_LHUM_24309-RA, lhum_annotation_LHUM_24303-RA
OG0000086	lhum_annotation	n9	1.0	Terminal	lhum_annotation_LHUM_15676-RA	lhum_annotation_LHUM_13301-RA
OG0000086	lhum_annotation	n10	1.0	Terminal	lhum_annotation_LHUM_24309-RA	lhum_annotation_LHUM_24303-RA
OG0000086	lhum_annotation	n12	1.0	Terminal	lhum_annotation_LHUM_13302-RA	lhum_annotation_LHUM_11410-RA, lhum_annotation_LHUM_15675-RA
OG0000086	lhum_annotation	n13	1.0	Terminal	lhum_annotation_LHUM_11410-RA	lhum_annotation_LHUM_15675-RA
OG0000086	acep_annotation	n14	1.0	Terminal	acep_annotation_ACEP_00016355-RA	acep_annotation_ACEP_00004262-RA
OG0000087	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_16203-RA, lhum_annotation_LHUM_15662-RA, lhum_annotation_LHUM_10357-RA, lhum_annotation_LHUM_12810-RA, lhum_annotation_LHUM_10274-RA, lhum_annotation_LHUM_10465-RA, lhum_annotation_LHUM_23231-RA, lhum_annotation_LHUM_10635-RA, lhum_annotation_LHUM_11742-RA, lhum_annotation_LHUM_20014-RA, lhum_annotation_LHUM_10521-RA, lhum_annotation_LHUM_25261-RA	lhum_annotation_LHUM_19915-RA
OG0000087	lhum_annotation	n3	1.0	Terminal	lhum_annotation_LHUM_16203-RA, lhum_annotation_LHUM_15662-RA	lhum_annotation_LHUM_10357-RA, lhum_annotation_LHUM_12810-RA, lhum_annotation_LHUM_10274-RA, lhum_annotation_LHUM_10465-RA, lhum_annotation_LHUM_23231-RA, lhum_annotation_LHUM_10635-RA, lhum_annotation_LHUM_11742-RA, lhum_annotation_LHUM_20014-RA, lhum_annotation_LHUM_10521-RA, lhum_annotation_LHUM_25261-RA
OG0000087	lhum_annotation	n4	1.0	Terminal	lhum_annotation_LHUM_16203-RA	lhum_annotation_LHUM_15662-RA
OG0000087	lhum_annotation	n5	1.0	Terminal	lhum_annotation_LHUM_10357-RA, lhum_annotation_LHUM_12810-RA	lhum_annotation_LHUM_10274-RA, lhum_annotation_LHUM_10465-RA, lhum_annotation_LHUM_23231-RA, lhum_annotation_LHUM_10635-RA, lhum_annotation_LHUM_11742-RA, lhum_annotation_LHUM_20014-RA, lhum_annotation_LHUM_10521-RA, lhum_annotation_LHUM_25261-RA
OG0000087	lhum_annotation	n6	1.0	Terminal	lhum_annotation_LHUM_10357-RA	lhum_annotation_LHUM_12810-RA
OG0000087	lhum_annotation	n7	1.0	Terminal	lhum_annotation_LHUM_10274-RA, lhum_annotation_LHUM_10465-RA	lhum_annotation_LHUM_23231-RA, lhum_annotation_LHUM_10635-RA, lhum_annotation_LHUM_11742-RA, lhum_annotation_LHUM_20014-RA, lhum_annotation_LHUM_10521-RA, lhum_annotation_LHUM_25261-RA
OG0000087	lhum_annotation	n8	1.0	Terminal	lhum_annotation_LHUM_10274-RA	lhum_annotation_LHUM_10465-RA
OG0000087	lhum_annotation	n9	1.0	Terminal	lhum_annotation_LHUM_23231-RA, lhum_annotation_LHUM_10635-RA, lhum_annotation_LHUM_11742-RA	lhum_annotation_LHUM_20014-RA, lhum_annotation_LHUM_10521-RA, lhum_annotation_LHUM_25261-RA
OG0000087	lhum_annotation	n10	1.0	Terminal	lhum_annotation_LHUM_23231-RA	lhum_annotation_LHUM_10635-RA, lhum_annotation_LHUM_11742-RA
OG0000087	lhum_annotation	n11	1.0	Terminal	lhum_annotation_LHUM_10635-RA	lhum_annotation_LHUM_11742-RA
OG0000087	lhum_annotation	n12	1.0	Terminal	lhum_annotation_LHUM_20014-RA, lhum_annotation_LHUM_10521-RA	lhum_annotation_LHUM_25261-RA
OG0000087	lhum_annotation	n13	1.0	Terminal	lhum_annotation_LHUM_20014-RA	lhum_annotation_LHUM_10521-RA
OG0000087	pbar_annotation	n14	1.0	Terminal	pbar_annotation_PBAR_14377-RA	pbar_annotation_PBAR_12811-RA
OG0000088	pbar_annotation	n1	1.0	Terminal	pbar_annotation_PBAR_18870-RA	pbar_annotation_PBAR_25338-RA, pbar_annotation_PBAR_22809-RA, pbar_annotation_PBAR_25326-RA, pbar_annotation_PBAR_10324-RA, pbar_annotation_PBAR_19931-RA, pbar_annotation_PBAR_10323-RA, pbar_annotation_PBAR_22078-RA, pbar_annotation_PBAR_19005-RA, pbar_annotation_PBAR_19138-RA, pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA, pbar_annotation_PBAR_25329-RA, pbar_annotation_PBAR_21072-RA, pbar_annotation_PBAR_25327-RA
OG0000088	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_25338-RA	pbar_annotation_PBAR_22809-RA, pbar_annotation_PBAR_25326-RA, pbar_annotation_PBAR_10324-RA, pbar_annotation_PBAR_19931-RA, pbar_annotation_PBAR_10323-RA, pbar_annotation_PBAR_22078-RA, pbar_annotation_PBAR_19005-RA, pbar_annotation_PBAR_19138-RA, pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA, pbar_annotation_PBAR_25329-RA, pbar_annotation_PBAR_21072-RA, pbar_annotation_PBAR_25327-RA
OG0000088	pbar_annotation	n3	1.0	Terminal	pbar_annotation_PBAR_22809-RA	pbar_annotation_PBAR_25326-RA, pbar_annotation_PBAR_10324-RA, pbar_annotation_PBAR_19931-RA, pbar_annotation_PBAR_10323-RA, pbar_annotation_PBAR_22078-RA, pbar_annotation_PBAR_19005-RA, pbar_annotation_PBAR_19138-RA, pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA, pbar_annotation_PBAR_25329-RA, pbar_annotation_PBAR_21072-RA, pbar_annotation_PBAR_25327-RA
OG0000088	pbar_annotation	n4	1.0	Terminal	pbar_annotation_PBAR_25326-RA, pbar_annotation_PBAR_10324-RA, pbar_annotation_PBAR_19931-RA	pbar_annotation_PBAR_10323-RA, pbar_annotation_PBAR_22078-RA, pbar_annotation_PBAR_19005-RA, pbar_annotation_PBAR_19138-RA, pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA, pbar_annotation_PBAR_25329-RA, pbar_annotation_PBAR_21072-RA, pbar_annotation_PBAR_25327-RA
OG0000088	pbar_annotation	n5	1.0	Terminal	pbar_annotation_PBAR_25326-RA	pbar_annotation_PBAR_10324-RA, pbar_annotation_PBAR_19931-RA
OG0000088	pbar_annotation	n6	1.0	Terminal	pbar_annotation_PBAR_10324-RA	pbar_annotation_PBAR_19931-RA
OG0000088	pbar_annotation	n7	1.0	Terminal	pbar_annotation_PBAR_10323-RA, pbar_annotation_PBAR_22078-RA, pbar_annotation_PBAR_19005-RA, pbar_annotation_PBAR_19138-RA, pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA, pbar_annotation_PBAR_25329-RA	pbar_annotation_PBAR_21072-RA, pbar_annotation_PBAR_25327-RA
OG0000088	pbar_annotation	n8	1.0	Terminal	pbar_annotation_PBAR_10323-RA, pbar_annotation_PBAR_22078-RA, pbar_annotation_PBAR_19005-RA	pbar_annotation_PBAR_19138-RA, pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA, pbar_annotation_PBAR_25329-RA
OG0000088	pbar_annotation	n9	1.0	Terminal	pbar_annotation_PBAR_10323-RA, pbar_annotation_PBAR_22078-RA	pbar_annotation_PBAR_19005-RA
OG0000088	pbar_annotation	n10	1.0	Terminal	pbar_annotation_PBAR_10323-RA	pbar_annotation_PBAR_22078-RA
OG0000088	pbar_annotation	n11	1.0	Terminal	pbar_annotation_PBAR_19138-RA	pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA, pbar_annotation_PBAR_25329-RA
OG0000088	pbar_annotation	n12	1.0	Terminal	pbar_annotation_PBAR_22808-RA, pbar_annotation_PBAR_19929-RA	pbar_annotation_PBAR_25329-RA
OG0000088	pbar_annotation	n13	1.0	Terminal	pbar_annotation_PBAR_22808-RA	pbar_annotation_PBAR_19929-RA
OG0000088	pbar_annotation	n14	1.0	Terminal	pbar_annotation_PBAR_21072-RA	pbar_annotation_PBAR_25327-RA
OG0000089	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_15599-RA, lhum_annotation_LHUM_14704-RA, lhum_annotation_LHUM_13390-RA, lhum_annotation_LHUM_10146-RA, lhum_annotation_LHUM_22763-RA, lhum_annotation_LHUM_11879-RA, lhum_annotation_LHUM_25283-RA, lhum_annotation_LHUM_25524-RA, lhum_annotation_LHUM_26021-RA, lhum_annotation_LHUM_15598-RA, lhum_annotation_LHUM_10842-RA	lhum_annotation_LHUM_10151-RA, lhum_annotation_LHUM_25300-RA, lhum_annotation_LHUM_11492-RA
OG0000089	lhum_annotation	n3	1.0	Terminal	lhum_annotation_LHUM_15599-RA, lhum_annotation_LHUM_14704-RA, lhum_annotation_LHUM_13390-RA, lhum_annotation_LHUM_10146-RA, lhum_annotation_LHUM_22763-RA	lhum_annotation_LHUM_11879-RA, lhum_annotation_LHUM_25283-RA, lhum_annotation_LHUM_25524-RA, lhum_annotation_LHUM_26021-RA, lhum_annotation_LHUM_15598-RA, lhum_annotation_LHUM_10842-RA
OG0000089	lhum_annotation	n4	1.0	Terminal	lhum_annotation_LHUM_15599-RA, lhum_annotation_LHUM_14704-RA, lhum_annotation_LHUM_13390-RA, lhum_annotation_LHUM_10146-RA	lhum_annotation_LHUM_22763-RA
OG0000089	lhum_annotation	n5	1.0	Terminal	lhum_annotation_LHUM_15599-RA, lhum_annotation_LHUM_14704-RA	lhum_annotation_LHUM_13390-RA, lhum_annotation_LHUM_10146-RA
OG0000089	lhum_annotation	n6	1.0	Terminal	lhum_annotation_LHUM_15599-RA	lhum_annotation_LHUM_14704-RA
OG0000089	lhum_annotation	n7	1.0	Terminal	lhum_annotation_LHUM_13390-RA	lhum_annotation_LHUM_10146-RA
OG0000089	lhum_annotation	n8	1.0	Terminal	lhum_annotation_LHUM_11879-RA	lhum_annotation_LHUM_25283-RA, lhum_annotation_LHUM_25524-RA, lhum_annotation_LHUM_26021-RA, lhum_annotation_LHUM_15598-RA, lhum_annotation_LHUM_10842-RA
OG0000089	lhum_annotation	n9	1.0	Terminal	lhum_annotation_LHUM_25283-RA	lhum_annotation_LHUM_25524-RA, lhum_annotation_LHUM_26021-RA, lhum_annotation_LHUM_15598-RA, lhum_annotation_LHUM_10842-RA
OG0000089	lhum_annotation	n10	1.0	Terminal	lhum_annotation_LHUM_25524-RA	lhum_annotation_LHUM_26021-RA, lhum_annotation_LHUM_15598-RA, lhum_annotation_LHUM_10842-RA
OG0000089	lhum_annotation	n11	1.0	Terminal	lhum_annotation_LHUM_26021-RA	lhum_annotation_LHUM_15598-RA, lhum_annotation_LHUM_10842-RA
OG0000089	lhum_annotation	n12	1.0	Terminal	lhum_annotation_LHUM_15598-RA	lhum_annotation_LHUM_10842-RA
OG0000089	lhum_annotation	n13	1.0	Terminal	lhum_annotation_LHUM_10151-RA, lhum_annotation_LHUM_25300-RA	lhum_annotation_LHUM_11492-RA
OG0000089	lhum_annotation	n14	1.0	Terminal	lhum_annotation_LHUM_10151-RA	lhum_annotation_LHUM_25300-RA
OG0000090	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_12443-RA	lhum_annotation_LHUM_10873-RA, lhum_annotation_LHUM_10556-RA, lhum_annotation_LHUM_10036-RA, lhum_annotation_LHUM_10085-RA, lhum_annotation_LHUM_10865-RA, lhum_annotation_LHUM_18318-RA, lhum_annotation_LHUM_10869-RA, lhum_annotation_LHUM_15272-RA, lhum_annotation_LHUM_14566-RA, lhum_annotation_LHUM_14983-RA, lhum_annotation_LHUM_22677-RA, lhum_annotation_LHUM_14982-RA, lhum_annotation_LHUM_10124-RA, lhum_annotation_LHUM_22678-RA
OG0000090	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_10873-RA, lhum_annotation_LHUM_10556-RA, lhum_annotation_LHUM_10036-RA, lhum_annotation_LHUM_10085-RA	lhum_annotation_LHUM_10865-RA, lhum_annotation_LHUM_18318-RA, lhum_annotation_LHUM_10869-RA, lhum_annotation_LHUM_15272-RA, lhum_annotation_LHUM_14566-RA, lhum_annotation_LHUM_14983-RA, lhum_annotation_LHUM_22677-RA, lhum_annotation_LHUM_14982-RA, lhum_annotation_LHUM_10124-RA, lhum_annotation_LHUM_22678-RA
OG0000090	lhum_annotation	n3	1.0	Terminal	lhum_annotation_LHUM_10873-RA, lhum_annotation_LHUM_10556-RA	lhum_annotation_LHUM_10036-RA, lhum_annotation_LHUM_10085-RA
OG0000090	lhum_annotation	n4	1.0	Terminal	lhum_annotation_LHUM_10873-RA	lhum_annotation_LHUM_10556-RA
OG0000090	lhum_annotation	n5	1.0	Terminal	lhum_annotation_LHUM_10036-RA	lhum_annotation_LHUM_10085-RA
OG0000090	lhum_annotation	n6	1.0	Terminal	lhum_annotation_LHUM_10865-RA, lhum_annotation_LHUM_18318-RA, lhum_annotation_LHUM_10869-RA, lhum_annotation_LHUM_15272-RA, lhum_annotation_LHUM_14566-RA, lhum_annotation_LHUM_14983-RA, lhum_annotation_LHUM_22677-RA	lhum_annotation_LHUM_14982-RA, lhum_annotation_LHUM_10124-RA, lhum_annotation_LHUM_22678-RA
OG0000090	lhum_annotation	n7	1.0	Terminal	lhum_annotation_LHUM_10865-RA, lhum_annotation_LHUM_18318-RA, lhum_annotation_LHUM_10869-RA, lhum_annotation_LHUM_15272-RA, lhum_annotation_LHUM_14566-RA, lhum_annotation_LHUM_14983-RA	lhum_annotation_LHUM_22677-RA
OG0000090	lhum_annotation	n8	1.0	Terminal	lhum_annotation_LHUM_10865-RA, lhum_annotation_LHUM_18318-RA	lhum_annotation_LHUM_10869-RA, lhum_annotation_LHUM_15272-RA, lhum_annotation_LHUM_14566-RA, lhum_annotation_LHUM_14983-RA
OG0000090	lhum_annotation	n9	1.0	Terminal	lhum_annotation_LHUM_10865-RA	lhum_annotation_LHUM_18318-RA
OG0000090	lhum_annotation	n10	1.0	Terminal	lhum_annotation_LHUM_10869-RA, lhum_annotation_LHUM_15272-RA, lhum_annotation_LHUM_14566-RA	lhum_annotation_LHUM_14983-RA
OG0000090	lhum_annotation	n11	1.0	Terminal	lhum_annotation_LHUM_10869-RA, lhum_annotation_LHUM_15272-RA	lhum_annotation_LHUM_14566-RA
OG0000090	lhum_annotation	n12	1.0	Terminal	lhum_annotation_LHUM_10869-RA	lhum_annotation_LHUM_15272-RA
OG0000090	lhum_annotation	n13	1.0	Terminal	lhum_annotation_LHUM_14982-RA, lhum_annotation_LHUM_10124-RA	lhum_annotation_LHUM_22678-RA
OG0000090	lhum_annotation	n14	1.0	Terminal	lhum_annotation_LHUM_14982-RA	lhum_annotation_LHUM_10124-RA
OG0000091	pbar_annotation	n0	1.0	Terminal	pbar_annotation_PBAR_14659-RA	pbar_annotation_PBAR_14651-RA, pbar_annotation_PBAR_14650-RA, pbar_annotation_PBAR_14661-RA, pbar_annotation_PBAR_14663-RA, pbar_annotation_PBAR_14660-RA, pbar_annotation_PBAR_23508-RA, pbar_annotation_PBAR_23514-RA, pbar_annotation_PBAR_25428-RA, pbar_annotation_PBAR_23509-RA, pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA, pbar_annotation_PBAR_14000-RA, pbar_annotation_PBAR_19114-RA
OG0000091	pbar_annotation	n1	1.0	Terminal	pbar_annotation_PBAR_14651-RA, pbar_annotation_PBAR_14650-RA, pbar_annotation_PBAR_14661-RA, pbar_annotation_PBAR_14663-RA	pbar_annotation_PBAR_14660-RA, pbar_annotation_PBAR_23508-RA, pbar_annotation_PBAR_23514-RA, pbar_annotation_PBAR_25428-RA, pbar_annotation_PBAR_23509-RA, pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA, pbar_annotation_PBAR_14000-RA, pbar_annotation_PBAR_19114-RA
OG0000091	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_14651-RA, pbar_annotation_PBAR_14650-RA	pbar_annotation_PBAR_14661-RA, pbar_annotation_PBAR_14663-RA
OG0000091	pbar_annotation	n3	1.0	Terminal	pbar_annotation_PBAR_14651-RA	pbar_annotation_PBAR_14650-RA
OG0000091	pbar_annotation	n4	1.0	Terminal	pbar_annotation_PBAR_14661-RA	pbar_annotation_PBAR_14663-RA
OG0000091	pbar_annotation	n5	1.0	Terminal	pbar_annotation_PBAR_14660-RA	pbar_annotation_PBAR_23508-RA, pbar_annotation_PBAR_23514-RA, pbar_annotation_PBAR_25428-RA, pbar_annotation_PBAR_23509-RA, pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA, pbar_annotation_PBAR_14000-RA, pbar_annotation_PBAR_19114-RA
OG0000091	pbar_annotation	n6	1.0	Terminal	pbar_annotation_PBAR_23508-RA	pbar_annotation_PBAR_23514-RA, pbar_annotation_PBAR_25428-RA, pbar_annotation_PBAR_23509-RA, pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA, pbar_annotation_PBAR_14000-RA, pbar_annotation_PBAR_19114-RA
OG0000091	pbar_annotation	n7	1.0	Terminal	pbar_annotation_PBAR_23514-RA, pbar_annotation_PBAR_25428-RA	pbar_annotation_PBAR_23509-RA, pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA, pbar_annotation_PBAR_14000-RA, pbar_annotation_PBAR_19114-RA
OG0000091	pbar_annotation	n8	1.0	Terminal	pbar_annotation_PBAR_23514-RA	pbar_annotation_PBAR_25428-RA
OG0000091	pbar_annotation	n9	1.0	Terminal	pbar_annotation_PBAR_23509-RA	pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA, pbar_annotation_PBAR_14000-RA, pbar_annotation_PBAR_19114-RA
OG0000091	pbar_annotation	n10	1.0	Terminal	pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA, pbar_annotation_PBAR_14000-RA	pbar_annotation_PBAR_19114-RA
OG0000091	pbar_annotation	n11	1.0	Terminal	pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA, pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA	pbar_annotation_PBAR_14000-RA
OG0000091	pbar_annotation	n12	1.0	Terminal	pbar_annotation_PBAR_23510-RA, pbar_annotation_PBAR_20190-RA	pbar_annotation_PBAR_18067-RA, pbar_annotation_PBAR_18064-RA
OG0000091	pbar_annotation	n13	1.0	Terminal	pbar_annotation_PBAR_23510-RA	pbar_annotation_PBAR_20190-RA
OG0000091	pbar_annotation	n14	1.0	Terminal	pbar_annotation_PBAR_18067-RA	pbar_annotation_PBAR_18064-RA
OG0000092	pbar_annotation	n0	1.0	Terminal	pbar_annotation_PBAR_26387-RA	pbar_annotation_PBAR_21113-RA, pbar_annotation_PBAR_17579-RA, pbar_annotation_PBAR_12862-RA, pbar_annotation_PBAR_10630-RA, pbar_annotation_PBAR_25264-RA, pbar_annotation_PBAR_15709-RA, pbar_annotation_PBAR_24885-RA, pbar_annotation_PBAR_24884-RA, pbar_annotation_PBAR_12860-RA, pbar_annotation_PBAR_26385-RA, pbar_annotation_PBAR_ar_GMCOX2-1, pbar_annotation_PBAR_12165-RA, pbar_annotation_PBAR_10834-RA, pbar_annotation_PBAR_10832-RA, pbar_annotation_PBAR_21675-RA
OG0000092	pbar_annotation	n1	1.0	Terminal	pbar_annotation_PBAR_21113-RA, pbar_annotation_PBAR_17579-RA, pbar_annotation_PBAR_12862-RA, pbar_annotation_PBAR_10630-RA, pbar_annotation_PBAR_25264-RA, pbar_annotation_PBAR_15709-RA, pbar_annotation_PBAR_24885-RA, pbar_annotation_PBAR_24884-RA, pbar_annotation_PBAR_12860-RA, pbar_annotation_PBAR_26385-RA, pbar_annotation_PBAR_ar_GMCOX2-1, pbar_annotation_PBAR_12165-RA	pbar_annotation_PBAR_10834-RA, pbar_annotation_PBAR_10832-RA, pbar_annotation_PBAR_21675-RA
OG0000092	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_21113-RA	pbar_annotation_PBAR_17579-RA, pbar_annotation_PBAR_12862-RA, pbar_annotation_PBAR_10630-RA, pbar_annotation_PBAR_25264-RA, pbar_annotation_PBAR_15709-RA, pbar_annotation_PBAR_24885-RA, pbar_annotation_PBAR_24884-RA, pbar_annotation_PBAR_12860-RA, pbar_annotation_PBAR_26385-RA, pbar_annotation_PBAR_ar_GMCOX2-1, pbar_annotation_PBAR_12165-RA
OG0000092	pbar_annotation	n3	1.0	Terminal	pbar_annotation_PBAR_17579-RA, pbar_annotation_PBAR_12862-RA, pbar_annotation_PBAR_10630-RA, pbar_annotation_PBAR_25264-RA, pbar_annotation_PBAR_15709-RA, pbar_annotation_PBAR_24885-RA, pbar_annotation_PBAR_24884-RA, pbar_annotation_PBAR_12860-RA, pbar_annotation_PBAR_26385-RA, pbar_annotation_PBAR_ar_GMCOX2-1	pbar_annotation_PBAR_12165-RA
