Orthogroup	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0003633	LHUM_LH16188-RA	PBAR_PB17020-RA
OG0003634	LHUM_LH16182-RA	PBAR_PB11235-RA
OG0003635	LHUM_LH12464-RA	PBAR_PB12093-RA
OG0003636	LHUM_LH17244-RA	PBAR_PB11804-RA
OG0003637	LHUM_LH17248-RA	PBAR_PB11808-RA
OG0003638	LHUM_LH12463-RA	PBAR_PB12078-RA
OG0003639	LHUM_LH18559-RA	PBAR_pbar_RpL26-1
OG0003640	LHUM_LH17253-RA	PBAR_PB11793-RA
OG0003641	LHUM_LH12465-RA	PBAR_PB12095-RA
OG0003642	LHUM_LH12454-RA	PBAR_PB12096-RA
OG0003643	LHUM_LH18558-RA	PBAR_PB12074-RA
OG0003644	LHUM_LH12468-RA	PBAR_PB12085-RA
OG0003645	LHUM_LH12467-RA	PBAR_PB12083-RA
OG0003646	LHUM_LH12094-RA	PBAR_PB21090-RA
OG0003647	LHUM_LH12093-RA	PBAR_PB21088-RA
OG0003648	LHUM_LH12100-RA	PBAR_PB21100-RA
OG0003649	LHUM_LH12095-RA	PBAR_PB21099-RA
OG0003650	LHUM_LH12099-RA	PBAR_PB21103-RA
OG0003651	LHUM_LH12097-RA	PBAR_PB21098-RA
OG0003652	LHUM_LH12101-RA	PBAR_PB21104-RA
OG0003653	LHUM_LH12085-RA	PBAR_PB21092-RA
OG0003654	LHUM_LH12084-RA	PBAR_PB21089-RA
OG0003655	LHUM_LH12088-RA	PBAR_PB21093-RA
OG0003656	LHUM_LH22623-RA	PBAR_PB18259-RA
OG0003657	LHUM_LH25122-RA	PBAR_PB14696-RA
OG0003658	LHUM_LH11406-RA	PBAR_PB10633-RA
OG0003659	LHUM_LH16332-RA	PBAR_PB17555-RA
OG0003660	LHUM_LH16326-RA	PBAR_PB17560-RA
OG0003661	LHUM_LH16334-RA	PBAR_PB17553-RA
OG0003662	LHUM_LH16336-RA	PBAR_PB17556-RA
OG0003663	LHUM_LH17623-RA	PBAR_CG_02550164
OG0003664	LHUM_LH17625-RA	PBAR_Pbar_Atp5c1_like-1
OG0003665	LHUM_LH16328-RA	PBAR_PB17565-RA
OG0003666	LHUM_LH15113-RA	PBAR_PB17563-RA
OG0003667	LHUM_LH16333-RA	PBAR_PB17554-RA
OG0003668	LHUM_LH17635-RA	PBAR_PB17544-RA
OG0003669	LHUM_LH17645-RA	PBAR_PB24853-RA
OG0003670	LHUM_LH17646-RA	PBAR_PB17537-RA
OG0003671	LHUM_LH17641-RA	PBAR_PB24859-RA
OG0003672	LHUM_LH17643-RA	PBAR_PB24850-RA
OG0003673	LHUM_LH17633-RA	PBAR_PB17540-RA
OG0003674	LHUM_LH17634-RA	PBAR_PB17541-RA
OG0003675	LHUM_LH17651-RA	PBAR_PB24855-RA
OG0003676	LHUM_LH17653-RA	PBAR_PB24854-RA
OG0003677	LHUM_LH17640-RA	PBAR_PB24851-RA
OG0003678	LHUM_LH17654-RA	PBAR_PB24869-RA
OG0003679	LHUM_LH17642-RB	PBAR_PB24858-RA
OG0003680	LHUM_LH17650-RA	PBAR_PB24857-RA
OG0003681	LHUM_LH17647-RA	PBAR_PB24860-RA
OG0003682	LHUM_LH17642-RA	PBAR_PB24856-RA
OG0003683	LHUM_LH17649-RA	PBAR_PB13903-RA
OG0003684	LHUM_LH17656-RA	PBAR_PB13403-RA
OG0003685	LHUM_LH17655-RA	PBAR_Pbar_Trax-like-1
OG0003686	LHUM_LH17648-RA	PBAR_PB13900-RA
OG0003687	LHUM_LH17662-RA	PBAR_PB13401-RA
OG0003688	LHUM_LH17659-RA	PBAR_PB13402-RA
OG0003689	LHUM_LH17663-RA	PBAR_PB13404-RA
OG0003690	LHUM_LH17664-RA	PBAR_PB13407-RA
OG0003691	LHUM_LH12039-RA	PBAR_PB13421-RA
OG0003692	LHUM_LH17675-RA	PBAR_PB13417-RA
OG0003693	LHUM_LH17674-RA	PBAR_pbar_imd-1
OG0003694	LHUM_LH17676-RA	PBAR_PB13419-RA
OG0003695	LHUM_LH12035-RA	PBAR_PB13422-RA
OG0003696	LHUM_LH19638-RA	PBAR_PB11914-RA
OG0003697	LHUM_LH19390-RA	PBAR_PB11918-RA
OG0003698	LHUM_LH19401-RA	PBAR_PB11917-RA
OG0003699	LHUM_LH19403-RA	PBAR_PB11920-RA
OG0003700	LHUM_LH23354-RA	PBAR_pbar_Rack1-1
OG0003701	LHUM_LH23364-RA	PBAR_PB11902-RA
OG0003702	LHUM_LH19635-RA	PBAR_PB16464-RA
OG0003703	LHUM_LH23355-RA	PBAR_PB11905-RA
OG0003704	LHUM_LH19407-RA	PBAR_PB11903-RA
OG0003705	LHUM_LH23366-RA	PBAR_PB11909-RA
OG0003706	LHUM_LH21656-RA	PBAR_Pbar_Ndufb8_like-1
OG0003707	LHUM_LH24944-RA	PBAR_PB21461-RA
OG0003708	LHUM_LH24947-RA	PBAR_PB21466-RA
OG0003709	LHUM_LH24940-RA	PBAR_PB21458-RA
OG0003710	LHUM_LH24939-RA	PBAR_PB21459-RA
OG0003711	LHUM_LH24948-RA	PBAR_PB21465-RA
OG0003712	LHUM_LH22521-RA	PBAR_PB21535-RA
OG0003713	LHUM_LH19692-RA	PBAR_PB23229-RA
OG0003715	LHUM_LH17816-RA	PBAR_PB11708-RA
OG0003716	LHUM_LH15214-RA	PBAR_PB20514-RA
OG0003717	LHUM_LH15204-RA	PBAR_PB20512-RA
OG0003718	LHUM_LH15206-RA	PBAR_PB20508-RA
OG0003719	LHUM_LH15203-RA	PBAR_PB20510-RA
OG0003720	LHUM_LH12118-RA	PBAR_PB11972-RA
OG0003721	LHUM_LH15210-RA	PBAR_PB20517-RA
OG0003722	LHUM_LH12133-RA	PBAR_PB11969-RA
OG0003723	LHUM_LH15213-RA	PBAR_PB20516-RA
OG0003724	LHUM_LH20074-RA	PBAR_PB12442-RA
OG0003725	LHUM_LH20072-RA	PBAR_PB12441-RA
OG0003726	LHUM_LH20311-RA	PBAR_PB23255-RA
OG0003727	LHUM_LH20312-RA	PBAR_PB23256-RA
OG0003728	LHUM_LH20066-RA	PBAR_PB12437-RA
OG0003729	LHUM_LH20068-RA	PBAR_PB12438-RA
OG0003730	LHUM_LH20069-RA	PBAR_PB12440-RA
OG0003731	LHUM_LH20293-RA	PBAR_PB23254-RA
OG0003732	LHUM_LH20315-RA	PBAR_PB23251-RA
OG0003733	LHUM_LH20305-RA	PBAR_PB23269-RA
OG0003734	LHUM_LH20296-RA	PBAR_PB23249-RA
OG0003735	LHUM_LH20295-RA	PBAR_PB23271-RA
OG0003736	LHUM_LH20307-RA	PBAR_PB23248-RA
OG0003737	LHUM_LH20313-RA	PBAR_PB23258-RA
OG0003738	LHUM_LH20301-RA	PBAR_PB23250-RA
OG0003739	LHUM_LH20316-RA	PBAR_PB23252-RA
OG0003740	LHUM_LH20302-RA	PBAR_PB23263-RA
OG0003741	LHUM_LH12154-RA	PBAR_PB23261-RA
OG0003742	LHUM_LH12159-RA	PBAR_PB23267-RA
OG0003743	LHUM_LH12156-RA	PBAR_PB23262-RA
OG0003744	LHUM_LH12153-RA	PBAR_PB23260-RA
OG0003745	LHUM_LH12170-RA	PBAR_PB23279-RA
OG0003746	LHUM_LH12173-RA	PBAR_PB23281-RA
OG0003747	LHUM_LH12179-RA	PBAR_PB23284-RA
OG0003748	LHUM_LH12172-RA	PBAR_PB23286-RA
OG0003749	LHUM_LH12175-RA	PBAR_PB23283-RA
OG0003750	LHUM_LH14355-RA	PBAR_PB23302-RA
OG0003751	LHUM_LH12178-RA	PBAR_PB23304-RA
OG0003752	LHUM_LH12177-RA	PBAR_PB23285-RA
OG0003753	LHUM_LH12176-RA	PBAR_PB23282-RA
OG0003754	LHUM_LH14367-RA	PBAR_PB23292-RA
OG0003755	LHUM_LH14369-RA	PBAR_PB23294-RA
OG0003756	LHUM_LH14373-RA	PBAR_PB23301-RA
OG0003757	LHUM_LH14368-RA	PBAR_PB23295-RA
OG0003758	LHUM_LH14371-RA	PBAR_CG_02549818
OG0003759	LHUM_LH14349-RA	PBAR_PB23297-RA
OG0003760	LHUM_LH14345-RA	PBAR_PB23293-RA
OG0003761	LHUM_LH14354-RA	PBAR_PB23303-RA
OG0003762	LHUM_LH12225-RA	PBAR_PB23309-RA
OG0003763	LHUM_LH17631-RA	PBAR_PB23306-RA
OG0003764	LHUM_LH12224-RA	PBAR_PB23305-RA
OG0003765	LHUM_LH12223-RA	PBAR_PB23307-RA
OG0003766	LHUM_LH17622-RA	PBAR_PB23316-RA
OG0003767	LHUM_LH17624-RA	PBAR_PB23319-RA
OG0003768	LHUM_LH12221-RA	PBAR_PB23323-RA
OG0003769	LHUM_LH20026-RA	PBAR_PB23333-RA
OG0003770	LHUM_LH12204-RA	PBAR_PB23332-RA
OG0003771	LHUM_LH20031-RA	PBAR_PB23326-RA
OG0003772	LHUM_LH12212-RA	PBAR_PB23328-RA
OG0003773	LHUM_LH12207-RA	PBAR_PB23334-RA
OG0003774	LHUM_LH20032-RA	PBAR_PB23339-RA
OG0003775	LHUM_LH14286-RA	PBAR_PB20292-RA
OG0003776	LHUM_LH14289-RA	PBAR_PB20291-RA
OG0003777	LHUM_LH14288-RA	PBAR_PB20293-RA
OG0003778	LHUM_LH14285-RA	PBAR_PB20297-RA
OG0003779	LHUM_LH14292-RA	PBAR_PB20302-RA
OG0003780	LHUM_LH14282-RA	PBAR_PB20303-RA
OG0003781	LHUM_LH14281-RA	PBAR_PB20300-RA
OG0003782	LHUM_LH14279-RA	PBAR_PB20301-RA
OG0003783	LHUM_LH14278-RA	PBAR_PB20299-RA
OG0003784	LHUM_LH14290-RA	PBAR_PB20294-RA
OG0003785	LHUM_LH14291-RA	PBAR_PB20296-RA
OG0003786	LHUM_LH14298-RA	PBAR_PB20283-RA
OG0003787	LHUM_LH14302-RA	PBAR_PB20281-RA
OG0003788	LHUM_LH14296-RA	PBAR_PB20287-RA
OG0003789	LHUM_LH14295-RA	PBAR_PB20280-RA
OG0003790	LHUM_LH14304-RA	PBAR_PB20288-RA
OG0003791	LHUM_LH14301-RA	PBAR_PB20289-RA
OG0003792	LHUM_LH14293-RA	PBAR_PB20285-RA
OG0003793	LHUM_LH14280-RA	PBAR_PB20304-RA
OG0003794	LHUM_LH14300-RA	PBAR_PB20277-RA
OG0003795	LHUM_LH14318-RA	PBAR_PB20282-RA
OG0003796	LHUM_LH14294-RA	PBAR_PB20284-RA
OG0003797	LHUM_LH17569-RA	PBAR_PB20262-RA
OG0003798	LHUM_LH17584-RA	PBAR_Pbar_MBD2-1
OG0003799	LHUM_LH17590-RA	PBAR_PB20244-RA
OG0003800	LHUM_LH17588-RA	PBAR_PB20260-RA
OG0003801	LHUM_LH17578-RA	PBAR_PB20255-RA
OG0003802	LHUM_LH17591-RA	PBAR_PB20248-RA
OG0003803	LHUM_LH17579-RA	PBAR_PB20252-RA
OG0003804	LHUM_LH17581-RA	PBAR_PB20253-RA
OG0003805	LHUM_LH17586-RA	PBAR_PB20264-RA
OG0003806	LHUM_LH17575-RA	PBAR_PB20266-RA
OG0003807	LHUM_LH17589-RA	PBAR_PB20249-RA
OG0003808	LHUM_LH17603-RA	PBAR_PB20250-RA
OG0003809	LHUM_LHUM_07057010-RA	PBAR_PBAR_04308818
OG0003810	LHUM_lhum_loqs-1	PBAR_pbar_loqs-RA
OG0003811	LHUM_LH17580-RA	PBAR_pbar_CG34424-1
OG0003812	LHUM_LH17595-RA	PBAR_PB20237-RA
OG0003813	LHUM_LH17606-RA	PBAR_PB20230-RA
OG0003814	LHUM_LH17593-RA	PBAR_PB20234-RA
OG0003815	LHUM_LH17608-RA	PBAR_PB20217-RA
OG0003816	LHUM_LH17594-RA	PBAR_P_barmAcR1-1
OG0003817	LHUM_LH17600-RA	PBAR_PB20242-RA
OG0003818	LHUM_LH17601-RA	PBAR_PB20227-RA
OG0003819	LHUM_LH17614-RA	PBAR_PB20236-RA
OG0003820	LHUM_LH17597-RA	PBAR_PB20233-RA
OG0003821	LHUM_LH11981-RA	PBAR_PB16409-RA
OG0003822	LHUM_LH17615-RA	PBAR_PB20219-RA
OG0003823	LHUM_LH11982-RA	PBAR_PB16406-RA
OG0003824	LHUM_LH11996-RA	PBAR_PB16403-RA
OG0003825	LHUM_LH17609-RA	PBAR_PB20222-RA
OG0003826	LHUM_LH17616-RA	PBAR_PB20226-RA
OG0003827	LHUM_LH17613-RA	PBAR_PB20225-RA
OG0003828	LHUM_LH12232-RA	PBAR_PB20201-RA
OG0003829	LHUM_LH12241-RA	PBAR_PB20213-RA
OG0003830	LHUM_LH12242-RA	PBAR_PB20208-RA
OG0003831	LHUM_LH17602-RA	PBAR_PB20224-RA
OG0003832	LHUM_LH20209-RA	PBAR_PB16391-RA
OG0003833	LHUM_LH20215-RA	PBAR_PB16393-RA
OG0003834	LHUM_LH12240-RA	PBAR_PB20207-RA
OG0003835	LHUM_LH20199-RA	PBAR_PB16382-RA
OG0003836	LHUM_LH20201-RA	PBAR_PB16384-RA
OG0003837	LHUM_LH12247-RA	PBAR_PB20209-RA
OG0003838	LHUM_LH17607-RA	PBAR_PB20223-RA
OG0003839	LHUM_LH17612-RA	PBAR_PB20220-RA
OG0003840	LHUM_LH12246-RA	PBAR_PB10645-RA
OG0003841	LHUM_LH12245-RA	PBAR_PB14336-RA
OG0003842	LHUM_LH12222-RA	PBAR_PB14330-RA
OG0003843	LHUM_LH12244-RA	PBAR_PB13433-RA
OG0003844	LHUM_LH12227-RA	PBAR_PB20206-RA
OG0003845	LHUM_LH12230-RA	PBAR_PB14327-RA
OG0003846	LHUM_LH12217-RA	PBAR_PB20202-RA
OG0003847	LHUM_LH12235-RA	PBAR_PB13431-RA
OG0003848	LHUM_LH12237-RA	PBAR_PB14332-RA
OG0003849	LHUM_LH12236-RA	PBAR_PB11592-RA
OG0003850	LHUM_LH14340-RA	PBAR_PB11598-RA
OG0003851	LHUM_LH12243-RA	PBAR_PB11593-RA
OG0003852	LHUM_LH14332-RA	PBAR_PB11597-RA
OG0003853	LHUM_LH14334-RA	PBAR_PB11599-RA
OG0003854	LHUM_LH14337-RA	PBAR_PB11596-RA
OG0003855	LHUM_LH14331-RA	PBAR_PB10902-RA
OG0003856	LHUM_LH15183-RA	PBAR_PB14346-RA
OG0003857	LHUM_LH12216-RA	PBAR_PB14328-RA
OG0003858	LHUM_LH12233-RA	PBAR_PB15613-RA
OG0003859	LHUM_LH14348-RA	PBAR_PB16396-RA
OG0003860	LHUM_LH12565-RA	PBAR_PB15199-RA
OG0003861	LHUM_LH22208-RA	PBAR_PB16386-RA
OG0003862	LHUM_LH12187-RA	PBAR_PB16378-RA
OG0003863	LHUM_LH11129-RA	PBAR_PB20504-RA
OG0003864	LHUM_LH12190-RA	PBAR_PB16383-RA
OG0003865	LHUM_LH12191-RA	PBAR_PB16387-RA
OG0003866	LHUM_LH12127-RA	PBAR_PB11967-RA
OG0003867	LHUM_LH12189-RA	PBAR_PB16388-RA
OG0003868	LHUM_LH20391-RA	PBAR_PB11968-RA
OG0003869	LHUM_LH20380-RA	PBAR_PB11971-RA
OG0003870	LHUM_LH12182-RA	PBAR_PB16390-RA
OG0003871	LHUM_LH12192-RA	PBAR_PB16385-RA
OG0003872	LHUM_LH11128-RA	PBAR_PB20505-RA
OG0003873	LHUM_LH11130-RA	PBAR_PB20503-RA
OG0003874	LHUM_LH11137-RA	PBAR_PB20500-RA
OG0003875	LHUM_LH11136-RA	PBAR_PB20496-RA
OG0003876	LHUM_LH23657-RA	PBAR_PB20493-RA
OG0003877	LHUM_LH23656-RA	PBAR_PB20494-RA
OG0003878	LHUM_LH12942-RA	PBAR_PB20485-RA
OG0003879	LHUM_LH23655-RA	PBAR_PB20490-RA
OG0003880	LHUM_LH12941-RA	PBAR_PB20489-RA
OG0003881	LHUM_LH13241-RA	PBAR_PB20491-RA
OG0003882	LHUM_LH23668-RA	PBAR_PB20486-RA
OG0003883	LHUM_LH11786-RA	PBAR_PB20478-RA
OG0003884	LHUM_LH13381-RA	PBAR_PB20492-RA
OG0003885	LHUM_LH14412-RA	PBAR_PB20476-RA
OG0003886	LHUM_LH12940-RA	PBAR_PB20481-RA
OG0003887	LHUM_LH13309-RA	PBAR_PB20482-RA
OG0003888	LHUM_LH10651-RA	PBAR_PB20483-RA
OG0003889	LHUM_LH11330-RA	PBAR_PB20460-RA
OG0003890	LHUM_LH25296-RA	PBAR_PB26823-RA
OG0003891	LHUM_LH11323-RA	PBAR_PB20479-RA
OG0003892	LHUM_LH11329-RA	PBAR_PB20470-RA
OG0003893	LHUM_LH11328-RA	PBAR_PB20472-RA
OG0003894	LHUM_LH11327-RA	PBAR_PB20471-RA
OG0003895	LHUM_LH11331-RA	PBAR_PB20462-RA
OG0003896	LHUM_LH10267-RA	PBAR_PB20459-RA
OG0003897	LHUM_LH10269-RA	PBAR_PB20469-RA
OG0003898	LHUM_LH19286-RA	PBAR_PB24138-RA
OG0003899	LHUM_LH10270-RA	PBAR_PB20468-RA
OG0003900	LHUM_LH10263-RA	PBAR_PB20463-RA
OG0003901	LHUM_LH11332-RA	PBAR_PB20461-RA
OG0003902	LHUM_LH11320-RA	PBAR_PB16446-RA
OG0003903	LHUM_LH11324-RA	PBAR_PB16449-RA
OG0003904	LHUM_LH10266-RA	PBAR_PB16447-RA
OG0003905	LHUM_LH22246-RA	PBAR_PB22771-RA
OG0003906	LHUM_LH22331-RA	PBAR_PB22884-RA
OG0003907	LHUM_LH16139-RA	PBAR_PB21749-RA
OG0003908	LHUM_LH16141-RA	PBAR_PB21752-RA
OG0003910	LHUM_LH21876-RA	PBAR_PB21754-RA
OG0003911	LHUM_LH19507-RA	PBAR_PB21756-RA
OG0003912	LHUM_LH19501-RA	PBAR_PB21748-RA
OG0003913	LHUM_LH19498-RA	PBAR_PB21750-RA
OG0003914	LHUM_LH19512-RA	PBAR_PB21753-RA
OG0003915	LHUM_LH19509-RA	PBAR_PB21757-RA
OG0003916	LHUM_LH22344-RA	PBAR_PB22894-RA
OG0003917	LHUM_LH16144-RA	PBAR_PB20029-RA
OG0003918	LHUM_LH13451-RA	PBAR_pbar_drosha-RA
OG0003919	LHUM_LH16137-RA	PBAR_PB21755-RA
OG0003920	LHUM_LH22339-RA	PBAR_pbar_FADD-1
OG0003921	LHUM_LH22341-RA	PBAR_PB22892-RA
OG0003922	LHUM_LH16160-RA	PBAR_PB20030-RA
OG0003923	LHUM_LH16162-RA	PBAR_PB20021-RA
OG0003924	LHUM_LH16159-RA	PBAR_PB20027-RA
OG0003925	LHUM_LH16146-RA	PBAR_PB20015-RA
OG0003926	LHUM_LH16145-RA	PBAR_PB20012-RA
OG0003927	LHUM_LH16158-RA	PBAR_PB20017-RA
OG0003928	LHUM_LH16142-RA	PBAR_PB20016-RA
OG0003929	LHUM_LH16161-RA	PBAR_PB20011-RA
OG0003930	LHUM_LH16138-RA	PBAR_PB20010-RA
OG0003931	LHUM_LH16148-RA	PBAR_PB20018-RA
OG0003932	LHUM_LH16150-RA	PBAR_PB20019-RA
OG0003933	LHUM_LH16135-RA	PBAR_PB20002-RA
OG0003934	LHUM_LH16129-RA	PBAR_PB19996-RA
OG0003935	LHUM_LH16134-RA	PBAR_PB20001-RA
OG0003937	LHUM_LH12063-RA	PBAR_PB21074-RA
OG0003938	LHUM_LH11987-RA	PBAR_PB11349-RA
OG0003939	LHUM_LH12000-RA	PBAR_PB11345-RA
OG0003940	LHUM_LH11990-RA	PBAR_PB11803-RA
OG0003941	LHUM_LH12073-RA	PBAR_PB21073-RA
OG0003942	LHUM_LH11992-RA	PBAR_PB11792-RA
OG0003943	LHUM_LH12089-RA	PBAR_PB21086-RA
OG0003944	LHUM_LH11983-RA	PBAR_PB11802-RA
OG0003945	LHUM_LH11994-RA	PBAR_PB11344-RA
OG0003946	LHUM_LH11984-RA	PBAR_PB11350-RB
OG0003947	LHUM_LH12012-RA	PBAR_PB12101-RA
OG0003948	LHUM_LH12011-RA	PBAR_PB12099-RA
OG0003949	LHUM_LH12016-RA	PBAR_PB12102-RA
OG0003950	LHUM_LH12007-RA	PBAR_PB12107-RA
OG0003951	LHUM_LH12015-RA	PBAR_PB12086-RA
OG0003952	LHUM_LH12010-RA	PBAR_PB12088-RA
OG0003953	LHUM_LH25375-RA	PBAR_PB12110-RA
OG0003954	LHUM_LH17225-RA	PBAR_PB21094-RA
OG0003955	LHUM_LH17226-RA	PBAR_PB21095-RA
OG0003956	LHUM_LH17231-RA	PBAR_PB21133-RA
OG0003957	LHUM_LH17228-RA	PBAR_PB21123-RA
OG0003958	LHUM_LH17229-RA	PBAR_PB21101-RA
OG0003959	LHUM_LH12461-RA	PBAR_PB12089-RA
OG0003960	LHUM_LH17230-RA	PBAR_PB21102-RA
OG0003961	LHUM_LH12460-RA	PBAR_PB12087-RA
OG0003962	LHUM_LH12455-RA	PBAR_PB12094-RA
OG0003963	LHUM_LH12102-RA	PBAR_PB20998-RA
OG0003964	LHUM_LH20079-RA	PBAR_PB21003-RA
OG0003965	LHUM_LH20078-RA	PBAR_PB20999-RA
OG0003966	LHUM_LH12108-RA	PBAR_PB21009-RA
OG0003967	LHUM_LH12103-RA	PBAR_PB21005-RA
OG0003968	LHUM_LH20077-RA	PBAR_PB21010-RA
OG0003969	LHUM_LH20086-RA	PBAR_PB21012-RA
OG0003970	LHUM_LH25367-RA	PBAR_PB26854-RA
OG0003971	LHUM_LH12111-RA	PBAR_PB20996-RA
OG0003972	LHUM_LH12113-RA	PBAR_PB21007-RA
OG0003973	LHUM_LH12114-RA	PBAR_PB21016-RA
OG0003974	LHUM_LH20076-RA	PBAR_PB21021-RA
OG0003975	LHUM_LH12106-RA	PBAR_PB21025-RA
OG0003976	LHUM_LH12134-RA	PBAR_PB21027-RA
OG0003977	LHUM_LH12104-RA	PBAR_PB21024-RA
OG0003978	LHUM_LH12107-RA	PBAR_pbar_ltd-like-1
OG0003979	LHUM_LH12132-RA	PBAR_PB21015-RA
OG0003980	LHUM_LH12098-RA	PBAR_PB21032-RA
OG0003981	LHUM_LH20281-RA	PBAR_PB23719-RA
OG0003982	LHUM_LH20283-RA	PBAR_PB21127-RA
OG0003983	LHUM_LH20282-RA	PBAR_PB23710-RA
OG0003984	LHUM_LH25868-RA	PBAR_PB23699-RA
OG0003985	LHUM_LH20272-RA	PBAR_PB23696-RA
OG0003986	LHUM_LH12091-RA	PBAR_PB21035-RA
OG0003987	LHUM_LH21778-RA	PBAR_PB23709-RA
OG0003988	LHUM_LH20255-RA	PBAR_PB23700-RA
OG0003989	LHUM_LH21782-RA	PBAR_PB23706-RA
OG0003990	LHUM_LH20264-RA	PBAR_PB23707-RA
OG0003991	LHUM_LH20266-RA	PBAR_PB23713-RA
OG0003992	LHUM_LH21780-RA	PBAR_PB23705-RA
OG0003994	LHUM_LH20275-RA	PBAR_PB23703-RA
OG0003995	LHUM_LH21762-RA	PBAR_PB23693-RA
OG0003996	LHUM_LH21759-RA	PBAR_PB23694-RA
OG0003997	LHUM_LH21767-RA	PBAR_PB23678-RA
OG0003998	LHUM_LH21768-RA	PBAR_PB23691-RA
OG0003999	LHUM_LH20203-RA	PBAR_PB23679-RA
OG0004000	LHUM_LH20205-RA	PBAR_PB23680-RA
OG0004001	LHUM_LH20191-RA	PBAR_PB23677-RA
OG0004002	LHUM_LH20193-RA	PBAR_PB23673-RA
OG0004003	LHUM_LH20179-RA	PBAR_PB23668-RA
OG0004004	LHUM_LH20180-RA	PBAR_PB23663-RA
OG0004005	LHUM_LH20182-RA	PBAR_PB23665-RA
OG0004006	LHUM_LH23120-RA	PBAR_PB24305-RB
OG0004007	LHUM_LH16631-RA	PBAR_PB15765-RA
OG0004008	LHUM_LH21613-RA	PBAR_PB15762-RA
OG0004009	LHUM_LH21612-RA	PBAR_PB15766-RA
OG0004010	LHUM_LH16636-RA	PBAR_PB15757-RA
OG0004011	LHUM_LH16645-RA	PBAR_PB15756-RA
OG0004012	LHUM_LH16635-RA	PBAR_PB15758-RA
OG0004013	LHUM_LH16644-RA	PBAR_PB15725-RA
OG0004014	LHUM_LH16642-RA	PBAR_PB15755-RA
OG0004015	LHUM_LH16641-RA	PBAR_PB15726-RA
OG0004016	LHUM_LH16639-RA	PBAR_PB15761-RA
OG0004017	LHUM_LH15998-RA	PBAR_PB15747-RA
OG0004018	LHUM_LH16004-RA	PBAR_PB15743-RA
OG0004019	LHUM_LH16006-RA	PBAR_PB15727-RA
OG0004020	LHUM_LH14214-RA	PBAR_PB15742-RA
OG0004021	LHUM_LH15999-RA	PBAR_PB15735-RA
OG0004022	LHUM_LH16001-RA	PBAR_PB15744-RA
OG0004023	LHUM_LH10834-RA	PBAR_PB13504-RA
OG0004024	LHUM_LH16008-RA	PBAR_PB15721-RA
OG0004025	LHUM_LH15993-RA	PBAR_PB15737-RA
OG0004026	LHUM_LH12411-RA	PBAR_PB17257-RA
OG0004027	LHUM_LH21002-RA	PBAR_PB24630-RA
OG0004028	LHUM_LH11870-RA	PBAR_PB17255-RA
OG0004029	LHUM_LH10020-RA	PBAR_PB11234-RA
OG0004030	LHUM_LH16156-RA	PBAR_PB17021-RA
OG0004031	LHUM_LH13285-RA	PBAR_PB11233-RA
OG0004032	LHUM_LH10024-RA	PBAR_PB11241-RA
OG0004033	LHUM_LH23887-RA	PBAR_PB17014-RA
OG0004034	LHUM_LH16199-RA	PBAR_PB11239-RA
OG0004035	LHUM_LH16169-RA	PBAR_PB17035-RA
OG0004036	LHUM_LH16193-RA	PBAR_PB11243-RA
OG0004037	LHUM_LH16198-RA	PBAR_PB11232-RA
OG0004038	LHUM_LH16202-RA	PBAR_PB17022-RA
OG0004039	LHUM_LH13281-RA	PBAR_PB11231-RA
OG0004040	LHUM_LH23881-RA	PBAR_PB17025-RA
OG0004041	LHUM_LH12731-RA	PBAR_PB17016-RA
OG0004042	LHUM_LH16168-RA	PBAR_PB17028-RA
OG0004043	LHUM_LH16173-RA	PBAR_PB17005-RA
OG0004044	LHUM_LH25581-RA	PBAR_PB17048-RA
OG0004045	LHUM_LH16166-RA	PBAR_PB17010-RA
OG0004046	LHUM_LH16172-RA	PBAR_PB17004-RA
OG0004047	LHUM_LH16164-RA	PBAR_PB17015-RA
OG0004048	LHUM_LH16171-RA	PBAR_PB17027-RA
OG0004049	LHUM_LH16176-RA	PBAR_PB17009-RA
OG0004050	LHUM_LH16167-RA	PBAR_PB17007-RA
OG0004051	LHUM_LH16181-RA	PBAR_PB17042-RA
OG0004052	LHUM_lhum_ATM-RA	PBAR_CG_02546646
OG0004053	LHUM_LH18026-RA	PBAR_PB22776-RA
OG0004054	LHUM_LH13276-RA	PBAR_pbar_RpS9-1
OG0004055	LHUM_LH18021-RA	PBAR_PB22770-RA
OG0004056	LHUM_LH18016-RA	PBAR_PB22760-RA
OG0004057	LHUM_LH18025-RA	PBAR_PB22774-RA
OG0004058	LHUM_LH18027-RA	PBAR_PB22775-RA
OG0004059	LHUM_LH18015-RA	PBAR_pbar_kinesin_heavy_chain-1
OG0004060	LHUM_LH13275-RA	PBAR_maker-pbar_scf7180000350335-augustus-gene-0.6-mRNA-1
OG0004061	LHUM_LH13269-RA	PBAR_PB22759-RA
OG0004062	LHUM_LH18031-RA	PBAR_Pbar_arrow-RC
OG0004063	LHUM_LH13258-RA	PBAR_PB22754-RA
OG0004064	LHUM_LH13271-RA	PBAR_PB22757-RA
OG0004065	LHUM_LH13260-RA	PBAR_PB22750-RA
OG0004066	LHUM_LH18001-RA	PBAR_PB10766-RA
OG0004067	LHUM_LH19508-RA	PBAR_PB10770-RA
OG0004068	LHUM_LH19502-RA	PBAR_PB22756-RA
