Orthogroup	acep_annotation	lhum_annotation	pbar_annotation
OG0016457	ACEP_00003506-RA		
OG0016458	ACEP_00003499-RA		
OG0016459	ACEP_00003496-RA		
OG0016460	ACEP_00003495-RA		
OG0016461	ACEP_00003486-RA		
OG0016462	ACEP_00003487-RA		
OG0016463	ACEP_00003484-RA		
OG0016464	ACEP_00003482-RA		
OG0016465	ACEP_00003476-RA		
OG0016466	ACEP_00003478-RA		
OG0016467	ACEP_00003471-RA		
OG0016468	ACEP_00017554-RA		
OG0016469	ACEP_00003468-RA		
OG0016470	ACEP_00017556-RA		
OG0016471	ACEP_00003460-RA		
OG0016472	ACEP_00003454-RA		
OG0016473	ACEP_00003451-RA		
OG0016474	ACEP_00003443-RA		
OG0016475	ACEP_00003449-RA		
OG0016476	ACEP_00003446-RA		
OG0016477	ACEP_00003447-RA		
OG0016478	ACEP_00003434-RA		
OG0016479	ACEP_00003437-RA		
OG0016480	ACEP_00017558-RA		
OG0016481	ACEP_00003430-RA		
OG0016482	ACEP_00003429-RA		
OG0016483	ACEP_04565130-RA		
OG0016484	ACEP_00003422-RA		
OG0016485	ACEP_00003424-RA		
OG0016486	ACEP_00003423-RA		
OG0016487	ACEP_00003420-RA		
OG0016488	ACEP_00003404-RA		
OG0016489	ACEP_00003416-RA		
OG0016490	ACEP_00003403-RA		
OG0016491	ACEP_00003391-RA		
OG0016492	ACEP_00003394-RA		
OG0016493	ACEP_00003390-RA		
OG0016494	ACEP_00003402-RA		
OG0016495	ACEP_00003378-RA		
OG0016496	ACEP_00003358-RA		
OG0016497	ACEP_00003348-RA		
OG0016498	ACEP_00003351-RA		
OG0016499	ACEP_00003336-RA		
OG0016500	ACEP_00017560-RA		
OG0016501	ACEP_00003326-RA		
OG0016502	ACEP_00003329-RA		
OG0016503	ACEP_00017562-RA		
OG0016504	ACEP_00017567-RA		
OG0016505	ACEP_00003306-RA		
OG0016506	ACEP_00003298-RA		
OG0016507	ACEP_00017569-RA		
OG0016508	ACEP_00003303-RA		
OG0016509	ACEP_00003309-RA		
OG0016510	ACEP_00003311-RA		
OG0016511	ACEP_00003288-RA		
OG0016512	ACEP_00003290-RA		
OG0016513	ACEP_00003291-RA		
OG0016514	ACEP_00003278-RA		
OG0016515	ACEP_00003287-RA		
OG0016516	ACEP_00003267-RA		
OG0016517	ACEP_00003253-RA		
OG0016518	ACEP_00003257-RA		
OG0016519	ACEP_00003251-RA		
OG0016520	ACEP_00003252-RA		
OG0016521	ACEP_00003248-RA		
OG0016522	ACEP_00003238-RA		
OG0016523	ACEP_00017571-RA		
OG0016524	ACEP_00003235-RA		
OG0016525	ACEP_00003236-RA		
OG0016526	ACEP_00003229-RA		
OG0016527	ACEP_00003225-RA		
OG0016528	ACEP_00017572-RA		
OG0016529	ACEP_00003226-RA		
OG0016530	ACEP_00003213-RA		
OG0016531	ACEP_00003209-RA		
OG0016532	ACEP_00003199-RA		
OG0016533	ACEP_00003208-RA		
OG0016534	ACEP_00003206-RA		
OG0016535	ACEP_00013338-RA		
OG0016536	ACEP_00013346-RA		
OG0016537	ACEP_00013330-RA		
OG0016538	ACEP_00013335-RA		
OG0016539	ACEP_00013331-RA		
OG0016540	ACEP_00013324-RA		
OG0016541	ACEP_00013325-RA		
OG0016542	ACEP_00013322-RA		
OG0016543	ACEP_00013321-RA		
OG0016544	ACEP_00013323-RA		
OG0016545	ACEP_00013313-RA		
OG0016546	ACEP_00013316-RA		
OG0016547	ACEP_00013307-RA		
OG0016548	ACEP_00013308-RA		
OG0016549	ACEP_00013306-RA		
OG0016550	ACEP_00013303-RA		
OG0016551	ACEP_00013305-RA		
OG0016552	ACEP_00013304-RA		
OG0016553	ACEP_00013297-RA		
OG0016554	ACEP_00013298-RA		
OG0016555	ACEP_00013299-RA		
OG0016556	ACEP_00013296-RA		
OG0016557	ACEP_00013292-RA		
OG0016558	ACEP_00013289-RA		
OG0016559	ACEP_00018046-RA		
OG0016560	ACEP_00013286-RA		
OG0016561	ACEP_00013279-RA		
OG0016562	ACEP_00018047-RA		
OG0016563	ACEP_00013285-RA		
OG0016564	ACEP_00013280-RA		
OG0016565	ACEP_00013288-RA		
OG0016566	ACEP_00013275-RA		
OG0016567	ACEP_00013277-RA		
OG0016568	ACEP_00013278-RA		
OG0016569	ACEP_00013273-RA		
OG0016570	ACEP_00018048-RA		
OG0016571	ACEP_00013270-RA		
OG0016572	ACEP_00013269-RA		
OG0016573	ACEP_00013266-RA		
OG0016574	ACEP_00013262-RA		
OG0016575	ACEP_00018049-RA		
OG0016576	ACEP_00013265-RA		
OG0016577	ACEP_00013253-RA		
OG0016578	ACEP_00013250-RA		
OG0016579	ACEP_00013249-RA		
OG0016580	ACEP_00013252-RA		
OG0016581	ACEP_00013248-RA		
OG0016582	ACEP_00013247-RA		
OG0016583	ACEP_00018153-RA		
OG0016584	ACEP_00015767-RA		
OG0016585	ACEP_00015753-RA		
OG0016586	ACEP_00015750-RA		
OG0016587	ACEP_00015751-RA		
OG0016588	ACEP_00015738-RA		
OG0016589	ACEP_00015742-RA		
OG0016590	ACEP_00015746-RA		
OG0016591	ACEP_00015720-RA		
OG0016592	ACEP_00016462-RA		
OG0016593	ACEP_00016320-RA		
OG0016594	ACEP_00016637-RA		
OG0016595	ACEP_00016810-RA		
OG0016596	ACEP_00016521-RA		
OG0016597	ACEP_00016422-RA		
OG0016598	ACEP_00016423-RA		
OG0016599	ACEP_00016334-RA		
OG0016600	ACEP_00016582-RA		
OG0016601	ACEP_00016679-RA		
OG0016602	ACEP_00016895-RA		
OG0016603		LHUM_10235-RA	
OG0016604		LHUM_25501-RA	
OG0016605		LHUM_10064-RA	
OG0016606		LHUM_10539-RA	
OG0016607		LHUM_10001-RA	
OG0016608		LHUM_11361-RA	
OG0016609		LHUM_11360-RA	
OG0016610		LHUM_10410-RA	
OG0016611		LHUM_10148-RA	
OG0016612		LHUM_13948-RA	
OG0016613		LHUM_13949-RA	
OG0016614		LHUM_19349-RA	
OG0016615		LHUM_19369-RA	
OG0016616		LHUM_19385-RA	
OG0016617		LHUM_19389-RA	
OG0016618		LHUM_19387-RA	
OG0016619		LHUM_19396-RA	
OG0016620		LHUM_19399-RA	
OG0016621		LHUM_25766-RA	
OG0016622		LHUM_19405-RA	
OG0016623		LHUM_19409-RA	
OG0016624		LHUM_11571-RA	
OG0016625		LHUM_11574-RA	
OG0016626		LHUM_19737-RA	
OG0016627		LHUM_19736-RA	
OG0016628		LHUM_19748-RA	
OG0016629		LHUM_19747-RA	
OG0016630		LHUM_19749-RA	
OG0016631		LHUM_19750-RA	
OG0016632		LHUM_19751-RA	
OG0016633		LHUM_19753-RA	
OG0016634		LHUM_19754-RA	
OG0016635		LHUM_19764-RA	
OG0016636		LHUM_19759-RA	
OG0016637		LHUM_19763-RA	
OG0016638		LHUM_19770-RA	
OG0016639		LHUM_19769-RA	
OG0016640		LHUM_19777-RA	
OG0016641		LHUM_19778-RA	
OG0016642		LHUM_19800-RA	
OG0016643		LHUM_19811-RA	
OG0016644		LHUM_19813-RA	
OG0016645		LHUM_10412-RA	
OG0016646		LHUM_10326-RA	
OG0016647		LHUM_13959-RA	
OG0016648		LHUM_11183-RA	
OG0016649		LHUM_11195-RA	
OG0016650		LHUM_11194-RA	
OG0016651		LHUM_10476-RA	
OG0016652		LHUM_10481-RA	
OG0016653		LHUM_10202-RA	
OG0016654		LHUM_10201-RA	
OG0016655		LHUM_10624-RA	
OG0016656		LHUM_10623-RA	
OG0016657		LHUM_17124-RA	
OG0016658		LHUM_25640-RA	
OG0016659		LHUM_25641-RA	
OG0016660		LHUM_25642-RA	
OG0016661		LHUM_17150-RA	
OG0016662		LHUM_17153-RA	
OG0016663		LHUM_15754-RA	
OG0016664		LHUM_15760-RA	
OG0016665		LHUM_25591-RA	
OG0016666		LHUM_16288-RA	
OG0016667		LHUM_16290-RA	
OG0016668		LHUM_16291-RA	
OG0016669		LHUM_16292-RA	
OG0016670		LHUM_UM_08148296	
OG0016671		LHUM_11068-RA	
OG0016672		LHUM_25317-RA	
OG0016673		LHUM_11069-RA	
OG0016674		LHUM_11073-RA	
OG0016675		LHUM_11079-RA	
OG0016676		LHUM_11083-RA	
OG0016677		LHUM_25318-RA	
OG0016678		LHUM_11090-RA	
OG0016679		LHUM_11089-RA	
OG0016680		LHUM_10206-RA	
OG0016681		LHUM_10730-RA	
OG0016682		LHUM_25531-RA	
OG0016683		LHUM_14927-RA	
OG0016684		LHUM_10906-RA	
OG0016685		LHUM_10905-RA	
OG0016686		LHUM_24580-RA	
OG0016687		LHUM_24567-RA	
OG0016688		LHUM_24571-RA	
OG0016689		LHUM_10230-RA	
OG0016690		LHUM_23985-RA	
OG0016691		LHUM_23984-RA	
OG0016692		LHUM_26070-RA	
OG0016693		LHUM_10389-RA	
OG0016694		LHUM_10398-RA	
OG0016695		LHUM_10397-RA	
OG0016696		LHUM_10394-RA	
OG0016697		LHUM_10388-RA	
OG0016698		LHUM_14889-RA	
OG0016699		LHUM_14909-RA	
OG0016700		LHUM_14906-RA	
OG0016701		LHUM_14917-RA	
OG0016702		LHUM_13189-RA	
OG0016703		LHUM_13187-RA	
OG0016704		LHUM_13191-RA	
OG0016705		LHUM_13190-RA	
OG0016706		LHUM_13192-RA	
OG0016707		LHUM_15169-RA	
OG0016708		LHUM_11319-RA	
OG0016709		LHUM_11325-RA	
OG0016710		LHUM_26115-RA	
OG0016711		LHUM_24970-RA	
OG0016712		LHUM_24972-RA	
OG0016713		LHUM_24971-RA	
OG0016714		LHUM_24984-RA	
OG0016715		LHUM_24987-RA	
OG0016716		LHUM_24986-RA	
OG0016717		LHUM_24988-RA	
OG0016718		LHUM_13312-RA	
OG0016719		LHUM_11541-RA	
OG0016720		LHUM_11542-RA	
OG0016721		LHUM_11554-RA	
OG0016722		LHUM_16053-RA	
OG0016723		LHUM_16056-RA	
OG0016724		LHUM_16057-RA	
OG0016725		LHUM_16058-RA	
OG0016726		LHUM_16059-RA	
OG0016727		LHUM_14457-RA	
OG0016728		LHUM_14470-RA	
OG0016729		LHUM_25957-RA	
OG0016730		LHUM_21705-RA	
OG0016731		LHUM_21707-RA	
OG0016732		LHUM_21710-RA	
OG0016733		LHUM_21717-RA	
OG0016734		LHUM_21718-RA	
OG0016735		LHUM_21714-RA	
OG0016736		LHUM_11508-RA	
OG0016737		LHUM_16299-RA	
OG0016738		LHUM_11605-RA	
OG0016739		LHUM_15706-RA	
OG0016740		LHUM_15707-RA	
OG0016741		LHUM_15709-RA	
OG0016742		LHUM_15714-RA	
OG0016743		LHUM_15713-RA	
OG0016744		LHUM_25566-RA	
OG0016745		LHUM_15721-RA	
OG0016746		LHUM_15731-RA	
OG0016747		LHUM_25565-RA	
OG0016748		LHUM_24546-RA	
OG0016749		LHUM_15809-RA	
OG0016750		LHUM_25570-RA	
OG0016751		LHUM_15811-RA	
OG0016752		LHUM_15820-RA	
OG0016753		LHUM_15822-RA	
OG0016754		LHUM_16102-RA	
OG0016755		LHUM_16108-RA	
OG0016756		LHUM_25584-RA	
OG0016757		LHUM_16124-RA	
OG0016758		LHUM_16125-RA	
OG0016759		LHUM_25586-RA	
OG0016760		LHUM_25585-RA	
OG0016761		LHUM_16126-RA	
OG0016762		LHUM_25587-RA	
OG0016763		LHUM_16136-RA	
OG0016764		LHUM_16140-RA	
OG0016765		LHUM_16143-RA	
OG0016766		LHUM_16152-RA	
OG0016767		LHUM_16154-RA	
OG0016768		LHUM_16153-RA	
OG0016769		LHUM_16155-RA	
OG0016770		LHUM_16174-RA	
OG0016771		LHUM_16170-RA	
OG0016772		LHUM_25582-RA	
OG0016773		LHUM_16189-RA	
OG0016774		LHUM_21812-RA	
OG0016775		LHUM_21824-RA	
OG0016776		LHUM_21828-RA	
OG0016777		LHUM_21821-RA	
OG0016778		LHUM_21827-RA	
OG0016779		LHUM_25959-RA	
OG0016780		LHUM_21846-RA	
OG0016781		LHUM_21850-RA	
OG0016782		LHUM_21861-RA	
OG0016783		LHUM_21859-RA	
OG0016784		LHUM_21860-RA	
OG0016785		LHUM_21858-RA	
OG0016786		LHUM_21862-RA	
OG0016787		LHUM_21864-RA	
OG0016788		LHUM_21866-RA	
OG0016789		LHUM_21863-RA	
OG0016790		LHUM_10194-RA	
OG0016791		LHUM_13365-RA	
OG0016792		LHUM_10575-RA	
OG0016793		LHUM_13263-RA	
OG0016794		LHUM_13264-RA	
OG0016795		LHUM_13262-RA	
OG0016796		LHUM_10775-RA	
OG0016797		LHUM_18295-RA	
OG0016798		LHUM_18298-RA	
OG0016799		LHUM_18299-RA	
OG0016800		LHUM_18297-RA	
OG0016801		LHUM_18304-RA	
OG0016802		LHUM_18309-RA	
OG0016803		LHUM_18313-RA	
OG0016804		LHUM_18310-RA	
OG0016805		LHUM_18315-RA	
OG0016806		LHUM_18316-RA	
OG0016807		LHUM_25722-RA	
OG0016808		LHUM_18319-RA	
OG0016809		LHUM_10237-RA	
OG0016810		LHUM_10643-RA	
OG0016811		LHUM_10646-RA	
OG0016812		LHUM_10648-RA	
OG0016813		LHUM_11178-RA	
OG0016814		LHUM_13500-RA	
OG0016815		LHUM_13496-RA	
OG0016816		LHUM_13505-RA	
OG0016817		LHUM_13504-RA	
OG0016818		LHUM_13510-RA	
OG0016819		LHUM_13515-RA	
OG0016820		LHUM_13538-RA	
OG0016821		LHUM_13526-RA	
OG0016822		LHUM_13524-RA	
OG0016823		LHUM_13546-RA	
OG0016824		LHUM_25469-RA	
OG0016825		LHUM_13544-RA	
OG0016826		LHUM_13574-RA	
OG0016827		LHUM_13575-RA	
OG0016828		LHUM_13578-RA	
OG0016829		LHUM_13579-RA	
OG0016830		LHUM_25474-RA	
OG0016831		LHUM_13581-RA	
OG0016832		LHUM_13580-RA	
OG0016833		LHUM_13582-RA	
OG0016834		LHUM_13596-RA	
OG0016835		LHUM_13614-RA	
OG0016836		LHUM_13621-RA	
OG0016837		LHUM_13647-RA	
OG0016838		LHUM_13665-RA	
OG0016839		LHUM_13667-RA	
OG0016840		LHUM_13668-RA	
OG0016841		LHUM_13669-RA	
OG0016842		LHUM_13677-RA	
OG0016843		LHUM_13670-RA	
OG0016844		LHUM_13678-RA	
OG0016845		LHUM_13687-RA	
OG0016846		LHUM_13692-RA	
OG0016847		LHUM_25461-RA	
OG0016848		LHUM_13696-RA	
OG0016849		LHUM_13697-RA	
OG0016850		LHUM_13713-RA	
OG0016851		LHUM_13712-RA	
OG0016852		LHUM_13717-RA	
OG0016853		LHUM_13728-RA	
OG0016854		LHUM_25462-RA	
OG0016855		LHUM_13735-RA	
OG0016856		LHUM_13739-RA	
OG0016857		LHUM_13740-RA	
OG0016858		LHUM_25463-RA	
OG0016859		LHUM_13746-RA	
OG0016860		LHUM_13755-RA	
OG0016861		LHUM_25464-RA	
OG0016862		LHUM_13760-RA	
OG0016863		LHUM_13765-RA	
OG0016864		LHUM_25466-RA	
OG0016865		LHUM_13778-RA	
OG0016866		LHUM_13782-RA	
OG0016867		LHUM_13793-RA	
OG0016868		LHUM_25468-RA	
OG0016869		LHUM_13799-RA	
OG0016870		LHUM_13805-RA	
OG0016871		LHUM_13806-RA	
OG0016872		LHUM_13807-RA	
OG0016873		LHUM_13812-RA	
OG0016874		LHUM_13813-RA	
OG0016875		LHUM_13814-RA	
OG0016876		LHUM_25472-RA	
OG0016877		LHUM_25473-RA	
OG0016878		LHUM_13820-RA	
OG0016879		LHUM_13851-RA	
OG0016880		LHUM_13843-RA	
OG0016881		LHUM_13856-RA	
OG0016882		LHUM_11490-RA	
OG0016883		LHUM_11892-RA	
OG0016884		LHUM_16061-RA	
OG0016885		LHUM_16072-RA	
OG0016886		LHUM_16067-RA	
OG0016887		LHUM_16084-RA	
OG0016888		LHUM_16082-RA	
OG0016889		LHUM_16083-RA	
OG0016890		LHUM_16085-RA	
OG0016891		LHUM_11059-RA	
OG0016892		LHUM_25315-RA	
OG0016893		LHUM_11055-RA	
OG0016894		LHUM_11302-RA	
OG0016895		LHUM_11308-RA	
OG0016896		LHUM_11310-RA	
OG0016897		LHUM_11309-RA	
OG0016898		LHUM_11312-RA	
OG0016899		LHUM_11315-RA	
OG0016900		LHUM_26056-RA	
OG0016901		LHUM_26055-RA	
OG0016902		LHUM_10364-RA	
OG0016903		LHUM_22676-RA	
OG0016904		LHUM_22687-RA	
OG0016905		LHUM_25989-RA	
OG0016906		LHUM_22690-RA	
OG0016907		LHUM_22693-RA	
OG0016908		LHUM_21033-RA	
OG0016909		LHUM_21045-RA	
OG0016910		LHUM_21047-RA	
OG0016911		LHUM_21048-RA	
OG0016912		LHUM_21073-RA	
OG0016913		LHUM_21079-RA	
OG0016914		LHUM_21077-RA	
OG0016915		LHUM_21078-RA	
OG0016916		LHUM_25936-RA	
OG0016917		LHUM_21109-RA	
OG0016918		LHUM_21096-RA	
OG0016919		LHUM_21101-RA	
OG0016920		LHUM_21100-RA	
OG0016921		LHUM_21098-RA	
OG0016922		LHUM_21121-RA	
OG0016923		LHUM_21110-RA	
OG0016924		LHUM_21120-RA	
OG0016925		LHUM_21125-RA	
OG0016926		LHUM_25938-RA	
OG0016927		LHUM_21142-RA	
OG0016928		LHUM_21145-RA	
OG0016929		LHUM_21161-RA	
OG0016930		LHUM_21158-RA	
OG0016931		LHUM_21164-RA	
OG0016932		LHUM_21160-RA	
OG0016933		LHUM_21162-RA	
OG0016934		LHUM_21163-RA	
OG0016935		LHUM_21155-RA	
OG0016936		LHUM_21159-RA	
OG0016937		LHUM_21183-RA	
OG0016938		LHUM_21194-RA	
OG0016939		LHUM_21191-RA	
OG0016940		LHUM_21188-RA	
OG0016941		LHUM_21192-RA	
OG0016942		LHUM_21193-RA	
OG0016943		LHUM_21215-RA	
OG0016944		LHUM_21239-RA	
OG0016945		LHUM_21257-RA	
OG0016946		LHUM_21254-RA	
OG0016947		LHUM_21260-RA	
OG0016948		LHUM_21259-RA	
OG0016949		LHUM_21264-RA	
OG0016950		LHUM_21265-RA	
OG0016951		LHUM_21271-RA	
OG0016952		LHUM_25925-RA	
OG0016953		LHUM_21276-RA	
OG0016954		LHUM_25926-RA	
OG0016955		LHUM_21285-RA	
OG0016956		LHUM_21307-RA	
OG0016957		LHUM_25928-RA	
OG0016958		LHUM_21314-RA	
OG0016959		LHUM_21313-RA	
OG0016960		LHUM_21315-RA	
OG0016961		LHUM_21308-RA	
OG0016962		LHUM_25932-RA	
OG0016963		LHUM_21323-RA	
OG0016964		LHUM_21353-RA	
OG0016965		LHUM_25919-RA	
OG0016966		LHUM_25933-RA	
OG0016967		LHUM_25934-RA	
OG0016968		LHUM_21390-RA	
OG0016969		LHUM_21381-RA	
OG0016970		LHUM_21388-RA	
OG0016971		LHUM_21394-RA	
OG0016972		LHUM_21405-RA	
OG0016973		LHUM_21407-RA	
OG0016974		LHUM_21408-RA	
OG0016975		LHUM_21404-RA	
OG0016976		LHUM_21417-RA	
OG0016977		LHUM_21422-RA	
OG0016978		LHUM_10165-RA	
OG0016979		LHUM_21004-RA	
OG0016980		LHUM_25912-RA	
OG0016981		LHUM_21012-RA	
OG0016982		LHUM_21011-RA	
OG0016983		LHUM_25914-RA	
OG0016984		LHUM_21013-RA	
OG0016985		LHUM_21010-RA	
OG0016986		LHUM_21014-RA	
OG0016987		LHUM_21021-RA	
OG0016988		LHUM_21023-RA	
OG0016989		LHUM_21024-RA	
OG0016990		LHUM_21031-RA	
OG0016991		LHUM_15735-RA	
OG0016992		LHUM_15736-RA	
OG0016993		LHUM_10356-RA	
OG0016994		LHUM_23484-RA	
OG0016995		LHUM_23489-RA	
OG0016996		LHUM_23520-RA	
OG0016997		LHUM_23516-RA	
OG0016998		LHUM_23518-RA	
OG0016999		LHUM_23539-RA	
OG0017000		LHUM_23538-RA	
OG0017001		LHUM_23554-RA	
OG0017002		LHUM_23555-RA	
OG0017003		LHUM_23560-RA	
OG0017004		LHUM_23566-RA	
OG0017005		LHUM_23565-RA	
OG0017006		LHUM_23586-RA	
OG0017007		LHUM_26053-RA	
OG0017008		LHUM_23574-RA	
OG0017009		LHUM_23585-RA	
OG0017010		LHUM_23572-RA	
OG0017011		LHUM_23589-RA	
OG0017012		LHUM_23573-RA	
OG0017013		LHUM_23584-RA	
OG0017014		LHUM_23582-RA	
OG0017015		LHUM_26054-RA	
OG0017016		LHUM_23596-RA	
OG0017017		LHUM_23611-RA	
OG0017018		LHUM_26041-RA	
OG0017019		LHUM_23631-RA	
OG0017020		LHUM_23622-RA	
OG0017021		LHUM_23633-RA	
OG0017022		LHUM_23621-RA	
OG0017023		LHUM_23632-RA	
OG0017024		LHUM_23626-RA	
OG0017025		LHUM_23641-RA	
OG0017026		LHUM_23638-RA	
OG0017027		LHUM_23640-RA	
OG0017028		LHUM_23637-RA	
OG0017029		LHUM_26042-RA	
OG0017030		LHUM_13879-RA	
OG0017031		LHUM_10154-RA	
OG0017032		LHUM_17577-RA	
OG0017033		LHUM_17583-RA	
OG0017034		LHUM_17605-RA	
OG0017035		LHUM_17604-RA	
OG0017036		LHUM_17618-RA	
OG0017037		LHUM_17620-RA	
OG0017038		LHUM_17619-RA	
OG0017039		LHUM_17638-RA	
OG0017040		LHUM_17626-RA	
OG0017041		LHUM_17658-RA	
OG0017042		LHUM_25686-RA	
OG0017043		LHUM_17670-RA	
OG0017044		LHUM_17697-RA	
OG0017045		LHUM_17682-RA	
OG0017046		LHUM_17685-RA	
OG0017047		LHUM_17696-RA	
OG0017048		LHUM_10941-RA	
OG0017049		LHUM_10939-RA	
OG0017050		LHUM_10940-RA	
OG0017051		LHUM_10942-RA	
OG0017052		LHUM_21753-RA	
OG0017053		LHUM_21757-RA	
OG0017054		LHUM_21766-RA	
OG0017055		LHUM_21783-RA	
OG0017056		LHUM_21793-RA	
OG0017057		LHUM_21805-RA	
OG0017058		LHUM_21807-RA	
OG0017059		LHUM_18334-RA	
OG0017060		LHUM_18326-RA	
OG0017061		LHUM_18332-RA	
OG0017062		LHUM_18347-RA	
OG0017063		LHUM_18351-RA	
OG0017064		LHUM_11662-RA	
OG0017065		LHUM_11667-RA	
OG0017066		LHUM_11675-RA	
OG0017067		LHUM_11682-RA	
OG0017068		LHUM_11683-RA	
OG0017069		LHUM_11696-RA	
OG0017070		LHUM_11702-RA	
OG0017071		LHUM_11703-RA	
OG0017072		LHUM_11708-RA	
OG0017073		LHUM_11713-RA	
OG0017074		LHUM_11712-RA	
OG0017075		LHUM_11707-RA	
OG0017076		LHUM_11711-RA	
OG0017077		LHUM_11709-RA	
OG0017078		LHUM_11706-RA	
OG0017079		LHUM_25353-RA	
OG0017080		LHUM_18981-RA	
OG0017081		LHUM_18986-RA	
OG0017082		LHUM_18977-RA	
OG0017083		LHUM_19000-RA	
OG0017084		LHUM_18992-RA	
OG0017085		LHUM_19001-RA	
OG0017086		LHUM_18989-RA	
OG0017087		LHUM_25752-RA	
OG0017088		LHUM_19034-RA	
OG0017089		LHUM_25754-RA	
OG0017090		LHUM_19069-RA	
OG0017091		LHUM_19070-RA	
OG0017092		LHUM_19071-RA	
OG0017093		LHUM_19081-RA	
OG0017094		LHUM_25751-RA	
OG0017095		LHUM_19076-RA	
OG0017096		LHUM_10252-RA	
OG0017097		LHUM_10159-RA	
OG0017098		LHUM_10948-RA	
OG0017099		LHUM_10960-RA	
OG0017100		LHUM_10976-RA	
OG0017101		LHUM_10972-RA	
OG0017102		LHUM_25311-RA	
OG0017103		LHUM_10975-RA	
OG0017104		LHUM_10971-RA	
OG0017105		LHUM_10970-RA	
OG0017106		LHUM_10997-RA	
OG0017107		LHUM_10996-RA	
OG0017108		LHUM_25310-RA	
OG0017109		LHUM_11000-RA	
OG0017110		LHUM_11004-RA	
OG0017111		LHUM_11007-RA	
OG0017112		LHUM_14447-RA	
OG0017113		LHUM_19146-RA	
OG0017114		LHUM_19145-RA	
OG0017115		LHUM_19161-RA	
OG0017116		LHUM_19177-RA	
OG0017117		LHUM_19199-RA	
OG0017118		LHUM_19206-RA	
OG0017119		LHUM_19214-RA	
OG0017120		LHUM_19223-RA	
OG0017121		LHUM_19240-RA	
OG0017122		LHUM_19234-RA	
OG0017123		LHUM_19262-RA	
OG0017124		LHUM_19250-RA	
OG0017125		LHUM_19249-RA	
OG0017126		LHUM_19253-RA	
OG0017127		LHUM_19258-RA	
OG0017128		LHUM_19263-RA	
OG0017129		LHUM_19277-RA	
OG0017130		LHUM_25759-RA	
OG0017131		LHUM_10254-RA	
OG0017132		maker-scf7180001005026-snap-gene-0.6_1-RA	
OG0017133		LHUM_22555-RA	
OG0017134		LHUM_25985-RA	
OG0017135		LHUM_22563-RA	
OG0017136		LHUM_22571-RA	
OG0017137		LHUM_22573-RA	
OG0017138		LHUM_22590-RA	
OG0017139		LHUM_22586-RA	
OG0017140		LHUM_22591-RA	
OG0017141		LHUM_22595-RA	
OG0017142		LHUM_22624-RA	
OG0017143		LHUM_22626-RA	
OG0017144		LHUM_22615-RA	
OG0017145		LHUM_22648-RA	
OG0017146		LHUM_22645-RA	
OG0017147		LHUM_22666-RA	
OG0017148		LHUM_22661-RA	
OG0017149		LHUM_10016-RA	
OG0017150		LHUM_10919-RA	
OG0017151		LHUM_25894-RA	
OG0017152		LHUM_13917-RA	
OG0017153		LHUM_10365-RA	
OG0017154		LHUM_10718-RA	
OG0017155		LHUM_25664-RA	
OG0017156		LHUM_25670-RA	
OG0017157		LHUM_25671-RA	
OG0017158		LHUM_17375-RA	
OG0017159		LHUM_17383-RA	
OG0017160		LHUM_17392-RA	
OG0017161		LHUM_17391-RA	
OG0017162		LHUM_25662-RA	
OG0017163		LHUM_17394-RA	
OG0017164		LHUM_17406-RA	
OG0017165		LHUM_17415-RA	
OG0017166		LHUM_17429-RA	
OG0017167		LHUM_17430-RA	
OG0017168		LHUM_17444-RA	
OG0017169		LHUM_23748-RA	
OG0017170		LHUM_23749-RA	
OG0017171		LHUM_23745-RA	
OG0017172		LHUM_23212-RA	
OG0017173		LHUM_26019-RA	
OG0017174		LHUM_23215-RA	
OG0017175		LHUM_23219-RA	
OG0017176		LHUM_23218-RA	
OG0017177		LHUM_23222-RA	
OG0017178		LHUM_23230-RA	
OG0017179		LHUM_11898-RA	
OG0017180		LHUM_11904-RA	
OG0017181		LHUM_11907-RA	
OG0017182		LHUM_11908-RA	
OG0017183		LHUM_11913-RA	
OG0017184		LHUM_25363-RA	
OG0017185		LHUM_11915-RA	
OG0017186		LHUM_11917-RA	
OG0017187		LHUM_11931-RA	
OG0017188		LHUM_11936-RA	
OG0017189		LHUM_11937-RA	
OG0017190		LHUM_16567-RA	
OG0017191		LHUM_16577-RA	
OG0017192		LHUM_16566-RA	
OG0017193		LHUM_16579-RA	
OG0017194		LHUM_16575-RA	
OG0017195		LHUM_25621-RA	
OG0017196		LHUM_22985-RA	
OG0017197		LHUM_22992-RA	
OG0017198		LHUM_22996-RA	
OG0017199		LHUM_22997-RA	
OG0017200		LHUM_22993-RA	
OG0017201		LHUM_10196-RA	
OG0017202		LHUM_10198-RA	
OG0017203		LHUM_14553-RA	
OG0017204		LHUM_16752-RA	
OG0017205		LHUM_25638-RA	
OG0017206		LHUM_16763-RA	
OG0017207		LHUM_15102-RA	
OG0017208		LHUM_20811-RA	
OG0017209		LHUM_20814-RA	
OG0017210		LHUM_20818-RA	
OG0017211		LHUM_13975-RA	
OG0017212		LHUM_13972-RA	
OG0017213		LHUM_25480-RA	
OG0017214		LHUM_13978-RA	
OG0017215		LHUM_11799-RA	
OG0017216		LHUM_11791-RA	
OG0017217		LHUM_11797-RA	
OG0017218		LHUM_12509-RA	
OG0017219		LHUM_12508-RA	
OG0017220		LHUM_23253-RA	
OG0017221		LHUM_26037-RA	
OG0017222		LHUM_23303-RA	
OG0017223		LHUM_23315-RA	
