Orthogroup	acep_annotation	lhum_annotation	pbar_annotation
OG0006135	ACEP_00009303-RA	LHUM_12842-RA	PBAR_24969-RA
OG0006136	ACEP_00009302-RA	LHUM_12847-RA	PBAR_24967-RA
OG0006137	ACEP_00009306-RA	LHUM_24449-RA	PBAR_24973-RA
OG0006138	ACEP_00009305-RA	LHUM_24441-RA	PBAR_24961-RA
OG0006139	ACEP_00009297-RA	LHUM_24495-RA	PBAR_24968-RA
OG0006140	ACEP_00009299-RA	LHUM_24499-RA	PBAR_24966-RA
OG0006141	ACEP_00009296-RA	LHUM_24498-RA	PBAR_24955-RA
OG0006142	ACEP_00009295-RA	LHUM_um_white-RB	PBAR_ar_white-RA
OG0006143	ACEP_00009294-RA	LHUM_24494-RA	PBAR_ar_Pi3K92E-1
OG0006144	ACEP_00009293-RA	LHUM_um_Sid1-like-RA	PBAR_ar_Sid1-like-1
OG0006145	ACEP_00009292-RA	LHUM_24485-RA	PBAR_24949-RA
OG0006146	ACEP_00009291-RA	LHUM_24483-RA	PBAR_24956-RA
OG0006147	ACEP_00009284-RA	LHUM_16832-RA	PBAR_24938-RA
OG0006148	ACEP_00009287-RA	LHUM_24484-RA	PBAR_24941-RA
OG0006149	ACEP_00009281-RA	LHUM_16820-RA	PBAR_24940-RA
OG0006150	ACEP_00009289-RA	LHUM_24486-RA	PBAR_24951-RA
OG0006151	ACEP_00009282-RA	LHUM_16825-RA	PBAR_24945-RA
OG0006152	ACEP_00009288-RA	LHUM_24492-RA	PBAR_24957-RA
OG0006153	ACEP_00009286-RA	LHUM_16843-RA	PBAR_24946-RA
OG0006154	ACEP_00009283-RA	LHUM_16833-RA	PBAR_24939-RA
OG0006155	ACEP_00009290-RA	LHUM_24481-RA	PBAR_24950-RA
OG0006156	ACEP_00009276-RA	LHUM_12841-RA	PBAR_ar_RpS3A-1
OG0006157	ACEP_00009278-RA	LHUM_18612-RA	PBAR_24942-RA
OG0006158	ACEP_00009280-RA	LHUM_18621-RA	PBAR_24947-RA
OG0006159	ACEP_00009263-RA	LHUM_16817-RA	PBAR_24926-RA
OG0006160	ACEP_00009260-RA	LHUM_16819-RA	PBAR_24927-RA
OG0006161	ACEP_00009262-RA	LHUM_16827-RA	PBAR_24934-RA
OG0006162	ACEP_00009264-RA	LHUM_16823-RA	PBAR_24930-RA
OG0006163	ACEP_00009265-RA	LHUM_16826-RA	PBAR_24935-RA
OG0006164	ACEP_00009249-RA	LHUM_18437-RA	PBAR_24924-RA
OG0006165	ACEP_00009254-RA	LHUM_18438-RA	PBAR_24931-RA
OG0006166	ACEP_00009250-RA	LHUM_18427-RA	PBAR_24919-RA
OG0006167	ACEP_00009248-RA	LHUM_18429-RA	PBAR_24920-RA
OG0006168	ACEP_00009247-RA	LHUM_17004-RA	PBAR_24922-RA
OG0006169	ACEP_00009244-RA	LHUM_17005-RA	PBAR_24918-RA
OG0006170	ACEP_00009238-RA	LHUM_18446-RA	PBAR_24908-RA
OG0006171	ACEP_00009240-RA	LHUM_17014-RA	PBAR_24903-RA
OG0006172	ACEP_00009242-RA	LHUM_17010-RA	PBAR_24913-RA
OG0006173	ACEP_00009241-RA	LHUM_17011-RA	PBAR_24915-RA
OG0006174	ACEP_00009239-RA	LHUM_11497-RA	PBAR_15520-RA
OG0006175	ACEP_00009237-RA	LHUM_18450-RA	PBAR_24914-RA
OG0006176	ACEP_00009231-RA	LHUM_14795-RA	PBAR_10796-RA
OG0006177	ACEP_00009229-RA	LHUM_14797-RA	PBAR_25227-RA
OG0006178	ACEP_00009230-RA	LHUM_14793-RA	PBAR_18705-RA
OG0006179	ACEP_00009226-RA	LHUM_14809-RA	PBAR_25216-RA
OG0006180	ACEP_00009228-RA	LHUM_14810-RA	PBAR_25219-RA
OG0006181	ACEP_00009223-RA	LHUM_19305-RA	PBAR_24910-RA
OG0006182	ACEP_00009217-RA	LHUM_14813-RA	PBAR_24904-RA
OG0006183	ACEP_00009209-RA	LHUM_13455-RA	PBAR_10675-RA
OG0006184	ACEP_00009207-RA	LHUM_12688-RA	PBAR_15552-RA
OG0006185	ACEP_00017786-RA	LHUM_25572-RA	PBAR_15551-RA
OG0006186	ACEP_00009183-RA, ACEP_00016419-RA		PBAR_15160-RA
OG0006187	ACEP_00009180-RA	LHUM_15091-RA	PBAR_23916-RA
OG0006188	ACEP_00009172-RA	LHUM_15090-RA	PBAR_23911-RA
OG0006189	ACEP_00007334-RA	LHUM_20769-RA	PBAR_12293-RA
OG0006190	ACEP_00007335-RA	LHUM_20771-RA	PBAR_12294-RA
OG0006191	ACEP_00007328-RA	LHUM_20773-RA	PBAR_20387-RA
OG0006192	ACEP_00007330-RA	LHUM_20774-RA	PBAR_20388-RA
OG0006193	ACEP_00007329-RA	LHUM_20770-RA	PBAR_20385-RA
OG0006194	ACEP_00007332-RA	LHUM_20776-RA	PBAR_12287-RA
OG0006195	ACEP_00007327-RA	LHUM_20772-RA	PBAR_20386-RA
OG0006196	ACEP_00007324-RA	LHUM_20779-RA	PBAR_20390-RA
OG0006197	ACEP_00017539-RA	LHUM_20778-RA	PBAR_20392-RA
OG0006198	ACEP_00007317-RA	LHUM_20802-RA	PBAR_ar_Ilp2-1
OG0006199	ACEP_00007319-RA	LHUM_20800-RA	PBAR_20395-RA
OG0006200	ACEP_00007316-RA	LHUM_20796-RA	PBAR_20402-RA
OG0006201	ACEP_00007323-RA	LHUM_20781-RA	PBAR_20396-RA
OG0006202	ACEP_00007312-RA	LHUM_20792-RA	PBAR_20407-RA
OG0006203	ACEP_00007311-RA	LHUM_20798-RA	PBAR_20401-RA
OG0006204	ACEP_00007315-RA	LHUM_20793-RA	PBAR_20405-RA
OG0006205	ACEP_00007298-RA	LHUM_20801-RA	PBAR_20412-RA
OG0006206	ACEP_00007302-RA	LHUM_20788-RA	PBAR_20408-RA
OG0006207	ACEP_00007299-RA	LHUM_20784-RA	PBAR_20416-RA
OG0006208	ACEP_00007300-RA	LHUM_20786-RA	PBAR_20418-RA
OG0006209	ACEP_00007297-RA	LHUM_20803-RA	PBAR_ar_hipk-1
OG0006210	ACEP_00007294-RA	LHUM_23665-RA	PBAR_20426-RA
OG0006211	ACEP_00007295-RA	LHUM_23667-RA	PBAR_20425-RA
OG0006212	ACEP_00007296-RA	LHUM_23666-RA	PBAR_20415-RA
OG0006213	ACEP_00007290-RA	LHUM_23677-RA	PBAR_20424-RA
OG0006214	ACEP_00007292-RA	LHUM_23674-RA	PBAR_20428-RA
OG0006215	ACEP_00007291-RA	LHUM_23671-RA	PBAR_20423-RA
OG0006216	ACEP_00007285-RA	LHUM_23680-RA	PBAR_20431-RA
OG0006217	ACEP_00007288-RA	LHUM_23681-RA	PBAR_20432-RA
OG0006218	ACEP_00007289-RA	LHUM_23672-RA	PBAR_20433-RA
OG0006219	ACEP_00007273-RA	LHUM_17924-RA	PBAR_20655-RA
OG0006220	ACEP_00007282-RA	LHUM_23684-RA	PBAR_20438-RA
OG0006221	ACEP_00007277-RA	LHUM_17908-RA	PBAR_20653-RA
OG0006222	ACEP_00007268-RA	LHUM_17922-RA	PBAR_20649-RA
OG0006223	ACEP_00007272-RA	LHUM_17928-RA	PBAR_20659-RA
OG0006224	ACEP_00007276-RA	LHUM_17911-RA	PBAR_20662-RA
OG0006225	ACEP_00007269-RA	LHUM_17915-RA	PBAR_20650-RA
OG0006226	ACEP_00007280-RA	LHUM_17909-RA	PBAR_ar_Ras1-RB
OG0006227	ACEP_00007266-RA	LHUM_17930-RA	PBAR_20665-RA
OG0006228	ACEP_00007279-RA	LHUM_17910-RA	PBAR_20660-RA
OG0006229	ACEP_00007253-RA	LHUM_17933-RA	PBAR_20657-RA
OG0006230	ACEP_00007260-RA	LHUM_17914-RA	PBAR_10752-RA
OG0006231	ACEP_00007255-RA	LHUM_17932-RA	PBAR_20661-RA
OG0006232	ACEP_00007258-RA	LHUM_17929-RA	PBAR_10755-RA
OG0006233	ACEP_00007257-RA	LHUM_17918-RA	PBAR_20652-RA
OG0006234	ACEP_00007251-RA	LHUM_17917-RA	PBAR_20666-RA
OG0006235	ACEP_00007259-RA	LHUM_17934-RA	PBAR_ar_Cox6b1_like_B-1
OG0006236	ACEP_00007263-RA	LHUM_17913-RA	PBAR_20646-RA
OG0006237	ACEP_00007262-RA	LHUM_17923-RA	PBAR_10751-RA
OG0006238	ACEP_00007250-RA	LHUM_17938-RA	PBAR_20672-RA
OG0006239	ACEP_00007256-RA	LHUM_17916-RA	PBAR_20651-RA
OG0006240	ACEP_00007254-RA	LHUM_17921-RA	PBAR_20647-RA
OG0006241	ACEP_00007265-RA	LHUM_17919-RA	PBAR_20654-RA
OG0006242	ACEP_00007264-RA	LHUM_17931-RA	PBAR_ar_Uqcrh_like-1
OG0006243	ACEP_00007244-RA	LHUM_17937-RA	PBAR_25936-RA
OG0006244	ACEP_00007241-RA	LHUM_17943-RA	PBAR_25941-RA
OG0006245	ACEP_00007239-RA	LHUM_17939-RA	PBAR_25938-RA
OG0006246	ACEP_00007240-RA	LHUM_17941-RA	PBAR_25942-RA
OG0006247	ACEP_00007236-RA	LHUM_17944-RA	PBAR_25946-RA
OG0006248	ACEP_00007228-RA	LHUM_17309-RA	PBAR_25953-RA
OG0006249	ACEP_00007230-RA	LHUM_17954-RA	PBAR_25954-RA
OG0006250	ACEP_00007227-RA	LHUM_17311-RA	PBAR_25955-RA
OG0006251	ACEP_00007225-RA	LHUM_17315-RA	PBAR_25961-RA
OG0006252	ACEP_00007216-RA	LHUM_24299-RA	PBAR_25968-RA
OG0006253	ACEP_00007221-RA	LHUM_13315-RA	PBAR_25959-RA
OG0006254	ACEP_00007222-RA	LHUM_17322-RA	PBAR_25966-RA
OG0006255	ACEP_00007217-RA	LHUM_24298-RA	PBAR_25967-RA
OG0006256	ACEP_00007218-RA	LHUM_10739-RA	PBAR_ar_Atp5o_like-1
OG0006257	ACEP_00007219-RA	LHUM_10740-RA	PBAR_25960-RA
OG0006258	ACEP_00007220-RA	LHUM_13316-RA	PBAR_25965-RA
OG0006259	ACEP_00007211-RA	LHUM_14550-RA	PBAR_13820-RA
OG0006260	ACEP_00007214-RA	LHUM_24307-RA	PBAR_25963-RA
OG0006261	ACEP_00007215-RA	CG_02183667	PBAR_25962-RA
OG0006262	ACEP_00007213-RA	LHUM_24306-RA	PBAR_25974-RA
OG0006263	ACEP_00007209-RA	LHUM_16340-RA	PBAR_18992-RA
OG0006264	ACEP_00007201-RA	LHUM_17342-RA	PBAR_13871-RA
OG0006265	ACEP_00007207-RA	LHUM_10597-RA	PBAR_ar_CG10527-1
OG0006266	ACEP_00007202-RA	LHUM_17345-RA	PBAR_13866-RA
OG0006267	ACEP_00007205-RA	LHUM_17343-RA	PBAR_13872-RA
OG0006268	ACEP_00007204-RA	LHUM_17332-RA	PBAR_13868-RA
OG0006269	ACEP_00007208-RA	LHUM_16341-RA	PBAR_18991-RA
OG0006270	ACEP_00007198-RA	LHUM_17341-RA	PBAR_13863-RA
OG0006271	ACEP_00007197-RA	LHUM_um_Dnmt3-RA	PBAR_13860-RA
OG0006272	ACEP_00007199-RA	LHUM_17344-RA	PBAR_13870-RA
OG0006273	ACEP_00007192-RA	LHUM_20736-RA	PBAR_19297-RA
OG0006274	ACEP_00007180-RA	LHUM_20747-RA	PBAR_19298-RA
OG0006275	ACEP_00007185-RA	LHUM_20749-RA	PBAR_19299-RA
OG0006276	ACEP_00007187-RA	maker-scf7180001004993-augustus-gene-5.4-mRNA-1	PBAR_19295-RA
OG0006277	ACEP_00007186-RA	LHUM_20753-RA	PBAR_19292-RA
OG0006278	ACEP_00007188-RA	maker-scf7180001004993-snap-gene-4.10-mRNA-1	PBAR_19294-RA
OG0006279	ACEP_00007183-RA	LHUM_20750-RA	PBAR_19302-RA
OG0006280	ACEP_00007184-RA	LHUM_20748-RA	PBAR_19296-RA
OG0006281	ACEP_00007189-RA	LHUM_UM_08158164	PBAR_19293-RA
OG0006282	ACEP_00007179-RA	LHUM_20744-RA	PBAR_19288-RA
OG0006283	ACEP_00007171-RA	LHUM_19074-RA	PBAR_25976-RA
OG0006284	ACEP_00007174-RA	LHUM_20761-RA	PBAR_19285-RA
OG0006285	ACEP_00007172-RA	LHUM_19079-RA	PBAR_25970-RA
OG0006286	ACEP_00007178-RA	LHUM_20745-RA	PBAR_19289-RA
OG0006287	ACEP_00007173-RA	LHUM_19077-RA	PBAR_25971-RA
OG0006288	ACEP_00007177-RA	LHUM_20751-RA	PBAR_26212-RA
OG0006289	ACEP_00007165-RA	LHUM_19061-RA	PBAR_25973-RA
OG0006290	ACEP_00007166-RA	LHUM_19065-RA	PBAR_25969-RA
OG0006291	ACEP_00007167-RA	LHUM_19064-RA	PBAR_25975-RA
OG0006292	ACEP_00007162-RA	LHUM_19063-RA	PBAR_25984-RA
OG0006293	ACEP_00007158-RA	LHUM_19078-RA	PBAR_25985-RA
OG0006294	ACEP_00007163-RA	LHUM_19067-RA	PBAR_25982-RA
OG0006295	ACEP_00007161-RA	LHUM_19066-RA	PBAR_25980-RA
OG0006296	ACEP_00007159-RA	LHUM_19073-RA	PBAR_25981-RA
OG0006297	ACEP_00007160-RA	LHUM_19062-RA	PBAR_25983-RA
OG0006298	ACEP_00007146-RA	LHUM_19087-RA	PBAR_25988-RA
OG0006299	ACEP_00007152-RA	LHUM_19084-RA	PBAR_25989-RA
OG0006300	ACEP_00007145-RA	LHUM_23721-RA	PBAR_25996-RA
OG0006301	ACEP_00007151-RA	LHUM_19088-RA	PBAR_25994-RA
OG0006302	ACEP_00007137-RA	LHUM_23712-RA	PBAR_26016-RA
OG0006303	ACEP_00007147-RA	LHUM_19093-RA	PBAR_26001-RA
OG0006304	ACEP_00007153-RA	LHUM_19091-RA	PBAR_25999-RA
OG0006305	ACEP_00007154-RA	LHUM_19085-RA	PBAR_25993-RA
OG0006306	ACEP_00007149-RA	LHUM_19092-RA	PBAR_26000-RA
OG0006307	ACEP_00007138-RA	LHUM_23715-RA	PBAR_26017-RA
OG0006308	ACEP_00007144-RA	LHUM_23709-RA	PBAR_26002-RA
OG0006309	ACEP_00007150-RA	LHUM_19094-RA	PBAR_26004-RA
OG0006310	ACEP_00007140-RA	LHUM_23719-RA	PBAR_25987-RA
OG0006311	ACEP_00007148-RA	LHUM_19083-RA	PBAR_25992-RA
OG0006312	ACEP_00007142-RA	LHUM_23723-RA	PBAR_25997-RA
OG0006313	ACEP_00007141-RA	LHUM_23717-RA	PBAR_26003-RA
OG0006314	ACEP_00007155-RA	LHUM_19090-RA	PBAR_25995-RA
OG0006315	ACEP_00007135-RA	LHUM_23711-RA	PBAR_26014-RA
OG0006316	ACEP_00007128-RA	LHUM_23705-RA	PBAR_26009-RA
OG0006317	ACEP_00007136-RA	LHUM_23716-RA	PBAR_26018-RA
OG0006318	ACEP_00007132-RA	LHUM_23718-RA	PBAR_26005-RA
OG0006319	ACEP_00007133-RA	LHUM_23708-RA	PBAR_26010-RA
OG0006320	ACEP_00007134-RA	LHUM_23720-RA	PBAR_26007-RA
OG0006321	ACEP_00007126-RA	LHUM_23707-RA	PBAR_26006-RA
OG0006322	ACEP_00007130-RA	LHUM_23714-RA	PBAR_26013-RA
OG0006323	ACEP_00007124-RA	LHUM_23701-RA	PBAR_26027-RA
OG0006324	ACEP_00007121-RA	LHUM_23702-RA	PBAR_26029-RA
OG0006325	ACEP_00007105-RA	LHUM_10308-RA	PBAR_26035-RA
OG0006326	ACEP_00007107-RA	LHUM_10310-RA	PBAR_26046-RA
OG0006327	ACEP_00007108-RA	LHUM_10301-RA	PBAR_26040-RA
OG0006328	ACEP_00007104-RA	LHUM_13962-RA	PBAR_26036-RA
OG0006329	ACEP_00007109-RA	LHUM_11860-RA	PBAR_26044-RA
OG0006330	ACEP_00007106-RA	LHUM_10311-RA	PBAR_26047-RA
OG0006331	ACEP_00007112-RA	LHUM_11853-RA	PBAR_26028-RA
OG0006332	ACEP_00007117-RA	LHUM_11856-RA	PBAR_26026-RA
OG0006333	ACEP_00007119-RA	LHUM_23689-RA	PBAR_26031-RA
OG0006334	ACEP_00007116-RA	LHUM_11854-RA	PBAR_26025-RA
OG0006335	ACEP_00007115-RA	LHUM_11857-RA	PBAR_26032-RA
OG0006336	ACEP_00007091-RA	LHUM_19039-RA	PBAR_26034-RA
OG0006337	ACEP_00007087-RA	LHUM_19025-RA	PBAR_26055-RA
OG0006338	ACEP_00007092-RA	LHUM_19026-RA	PBAR_26043-RA
OG0006339	ACEP_00007089-RA	LHUM_19030-RA	PBAR_26058-RA
OG0006340	ACEP_04583097-RA	LHUM_14423-RA	PBAR_26039-RA
OG0006341	ACEP_00007088-RA	LHUM_19032-RA	PBAR_26051-RA
OG0006342	ACEP_00017550-RA	LHUM_25753-RA	PBAR_26049-RA
OG0006343	ACEP_00007100-RA	LHUM_13961-RA	PBAR_26037-RA
OG0006344	ACEP_00007102-RA	LHUM_13957-RA	PBAR_26045-RA
OG0006345	ACEP_00007090-RA	LHUM_19027-RA	PBAR_26057-RA
OG0006346	ACEP_00007099-RA	LHUM_13958-RA	PBAR_ar_RpS27-1
OG0006347	ACEP_00007103-RA	LHUM_13956-RA	PBAR_26048-RA
OG0006348	ACEP_00007081-RA	LHUM_18317-RA	PBAR_26056-RA
OG0006349	ACEP_00007083-RA	LHUM_18320-RA	PBAR_26050-RA
OG0006350	ACEP_00007079-RA	LHUM_18314-RA	PBAR_26063-RA
OG0006351	ACEP_00007074-RA	LHUM_18307-RA	PBAR_14892-RA
OG0006352	ACEP_00007072-RA	LHUM_18303-RA	PBAR_14890-RA
OG0006353	ACEP_00007064-RA	LHUM_18591-RA	PBAR_14883-RA
OG0006354	ACEP_00007068-RA	LHUM_18300-RA	PBAR_14882-RA
OG0006355	ACEP_00007066-RA	LHUM_18592-RA	PBAR_14881-RA
OG0006356	ACEP_00007069-RA	LHUM_18302-RA	PBAR_14887-RA
OG0006357	ACEP_00007067-RA	LHUM_18597-RA	PBAR_14888-RA
OG0006358	ACEP_00007061-RA	LHUM_18587-RA	PBAR_14880-RA
OG0006359	ACEP_00007057-RA	LHUM_18583-RA	PBAR_14877-RA
OG0006360	ACEP_00007060-RA	LHUM_18582-RA	PBAR_14876-RA
OG0006361	ACEP_00007055-RA	LHUM_18579-RA	PBAR_14869-RA
OG0006362	ACEP_00007056-RA	LHUM_18581-RA	PBAR_14868-RA
OG0006363	ACEP_00007047-RA	LHUM_18577-RA	PBAR_14860-RA
OG0006364	ACEP_00007051-RA	LHUM_18574-RA	PBAR_14857-RA
OG0006365	ACEP_00007048-RA	LHUM_18575-RA	PBAR_14856-RA
OG0006366	ACEP_00007050-RA	LHUM_18576-RA	PBAR_14859-RA
OG0006367	ACEP_00007049-RA	LHUM_18580-RA	PBAR_14861-RA
OG0006368	ACEP_00007043-RA	LHUM_18572-RA	PBAR_14863-RA
OG0006369	ACEP_00007041-RA	LHUM_18598-RA	PBAR_14854-RA
OG0006370	ACEP_00007042-RA	LHUM_18566-RA	PBAR_14853-RA
OG0006371	ACEP_00007040-RA	LHUM_18599-RA	PBAR_14855-RA
OG0006372	ACEP_00007035-RA	LHUM_18609-RA	PBAR_11678-RA
OG0006373	ACEP_00007037-RA	LHUM_18606-RA	PBAR_11675-RA
OG0006374	ACEP_00007033-RA	LHUM_18607-RA	PBAR_ar_RpS11-1
OG0006375	ACEP_00007032-RA	LHUM_18610-RA	PBAR_11684-RA
OG0006376	ACEP_00007029-RA	LHUM_10318-RA	PBAR_11689-RA
OG0006377	ACEP_00007030-RA	LHUM_10317-RA	PBAR_11685-RA
OG0006378	ACEP_00007025-RA	LHUM_10307-RA	PBAR_11690-RA
OG0006379	ACEP_00007026-RA	LHUM_10306-RA	PBAR_11688-RA
OG0006380	ACEP_00007023-RA	LHUM_10304-RA	PBAR_11687-RA
OG0006381	ACEP_00007024-RA	LHUM_10313-RA	PBAR_11686-RA
OG0006382	ACEP_00007021-RA	LHUM_10312-RA	PBAR_10098-RA
OG0006383	ACEP_00007017-RA	LHUM_18601-RA	PBAR_12353-RA
OG0006384	ACEP_00007014-RA	LHUM_18605-RA	PBAR_12365-RA
OG0006385	ACEP_00007015-RA	LHUM_18602-RA	PBAR_12362-RA
OG0006386	ACEP_00007018-RA	LHUM_18590-RA	PBAR_12350-RA
OG0006387	ACEP_00007020-RA	LHUM_18593-RA	PBAR_12351-RA
OG0006388	ACEP_00007019-RA	LHUM_18594-RA	PBAR_12354-RA
OG0006389	ACEP_00007007-RA	LHUM_18306-RA	PBAR_12358-RA
OG0006390	ACEP_00007008-RA	LHUM_18595-RA	PBAR_12357-RA
OG0006391	ACEP_00007011-RA	LHUM_25741-RA	PBAR_12367-RA
OG0006392	ACEP_00007009-RA	LHUM_18596-RA	PBAR_12359-RA
OG0006393	ACEP_00007010-RA	LHUM_18603-RA	PBAR_12363-RA
OG0006394	ACEP_00007013-RA	LHUM_18600-RA	PBAR_12360-RA
OG0006395	ACEP_00007004-RA	LHUM_18296-RA	PBAR_12368-RA
OG0006396	ACEP_00016616-RA	LHUM_21835-RA	PBAR_18894-RA
OG0006397	ACEP_00016923-RA	LHUM_21001-RA	PBAR_15503-RA
OG0006398	ACEP_00016552-RA	LHUM_21826-RA	PBAR_18883-RA
OG0006399	ACEP_00016685-RA	LHUM_14004-RA	PBAR_14562-RA
OG0006400	ACEP_00014160-RA	LHUM_22608-RA	PBAR_18231-RA
OG0006401	ACEP_00014157-RA	LHUM_22625-RA	PBAR_18240-RA
OG0006402	ACEP_00014156-RA	LHUM_22633-RA	PBAR_18233-RA
OG0006403	ACEP_00014158-RA	LHUM_22612-RA	PBAR_18232-RA
OG0006404	ACEP_00014153-RA	LHUM_22629-RA	PBAR_18245-RA
OG0006405	ACEP_00014144-RA	LHUM_22605-RA	PBAR_18250-RA
OG0006406	ACEP_00014145-RA	LHUM_22618-RA	PBAR_18243-RA
OG0006407	ACEP_00014147-RA	LHUM_22634-RA	PBAR_ar_mGlutR1-RA
OG0006408	ACEP_00014150-RA	LHUM_22628-RA	PBAR_18242-RA
OG0006409	ACEP_00014142-RA	LHUM_22620-RA	PBAR_18258-RA
OG0006410	ACEP_00014131-RA	LHUM_22619-RA	PBAR_18262-RA
OG0006411	ACEP_00014124-RA	LHUM_22609-RA	PBAR_18273-RA
OG0006412	ACEP_00014117-RA	LHUM_22599-RA	PBAR_18265-RA
OG0006413	ACEP_00014128-RA	LHUM_22614-RA	PBAR_18268-RA
OG0006414	ACEP_00014123-RA	LHUM_22611-RA	PBAR_18271-RA
OG0006415	ACEP_00014119-RA	LHUM_22602-RA	PBAR_18267-RA
OG0006416	ACEP_00014115-RA	LHUM_22600-RA	PBAR_18266-RA
OG0006417	ACEP_00014121-RA	LHUM_22603-RA	PBAR_18260-RA
OG0006418	ACEP_00014118-RA	LHUM_22604-RA	PBAR_18261-RA
OG0006419	ACEP_00014120-RA	LHUM_22601-RA	PBAR_ar_ECSIT-1
OG0006420	ACEP_00014129-RA	LHUM_22610-RA	PBAR_18269-RA
OG0006421	ACEP_00014112-RA	LHUM_22598-RA	PBAR_18280-RA
OG0006422	ACEP_00014111-RA	LHUM_22597-RA	PBAR_18281-RA
OG0006423	ACEP_00014110-RA	LHUM_22596-RA	PBAR_18282-RA
OG0006424	ACEP_00014102-RA	LHUM_22594-RA	PBAR_24625-RA
OG0006425	ACEP_00016663-RA	LHUM_21992-RA	PBAR_16094-RA
OG0006426	ACEP_00016540-RA	LHUM_13069-RA	PBAR_17435-RA
OG0006427	ACEP_00016876-RA	LHUM_25408-RA	PBAR_25168-RA
OG0006428	ACEP_00016534-RA	LHUM_21090-RA	PBAR_25861-RA
OG0006429	ACEP_00016936-RA	LHUM_15898-RA	PBAR_18945-RA
OG0006430	ACEP_00016424-RA	LHUM_14903-RA	PBAR_14242-RA
OG0006431	ACEP_00016869-RA	LHUM_21007-RA	PBAR_24629-RA
OG0006432	ACEP_00016497-RA	LHUM_16117-RA	PBAR_21760-RA
OG0006433	ACEP_00016633-RA	LHUM_20589-RA	CG_02550110
OG0006434	ACEP_00016349-RA	LHUM_18047-RA	PBAR_17727-RA
OG0006435	ACEP_00016770-RA	LHUM_24271-RA	PBAR_25620-RA
OG0006436	ACEP_00016769-RA	LHUM_24282-RA	PBAR_25611-RA
OG0006437	ACEP_00009792-RA	LHUM_19979-RA	PBAR_12180-RA
OG0006438	ACEP_00009774-RA	LHUM_19155-RA	PBAR_12184-RA
OG0006439	ACEP_00009771-RA	LHUM_19153-RA	PBAR_12188-RA
OG0006440	ACEP_00009769-RA	LHUM_19269-RA	PBAR_12206-RA
OG0006441	ACEP_00009763-RA	LHUM_19272-RA	PBAR_12190-RA
OG0006442	ACEP_00009760-RA	LHUM_19275-RA	PBAR_12191-RA
OG0006443	ACEP_00009757-RA	LHUM_19271-RA	PBAR_12201-RA
OG0006444	ACEP_00009761-RA	LHUM_19267-RA	PBAR_12203-RA
OG0006445	ACEP_00009744-RA	LHUM_19282-RA	PBAR_12192-RA
OG0006446	ACEP_00009741-RA	LHUM_19265-RA	PBAR_12199-RA
OG0006447	ACEP_00009739-RA	LHUM_13741-RA	PBAR_25581-RA
OG0006448	ACEP_00009738-RA	LHUM_13744-RA	PBAR_25587-RA
OG0006449	ACEP_00009726-RA	LHUM_16796-RA	PBAR_18012-RA
OG0006450	ACEP_00009720-RA	LHUM_19618-RA	PBAR_17996-RA
OG0006451	ACEP_00009709-RA	LHUM_19388-RA	PBAR_11026-RA
OG0006452	ACEP_00009710-RA	LHUM_19378-RA	PBAR_11012-RA
OG0006453	ACEP_00009706-RA	LHUM_19381-RA	PBAR_11025-RA
OG0006454	ACEP_00009695-RA	LHUM_19376-RA	PBAR_11013-RA
OG0006455	ACEP_00009696-RA	LHUM_19384-RA	PBAR_11023-RA
OG0006456	ACEP_00009692-RA	LHUM_13427-RA	PBAR_17238-RA
OG0006457	ACEP_00009684-RA	LHUM_13440-RA	PBAR_ar_Uqcr11_like-1
OG0006458	ACEP_00009688-RA	LHUM_17410-RA	PBAR_15843-RA
OG0006459	ACEP_00009681-RA	LHUM_16941-RA	PBAR_11000-RA
OG0006460	ACEP_00009673-RA	LHUM_16790-RA	PBAR_10999-RA
OG0006461	ACEP_00009671-RA	LHUM_16797-RA	PBAR_11005-RA
OG0006462	ACEP_00009674-RA	LHUM_16795-RA	PBAR_ar_RpL31-1
OG0006463	ACEP_00009676-RA	LHUM_16936-RA	PBAR_11006-RA
OG0006464	ACEP_00009670-RA	LHUM_16793-RA	PBAR_11009-RA
OG0006465	ACEP_00009658-RA	LHUM_16802-RA	PBAR_11015-RA
OG0006466	ACEP_00001744-RA, ACEP_00006685-RA, ACEP_00009663-RA		
OG0006467	ACEP_00009649-RA	LHUM_24535-RA	PBAR_24616-RA
OG0006468	ACEP_00009648-RA	LHUM_24525-RA	PBAR_24619-RA
OG0006469	ACEP_00009643-RA	LHUM_24526-RA	PBAR_24627-RA
OG0006470	ACEP_00009644-RA	LHUM_24533-RA	PBAR_24615-RA
OG0006471	ACEP_00009637-RA	LHUM_24524-RA	PBAR_10326-RA
OG0006472	ACEP_00009633-RA	LHUM_24532-RA	PBAR_24711-RA
OG0006473	ACEP_00009636-RA	LHUM_24534-RA	PBAR_10567-RA
OG0006474	ACEP_00009631-RA	LHUM_24523-RA	PBAR_24714-RA
OG0006475	ACEP_00009632-RA	LHUM_24522-RA	PBAR_24713-RA
OG0006476	ACEP_00009626-RA	LHUM_24519-RA	PBAR_24715-RA
OG0006477	ACEP_00016428-RA	LHUM_15719-RA	PBAR_21237-RA
OG0006478	ACEP_00013682-RA	LHUM_16450-RA	PBAR_17311-RA
OG0006479	ACEP_00013677-RA	LHUM_16455-RA	PBAR_17316-RA
