Orthogroup	pbar_annotation	acep_annotation
OG0005505	PBAR_21387-RA	ACEP_00013600-RA
OG0005506	PBAR_21385-RA	ACEP_00013606-RA
OG0005507	PBAR_21396-RA	ACEP_00013591-RA
OG0005508	PBAR_21400-RA	ACEP_00013595-RA
OG0005509	PBAR_21399-RA	ACEP_00013590-RA
OG0005510	PBAR_21398-RA	ACEP_00013593-RA
OG0005511	PBAR_21403-RA	ACEP_00013596-RA
OG0005512	PBAR_21407-RA	ACEP_00013584-RA
OG0005513	PBAR_10067-RA	ACEP_00013587-RA
OG0005514	PBAR_21404-RA	ACEP_00013586-RA
OG0005515	PBAR_21405-RA	ACEP_00013585-RA
OG0005516	PBAR_21411-RA	ACEP_00013583-RA
OG0005517	PBAR_21415-RA	ACEP_00013582-RA
OG0005518	PBAR_21417-RA	ACEP_00013581-RA
OG0005519	PBAR_14625-RA	ACEP_00013578-RA
OG0005520	PBAR_14624-RA	ACEP_00013577-RA
OG0005521	PBAR_17138-RA	ACEP_00013568-RA
OG0005522	PBAR_17148-RA	ACEP_00013573-RA
OG0005523	PBAR_17131-RA	ACEP_00013567-RA
OG0005524	CG_02546755	ACEP_00013572-RA
OG0005525	PBAR_17140-RA	ACEP_00013575-RA
OG0005526	PBAR_17146-RA	ACEP_00013570-RA
OG0005527	PBAR_17130-RA	ACEP_00013565-RA
OG0005528	PBAR_17136-RA	ACEP_00013562-RA
OG0005529	PBAR_17135-RA	ACEP_00013553-RA
OG0005530	CG_02550536	ACEP_00013550-RA
OG0005531	PBAR_17127-RA	ACEP_00013547-RA
OG0005532	PBAR_17129-RA	ACEP_00013551-RA
OG0005533	PBAR_17124-RA	ACEP_00013545-RA
OG0005534	PBAR_17117-RA	ACEP_00013541-RA
OG0005535	PBAR_17107-RA	ACEP_00013540-RA
OG0005536	PBAR_17125-RA	ACEP_00013544-RA
OG0005537	PBAR_17118-RA	ACEP_00013539-RA
OG0005538	PBAR_17122-RA	ACEP_00013543-RA
OG0005539	PBAR_17109-RA	ACEP_00013530-RA
OG0005540	PBAR_17096-RA	ACEP_00013522-RA
OG0005541	PBAR_17106-RA	ACEP_00013533-RA
OG0005542	PBAR_17123-RA	ACEP_00013528-RA
OG0005543	PBAR_17105-RA	ACEP_00013532-RA
OG0005544	PBAR_17114-RA	ACEP_00013531-RA
OG0005545	PBAR_ar_s6k-RA	ACEP_00013521-RA
OG0005546	PBAR_17115-RA	ACEP_00013534-RA
OG0005547	PBAR_17116-RA	ACEP_00013536-RA
OG0005548	PBAR_17108-RA	ACEP_00013535-RA
OG0005549	PBAR_17102-RA	ACEP_00013517-RA
OG0005550	PBAR_17101-RA	ACEP_00013515-RA
OG0005551	PBAR_17752-RA	ACEP_00013518-RA
OG0005552	PBAR_17100-RA	ACEP_00013520-RA
OG0005553	PBAR_11904-RA	ACEP_00013511-RA
OG0005554	PBAR_22311-RA	ACEP_00013502-RA
OG0005555	PBAR_11910-RA	ACEP_00013507-RA
OG0005556	PBAR_22315-RA	ACEP_00013503-RA
OG0005557	PBAR_11901-RA	ACEP_00013512-RA
OG0005558	PBAR_18270-RA	ACEP_00016514-RA
OG0005559	PBAR_15864-RA	ACEP_00016383-RA
OG0005560	PBAR_13332-RA	ACEP_00016548-RA
OG0005561	PBAR_24811-RA	ACEP_00016319-RA
OG0005562	PBAR_25610-RA	ACEP_00016408-RA
OG0005563	PBAR_24533-RA	ACEP_00016645-RA
OG0005564	PBAR_11130-RA	ACEP_00016691-RA
OG0005565	PBAR_12562-RA	ACEP_00016890-RA
OG0005566	PBAR_24291-RA	ACEP_00016440-RA
OG0005567	PBAR_12176-RA	ACEP_00016596-RA
OG0005568	PBAR_12296-RA	ACEP_00016444-RA
OG0005569	PBAR_22457-RA	ACEP_00003195-RA
OG0005570	PBAR_22453-RA	ACEP_00003194-RA
OG0005571	PBAR_22451-RA	ACEP_00003193-RA
OG0005572	PBAR_26980-RA	ACEP_00017138-RA
OG0005573	PBAR_22467-RA	ACEP_00003189-RA
OG0005574	PBAR_22466-RA	ACEP_00003181-RA
OG0005576	PBAR_20708-RA	ACEP_00003170-RA
OG0005577	PBAR_20711-RA	ACEP_00003171-RA
OG0005578	PBAR_22459-RA	ACEP_00003174-RA
OG0005579	PBAR_22465-RA	ACEP_00003175-RA
OG0005580	PBAR_ar_RpL4-1	ACEP_00003172-RA
OG0005581	PBAR_22461-RA	ACEP_00003180-RA
OG0005582	PBAR_22460-RA	ACEP_00003167-RA
OG0005583	PBAR_22479-RA	ACEP_00003165-RA
OG0005584	PBAR_20718-RA	ACEP_00003168-RA
OG0005585	PBAR_22478-RA	ACEP_00003163-RA
OG0005586	PBAR_22477-RA	ACEP_00003166-RA
OG0005587	PBAR_22474-RA	ACEP_00003159-RA
OG0005589	PBAR_22484-RA	ACEP_00003146-RA
OG0005590	PBAR_22480-RA	ACEP_00003138-RA
OG0005591	PBAR_22476-RA	ACEP_00003143-RA
OG0005592	PBAR_22473-RA	ACEP_00003139-RA
OG0005593	PBAR_22481-RA	ACEP_00003144-RA
OG0005594	PBAR_22472-RA	ACEP_00003145-RA
OG0005595	PBAR_12962-RA	ACEP_00003134-RA
OG0005596	PBAR_19248-RA	ACEP_00003128-RA
OG0005597	PBAR_19244-RA	ACEP_00003132-RA
OG0005598	PBAR_19250-RA	ACEP_00003129-RA
OG0005599	PBAR_19251-RA	ACEP_00003131-RA
OG0005600	PBAR_19246-RA	ACEP_00003125-RA
OG0005601	PBAR_19249-RA	ACEP_00003130-RA
OG0005602	PBAR_19247-RA	ACEP_00003133-RA
OG0005603	PBAR_19256-RA	ACEP_00003120-RA
OG0005604	PBAR_19263-RA	ACEP_00003119-RA
OG0005605	PBAR_19264-RA	ACEP_00003121-RA
OG0005606	PBAR_ar_RpL36-1	ACEP_00003122-RA
OG0005607	PBAR_19254-RA	ACEP_00003124-RA
OG0005608	PBAR_19257-RA	ACEP_00003104-RA
OG0005609	PBAR_19267-RA	ACEP_00003109-RA
OG0005610	PBAR_19260-RA	ACEP_00003111-RA
OG0005611	PBAR_19265-RA	ACEP_00003105-RA
OG0005612	PBAR_19258-RB	ACEP_00003113-RA
OG0005613	PBAR_19266-RA	ACEP_00003110-RA
OG0005614	CG_02546870	ACEP_00003116-RA
OG0005615	PBAR_19278-RA	ACEP_00003101-RA
OG0005616	PBAR_14042-RA	ACEP_00003095-RA
OG0005617	PBAR_14035-RA	ACEP_00003089-RA
OG0005618	PBAR_14038-RA	ACEP_00003087-RA
OG0005619	PBAR_14032-RA	ACEP_00003086-RA
OG0005620	PBAR_14037-RA, PBAR_20081-RA	ACEP_00003091-RA
OG0005621	PBAR_14031-RA	ACEP_00003085-RA
OG0005622	PBAR_14005-RA	ACEP_00003071-RA
OG0005623	PBAR_14023-RA	ACEP_00003076-RA
OG0005624	PBAR_14028-RA	ACEP_00003073-RA
OG0005625	PBAR_14015-RA	ACEP_00003072-RA
OG0005626	PBAR_14029-RA	ACEP_00003077-RA
OG0005627	PBAR_14027-RA	ACEP_00003078-RA
OG0005628	PBAR_11519-RA	ACEP_00003065-RA
OG0005629	PBAR_11522-RA	ACEP_00003063-RA
OG0005630	PBAR_11518-RA	ACEP_00003066-RA
OG0005631	PBAR_11517-RA	ACEP_00003070-RA
OG0005632	PBAR_11523-RA	ACEP_00003068-RA
OG0005633	PBAR_11520-RA	ACEP_00003069-RA
OG0005634	PBAR_11525-RA	ACEP_00003062-RA
OG0005635	PBAR_11526-RA	ACEP_00003061-RA
OG0005636	PBAR_11527-RA	ACEP_00003060-RA
OG0005637	PBAR_11529-RA	ACEP_00003058-RA
OG0005638	PBAR_11532-RA	ACEP_00017141-RA
OG0005639	PBAR_11535-RA	ACEP_00003042-RA
OG0005640	PBAR_11537-RA	ACEP_00003044-RA
OG0005641	PBAR_11539-RA	ACEP_00003045-RA
OG0005642	PBAR_26318-RA	ACEP_00003048-RA, ACEP_00017143-RA
OG0005643	PBAR_11536-RA	ACEP_00003046-RA
OG0005644	PBAR_11541-RA	ACEP_00003040-RA
OG0005645	PBAR_11540-RA	ACEP_00003041-RA
OG0005646	PBAR_11547-RA	ACEP_00003039-RA
OG0005647	PBAR_11561-RA	ACEP_00003022-RA
OG0005648	PBAR_11552-RA	ACEP_00003018-RA
OG0005649	PBAR_11565-RA	ACEP_00003014-RA
OG0005650	PBAR_11566-RA	ACEP_00003015-RA
OG0005651	PBAR_11569-RA	ACEP_00003013-RA
OG0005652	PBAR_11578-RA	ACEP_00003007-RA
OG0005653	PBAR_11568-RA	ACEP_00003008-RA
OG0005654	PBAR_11573-RA	ACEP_00003009-RA
OG0005655	PBAR_11582-RA	ACEP_00002999-RA
OG0005656	PBAR_19236-RA	ACEP_00002996-RA
OG0005657	PBAR_19235-RA	ACEP_00002998-RA
OG0005658	PBAR_19234-RA	ACEP_00002994-RA
OG0005659	PBAR_19240-RA	ACEP_00002991-RA
OG0005660	PBAR_11583-RA	ACEP_00003001-RA
OG0005661	PBAR_11581-RA	ACEP_00003000-RA
OG0005662	PBAR_19238-RA	ACEP_00002986-RA
OG0005663	PBAR_19237-RA	ACEP_00002987-RA
OG0005664	PBAR_19239-RA	ACEP_00002990-RA
OG0005665	PBAR_19233-RA	ACEP_00002989-RA
OG0005666	PBAR_19230-RA	ACEP_00002983-RA
OG0005667	PBAR_25201-RA	ACEP_00002979-RA
OG0005668	PBAR_19447-RA	ACEP_00002969-RA
OG0005669	PBAR_11779-RA	ACEP_00002968-RA
OG0005670	PBAR_11776-RA	ACEP_00002963-RA
OG0005671	PBAR_11772-RA	ACEP_00002970-RA
OG0005672	PBAR_11774-RA	ACEP_00002965-RA
OG0005673	PBAR_11775-RA	ACEP_00002966-RA
OG0005674	PBAR_19514-RA	ACEP_00002959-RA
OG0005675	PBAR_19510-RA	ACEP_00002960-RA
OG0005676	PBAR_ar_LIMK1_like-1	ACEP_00002956-RA
OG0005677	PBAR_11783-RA	ACEP_00002962-RA
OG0005678	PBAR_19528-RA	ACEP_00002952-RA
OG0005679	CG_02550846	ACEP_04566880-RA
OG0005680	PBAR_19526-RA	ACEP_00002954-RA
OG0005681	PBAR_19531-RA	ACEP_00002953-RA
OG0005682	PBAR_19530-RA	ACEP_00002947-RA
OG0005683	PBAR_19548-RA	ACEP_00002936-RA
OG0005684	PBAR_19533-RA	ACEP_00002942-RA
OG0005685	PBAR_19542-RA	ACEP_00002934-RA
OG0005686	PBAR_19539-RA	ACEP_00002941-RA
OG0005687	PBAR_19535-RA	ACEP_00002944-RA
OG0005688	PBAR_19534-RA	ACEP_00002937-RA
OG0005689	PBAR_19540-RA	ACEP_00002938-RA
OG0005690	PBAR_19537-RA	ACEP_00002939-RA
OG0005691	PBAR_19538-RA	ACEP_00002943-RA
OG0005692	PBAR_19544-RA	ACEP_00002928-RA
OG0005693	PBAR_19545-RA	ACEP_00002930-RA
OG0005694	PBAR_19547-RA	ACEP_00002929-RA
OG0005695	PBAR_19541-RA	ACEP_00002927-RA
OG0005696	PBAR_19557-RA	ACEP_00002924-RA
OG0005697	PBAR_ar_PPO-1	ACEP_00002926-RA
OG0005698	PBAR_19559-RA	ACEP_00002923-RA
OG0005699	PBAR_19554-RA	ACEP_00002912-RA
OG0005700	PBAR_24011-RA	ACEP_00002907-RA
OG0005701	PBAR_19550-RA	ACEP_00002921-RA
OG0005702	PBAR_19556-RA	ACEP_00002913-RA
OG0005703	PBAR_19551-RA	ACEP_00002914-RA
OG0005704	PBAR_24010-RA	ACEP_00002909-RA
OG0005705	PBAR_19560-RA	ACEP_00002915-RA
OG0005706	PBAR_19564-RA	ACEP_00002911-RA
OG0005707	PBAR_24009-RA	ACEP_00002905-RA
OG0005708	PBAR_19561-RA	ACEP_00002919-RA
OG0005709	PBAR_19555-RA	ACEP_00002920-RA
OG0005710	PBAR_19553-RA	ACEP_00002917-RA
OG0005711	PBAR_23996-RA	ACEP_00002897-RA
OG0005712	PBAR_24007-RA	ACEP_00002895-RA
OG0005713	PBAR_23997-RA	ACEP_00002896-RA
OG0005714	PBAR_24008-RA	ACEP_00002902-RA
OG0005715	PBAR_24004-RA	ACEP_00002891-RA
OG0005716	PBAR_23994-RA	ACEP_00002890-RA
OG0005717	PBAR_13118-RA	ACEP_00002888-RA
OG0005718	PBAR_13120-RA	ACEP_00002889-RA
OG0005719	PBAR_13110-RA	ACEP_00002882-RA
OG0005720	PBAR_ar_18w-1	ACEP_00002884-RA
OG0005721	PBAR_13115-RA	ACEP_00002885-RA
OG0005722	PBAR_13108-RA	ACEP_00002878-RA
OG0005723	PBAR_13109-RA	ACEP_00002879-RA
OG0005724	PBAR_13111-RA	ACEP_00002881-RA
OG0005725	PBAR_13101-RA	ACEP_00002869-RA
OG0005726	PBAR_13100-RA	ACEP_00002873-RA
OG0005727	PBAR_13104-RA	ACEP_00002868-RA
OG0005728	PBAR_13099-RA	ACEP_00002872-RA
OG0005729	PBAR_13107-RA	ACEP_00002876-RA
OG0005730	PBAR_14291-RA	ACEP_00002863-RA
OG0005731	PBAR_14284-RA	ACEP_00002862-RA
OG0005732	PBAR_14702-RA	ACEP_00002864-RA
OG0005733	PBAR_10441-RA	ACEP_00002867-RA
OG0005734	PBAR_14293-RA	ACEP_00002858-RA
OG0005735	PBAR_14286-RA	ACEP_00002854-RA
OG0005736	PBAR_14283-RA	ACEP_00002857-RA
OG0005737	PBAR_14278-RA	ACEP_00002846-RA
OG0005738	PBAR_14281-RA	ACEP_00002848-RA
OG0005739	PBAR_14279-RA	ACEP_00002845-RA
OG0005740	PBAR_15175-RA	ACEP_00002835-RA
OG0005741	PBAR_15166-RA	ACEP_00002831-RA
OG0005742	PBAR_15165-RA	ACEP_00002828-RA
OG0005743	PBAR_15174-RA	ACEP_00002830-RA
OG0005744	PBAR_14268-RA	ACEP_00002837-RA
OG0005745	PBAR_14269-RA	ACEP_00002836-RA
OG0005746	PBAR_17860-RA	ACEP_00002825-RA
OG0005747	PBAR_17856-RA	ACEP_00002824-RA
OG0005748	PBAR_17850-RA	ACEP_00002822-RA
OG0005749	PBAR_15173-RA	ACEP_00002827-RA
OG0005750	PBAR_17847-RA	ACEP_00002819-RA
OG0005751	PBAR_24111-RA	ACEP_00002807-RA
OG0005752	PBAR_24101-RA	ACEP_00002808-RA
OG0005753	PBAR_24110-RA	ACEP_00002814-RA
OG0005754	PBAR_24103-RA	ACEP_00002817-RA
OG0005755	PBAR_24117-RA	ACEP_00002800-RA
OG0005756	PBAR_24115-RA	ACEP_00002804-RA
OG0005757	PBAR_24119-RA	ACEP_00002801-RA
OG0005758	PBAR_24121-RA	ACEP_00002803-RA
OG0005759	PBAR_24114-RA	ACEP_00002802-RA
OG0005760	PBAR_24109-RA	ACEP_00002805-RA
OG0005761	PBAR_24102-RA	ACEP_00002806-RA
OG0005762	PBAR_24120-RA	ACEP_00002798-RA
OG0005763	PBAR_24116-RA	ACEP_00002799-RA
OG0005764	PBAR_21722-RA	ACEP_00002793-RA
OG0005765	PBAR_23422-RA	ACEP_00002796-RA
OG0005766	PBAR_21721-RA	ACEP_00002791-RA
OG0005767	PBAR_21723-RA	ACEP_00002792-RA
OG0005768	PBAR_21718-RA	ACEP_00002788-RA
OG0005769	PBAR_23392-RA	ACEP_00002778-RA
OG0005770	PBAR_21708-RA	ACEP_00002780-RA
OG0005771	PBAR_23396-RA	ACEP_00002776-RA
OG0005772	PBAR_23389-RA	ACEP_00002775-RA
OG0005773	PBAR_23403-RA	ACEP_00002774-RA
OG0005774	PBAR_23400-RA	ACEP_00002772-RA
OG0005775	PBAR_21706-RA	ACEP_00002779-RA
OG0005776	PBAR_23405-RA	ACEP_00002771-RA
OG0005777	PBAR_23387-RA	ACEP_00002777-RA
OG0005778	PBAR_21707-RA	ACEP_00002785-RA
OG0005779	PBAR_21711-RA	ACEP_00002783-RA
OG0005780	PBAR_21713-RA	ACEP_00002786-RA
OG0005781	PBAR_21709-RA	ACEP_00002782-RA
OG0005782	PBAR_23401-RA	ACEP_00002765-RA
OG0005783	PBAR_23398-RA	ACEP_00002764-RA
OG0005784	PBAR_23402-RA	ACEP_00002767-RA
OG0005785	PBAR_23399-RA	ACEP_00002769-RA
OG0005786	PBAR_23409-RA	ACEP_00002762-RA
OG0005787	PBAR_23410-RA	ACEP_00002761-RA
OG0005788	PBAR_23408-RA	ACEP_00002760-RA
OG0005789	PBAR_23412-RA	ACEP_00002763-RA
OG0005790	PBAR_23417-RA	ACEP_00002756-RA
OG0005791	PBAR_23418-RA	ACEP_00002758-RA
OG0005792	PBAR_23416-RA	ACEP_00002754-RA
OG0005793	PBAR_23414-RA	ACEP_00002755-RA
OG0005794	PBAR_17855-RA	ACEP_00002748-RA
OG0005795	PBAR_17854-RA	ACEP_00002745-RA
OG0005796	PBAR_15177-RA	ACEP_00002744-RA
OG0005797	PBAR_17853-RA	ACEP_00002749-RA
OG0005798	PBAR_15180-RA	ACEP_00002741-RA
OG0005799	PBAR_15178-RA	ACEP_00002743-RA
OG0005800	PBAR_24127-RA	ACEP_00002736-RA
OG0005801	PBAR_24124-RA	ACEP_00002735-RA
OG0005802	PBAR_15453-RA	ACEP_00002734-RA
OG0005803	PBAR_19574-RA	ACEP_00002726-RA
OG0005804	PBAR_17053-RA	ACEP_00002719-RA
OG0005805	PBAR_26768-RA	ACEP_00002721-RA
OG0005806	PBAR_19568-RA	ACEP_00002727-RA
OG0005807	PBAR_19573-RA	ACEP_00002724-RA
OG0005808	PBAR_19570-RA	ACEP_00002723-RA
OG0005809	PBAR_19563-RA	ACEP_00002720-RA
OG0005810	PBAR_14297-RA	ACEP_00002718-RA
OG0005811	PBAR_11162-RA	ACEP_00002729-RA
OG0005812	PBAR_20899-RA	ACEP_00016524-RA
OG0005813	PBAR_23712-RA	ACEP_00016931-RA
OG0005814	PBAR_12722-RA	ACEP_00016662-RA
OG0005815	PBAR_15510-RA	ACEP_00015172-RA
OG0005816	PBAR_15514-RA	ACEP_00015174-RA
OG0005817	PBAR_15509-RA	ACEP_00015173-RA
OG0005818	PBAR_23919-RA	ACEP_00015171-RA
OG0005819	PBAR_11059-RA	ACEP_00015161-RA
OG0005820	PBAR_11072-RA	ACEP_00015164-RA
OG0005821	PBAR_11062-RA	ACEP_00015157-RA
OG0005822	PBAR_10072-RA	ACEP_00015169-RA
OG0005823	PBAR_11071-RA	ACEP_00015167-RA
OG0005824	PBAR_10074-RA	ACEP_00015168-RA
OG0005825	PBAR_11051-RA	ACEP_00015147-RA
OG0005826	PBAR_11060-RA	ACEP_00015154-RA
OG0005827	PBAR_11055-RA	ACEP_00015142-RA
OG0005828	PBAR_11049-RA	ACEP_00015141-RA
OG0005829	PBAR_11053-RA	ACEP_00015145-RA
OG0005830	PBAR_11050-RA	ACEP_00015146-RA
OG0005831	PBAR_11046-RA	ACEP_00015136-RA
OG0005832	PBAR_15564-RA	ACEP_00015131-RA
OG0005833	PBAR_11044-RA	ACEP_00015135-RA
OG0005834	PBAR_15563-RA	ACEP_00015133-RA
OG0005835	PBAR_15561-RA	ACEP_00015132-RA
OG0005836	PBAR_15271-RA	ACEP_00015128-RA
OG0005837	PBAR_15266-RA	ACEP_00015127-RA
OG0005838	PBAR_15265-RA	ACEP_00015129-RA
OG0005839	PBAR_15562-RA	ACEP_00015130-RA
OG0005841	PBAR_15284-RA	ACEP_00015122-RA
OG0005842	PBAR_15280-RA	ACEP_00015123-RA
OG0005843	PBAR_15277-RA	ACEP_00015120-RA
OG0005844	PBAR_15282-RA	ACEP_00015119-RA
OG0005845	PBAR_15274-RA	ACEP_00015121-RA
OG0005846	PBAR_15290-RA	ACEP_00015111-RA
OG0005847	PBAR_15293-RA	ACEP_00015113-RA
OG0005848	PBAR_15292-RA	ACEP_00015110-RA
OG0005849	PBAR_15295-RA	ACEP_00015115-RA
OG0005850	PBAR_15298-RA	ACEP_00015107-RA
OG0005851	PBAR_15294-RA	ACEP_00015108-RA
OG0005852	PBAR_15278-RA	ACEP_00015114-RA
OG0005853	PBAR_15275-RA	ACEP_00015116-RA
OG0005854	PBAR_15305-RA	ACEP_00015101-RA
OG0005855	PBAR_15304-RA	ACEP_00015098-RA
OG0005856	PBAR_15303-RA	ACEP_00015094-RA
OG0005857	PBAR_22910-RA	ACEP_00016491-RA
OG0005858	PBAR_22904-RA	ACEP_00016363-RA, ACEP_00016376-RA
OG0005859	PBAR_20880-RA	ACEP_00016775-RA
OG0005860	PBAR_19779-RA	ACEP_00016231-RA
OG0005861	PBAR_19787-RA	ACEP_00016236-RA
OG0005862	PBAR_19777-RA	ACEP_00016235-RA
OG0005863	PBAR_19773-RA	ACEP_00016239-RA
OG0005864	PBAR_19774-RA	ACEP_00016242-RA
OG0005865	PBAR_19766-RA	ACEP_00016238-RA
OG0005866	PBAR_19767-RA	ACEP_00016246-RA
OG0005867	PBAR_19771-RA	ACEP_00016240-RA
OG0005868	PBAR_19757-RA	ACEP_00016227-RA
OG0005869	PBAR_19765-RA	ACEP_00016233-RA
OG0005870	PBAR_19782-RA	ACEP_00016244-RA
OG0005871	PBAR_19768-RA	ACEP_00016237-RA
OG0005872	PBAR_19772-RA	ACEP_00016241-RA
OG0005873	PBAR_19775-RA	ACEP_00016243-RA
OG0005874	PBAR_19778-RA	ACEP_00016232-RA
OG0005875	PBAR_21932-RA	ACEP_00016214-RA
OG0005876	PBAR_21930-RA	ACEP_00016220-RA
OG0005877	PBAR_21936-RA	ACEP_00016222-RA
OG0005878	CG_02545975	ACEP_04560589-RA
OG0005879	PBAR_21928-RA	ACEP_00016216-RA
OG0005880	PBAR_21944-RA	ACEP_00016223-RA
OG0005881	PBAR_21925-RA	ACEP_00016215-RA
OG0005882	PBAR_19760-RA	ACEP_00016224-RA
OG0005883	PBAR_19753-RA	ACEP_00016226-RA
OG0005884	PBAR_24327-RA	ACEP_00015520-RA
OG0005885	PBAR_24316-RA	ACEP_00018006-RA
OG0005886	PBAR_24318-RA	ACEP_00015522-RA
OG0005887	PBAR_24325-RA	ACEP_00015518-RA
OG0005888	PBAR_24326-RA	ACEP_00015523-RA
OG0005889	PBAR_24303-RA	ACEP_00015514-RA
OG0005890	PBAR_ar_eclair-like-1	ACEP_00015513-RA
OG0005891	PBAR_24312-RA	ACEP_00015517-RA
OG0005892	PBAR_24332-RA	ACEP_00015501-RA
OG0005893	PBAR_24334-RA	ACEP_00015504-RA
OG0005894	PBAR_ar_Fmr1-like-1	ACEP_00015502-RA
OG0005895	PBAR_12859-RA	ACEP_00015500-RA
OG0005896	PBAR_12171-RA	ACEP_00015499-RA
OG0005897	PBAR_24333-RA	ACEP_00015506-RA
OG0005898	PBAR_24335-RA	ACEP_00015507-RA
OG0005899	PBAR_12172-RA	ACEP_00015491-RA
OG0005900	PBAR_12858-RA	ACEP_00018010-RA
OG0005901	PBAR_12153-RA	ACEP_00015477-RA
OG0005902	PBAR_12156-RA	ACEP_00015480-RA
OG0005903	PBAR_12151-RA	ACEP_00015476-RA
OG0005904	PBAR_12164-RA	ACEP_00015487-RA
OG0005905	PBAR_12166-RA	ACEP_00015485-RA
OG0005906	PBAR_12155-RA	ACEP_00015478-RA
OG0005907	PBAR_12158-RA	ACEP_00015481-RA
OG0005908	PBAR_15342-RA	ACEP_00015475-RA
OG0005909	PBAR_12167-RA	ACEP_00015488-RA
OG0005910	PBAR_12169-RA	ACEP_00015484-RA
OG0005911	PBAR_ar_S6KII-like-1	ACEP_00015489-RA
OG0005912	PBAR_12163-RA	ACEP_00015490-RA
OG0005913	PBAR_14253-RA	ACEP_00015467-RA
OG0005914	PBAR_11747-RA	ACEP_00015463-RA
OG0005915	PBAR_12937-RA	ACEP_00015469-RA
OG0005916	PBAR_13510-RA	ACEP_00015471-RA
OG0005917	PBAR_11735-RA	ACEP_00015462-RA
OG0005919	PBAR_ar_Pgi-1	ACEP_00015464-RA
OG0005920	PBAR_12928-RA	ACEP_00015470-RA
OG0005921	PBAR_15344-RA	ACEP_00015474-RA
OG0005922	PBAR_11729-RA	ACEP_00015456-RA
OG0005923	PBAR_11736-RA	ACEP_00015459-RA
OG0005924	PBAR_11739-RA	ACEP_00015457-RA
OG0005925	PBAR_11738-RA	ACEP_00015458-RA
OG0005926	PBAR_11740-RA	ACEP_00015460-RA
OG0005927	PBAR_20518-RA	ACEP_00015447-RA
OG0005928	PBAR_11730-RA	ACEP_00015453-RA
OG0005929	PBAR_12947-RA	ACEP_00015450-RA
OG0005930	PBAR_12943-RA	ACEP_00015448-RA
OG0005931	PBAR_21536-RA	ACEP_00016583-RA
OG0005932	PBAR_23048-RA	ACEP_00016575-RA
OG0005933	PBAR_17578-RA	ACEP_00016378-RA
OG0005934	PBAR_15276-RA	ACEP_00016587-RA
OG0005935	PBAR_17248-RA	ACEP_00016502-RA
OG0005936	PBAR_15728-RA	ACEP_00016490-RA
OG0005937	PBAR_19056-RA	ACEP_00016643-RA
OG0005938	PBAR_20700-RA	ACEP_00012136-RA
OG0005939	PBAR_20698-RA	ACEP_00012140-RA
OG0005940	PBAR_20691-RA	ACEP_00012141-RA
OG0005941	PBAR_20706-RA	ACEP_00012133-RA
OG0005942	PBAR_21373-RA	ACEP_00012128-RA
OG0005943	PBAR_21372-RA	ACEP_00012129-RA
OG0005944	PBAR_20704-RA	ACEP_00012131-RA
OG0005945	PBAR_21375-RA	ACEP_00012127-RA
OG0005946	PBAR_21376-RA	ACEP_00012130-RA
OG0005947	PBAR_21374-RA	ACEP_00012126-RA
OG0005948	PBAR_20703-RA	ACEP_00012132-RA
OG0005949	PBAR_21368-RA	ACEP_00012118-RA
OG0005950	PBAR_21364-RA	ACEP_00012122-RA
OG0005951	PBAR_21365-RA	ACEP_00012120-RA
OG0005952	PBAR_21363-RA	ACEP_00012119-RA
OG0005953	PBAR_21358-RA	ACEP_00012121-RA
OG0005954	PBAR_21367-RA	ACEP_00012123-RA
OG0005955	PBAR_21366-RA	ACEP_00012114-RA
OG0005956	PBAR_21360-RA	ACEP_00012111-RA
OG0005957	PBAR_21345-RA	ACEP_00012108-RA
OG0005958	PBAR_21348-RA	ACEP_00012105-RA
OG0005959	PBAR_21346-RA	ACEP_00012109-RA
OG0005960	PBAR_21349-RA	ACEP_00012101-RA
OG0005961	PBAR_21344-RA	ACEP_00012100-RA
OG0005962	PBAR_21351-RA	ACEP_00012104-RA
OG0005963	PBAR_21338-RA	ACEP_00012091-RA
OG0005964	PBAR_21340-RA	ACEP_00012095-RA
OG0005965	PBAR_21331-RA	ACEP_00012093-RA
OG0005966	PBAR_21342-RA	ACEP_00012094-RA
OG0005967	PBAR_21333-RA	ACEP_00012096-RA
OG0005968	PBAR_ar_Y-x2-1	ACEP_00012076-RA
OG0005970	PBAR_21320-RA	ACEP_00012073-RA
OG0005971	PBAR_21321-RA	ACEP_00012072-RA
OG0005972	PBAR_21316-RA	ACEP_00012071-RA
OG0005973	PBAR_21300-RA	ACEP_00012062-RA
OG0005974	PBAR_21302-RA	ACEP_00012068-RA
OG0005975	PBAR_21310-RA	ACEP_00012066-RA
OG0005976	PBAR_21306-RA	ACEP_00012061-RA
OG0005977	PBAR_21303-RA	ACEP_00012060-RA
OG0005978	PBAR_21297-RA	ACEP_00012065-RA
OG0005979	PBAR_21299-RA	ACEP_00012058-RA
OG0005980	PBAR_21295-RA	ACEP_00012057-RA
OG0005981	PBAR_21301-RA	ACEP_00012059-RA
OG0005982	PBAR_ar_Snf-1	ACEP_00012050-RA
OG0005983	PBAR_21287-RA	ACEP_00012055-RA
OG0005984	PBAR_21190-RA	ACEP_00012048-RA
OG0005985	PBAR_11797-RA	ACEP_00012051-RA
OG0005986	PBAR_11801-RA	ACEP_00012053-RA
OG0005987	PBAR_ar_RpS8-1	ACEP_00012054-RA
OG0005988	PBAR_21193-RA	ACEP_00012040-RA
