Orthogroup	lhum_annotation	pbar_annotation
OG0005805	LHUM_14247-RA	PBAR_26768-RA
OG0005806	LHUM_14250-RA	PBAR_19568-RA
OG0005807	LHUM_14254-RA	PBAR_19573-RA
OG0005808	LHUM_14248-RA	PBAR_19570-RA
OG0005809	LHUM_14246-RA	PBAR_19563-RA
OG0005810	LHUM_16354-RA	PBAR_14297-RA
OG0005811	LHUM_14255-RA	PBAR_11162-RA
OG0005812	LHUM_12768-RA	PBAR_20899-RA
OG0005813	LHUM_21785-RA	PBAR_23712-RA
OG0005814	LHUM_12372-RA	PBAR_12722-RA
OG0005815	LHUM_21874-RA	PBAR_15510-RA
OG0005816	LHUM_15889-RA	PBAR_15514-RA
OG0005817	LHUM_21877-RA	PBAR_15509-RA
OG0005818	LHUM_21881-RA	PBAR_23919-RA
OG0005819	LHUM_15883-RA	PBAR_11059-RA
OG0005820	LHUM_15871-RA	PBAR_11072-RA
OG0005821	LHUM_15876-RA	PBAR_11062-RA
OG0005822	LHUM_21875-RA	PBAR_10072-RA
OG0005823	LHUM_15873-RA	PBAR_11071-RA
OG0005824	LHUM_21883-RA	PBAR_10074-RA
OG0005825	LHUM_11695-RA	PBAR_11051-RA
OG0005826	LHUM_15886-RA	PBAR_11060-RA
OG0005827	LHUM_11700-RA	PBAR_11055-RA
OG0005828	LHUM_11693-RA	PBAR_11049-RA
OG0005829	LHUM_11697-RA	PBAR_11053-RA
OG0005830	LHUM_11692-RA	PBAR_11050-RA
OG0005831	LHUM_11699-RA	PBAR_11046-RA
OG0005832	LHUM_12686-RA	PBAR_15564-RA
OG0005833	LHUM_11680-RA	PBAR_11044-RA
OG0005834	LHUM_15867-RA	PBAR_15563-RA
OG0005835	LHUM_15870-RA	PBAR_15561-RA
OG0005836	LHUM_16622-RA	PBAR_15271-RA
OG0005837	LHUM_16623-RA	PBAR_15266-RA
OG0005838	LHUM_16624-RA	PBAR_15265-RA
OG0005839	LHUM_12696-RA	PBAR_15562-RA
OG0005841	LHUM_16607-RA	PBAR_15284-RA
OG0005842	LHUM_16619-RA	PBAR_15280-RA
OG0005843	LHUM_16618-RA	PBAR_15277-RA
OG0005844	LHUM_16608-RA	PBAR_15282-RA
OG0005845	LHUM_16613-RA	PBAR_15274-RA
OG0005846	LHUM_16604-RA	PBAR_15290-RA
OG0005847	LHUM_16609-RA	PBAR_15293-RA
OG0005848	LHUM_16599-RA	PBAR_15292-RA
OG0005849	LHUM_16610-RA	PBAR_15295-RA
OG0005850	LHUM_25624-RA	PBAR_15298-RA
OG0005851	LHUM_16601-RA	PBAR_15294-RA
OG0005852	LHUM_16616-RA	PBAR_15278-RA
OG0005853	LHUM_16614-RA	PBAR_15275-RA
OG0005854	LHUM_16600-RA	PBAR_15305-RA
OG0005855	LHUM_20821-RA	PBAR_15304-RA
OG0005856	LHUM_20820-RA	PBAR_15303-RA
OG0005857	LHUM_22332-RA	PBAR_22910-RA
OG0005859	LHUM_18444-RA	PBAR_20880-RA
OG0005860	LHUM_12648-RA	PBAR_19779-RA
OG0005861	LHUM_12653-RA	PBAR_19787-RA
OG0005862	LHUM_12649-RA	PBAR_19777-RA
OG0005863	LHUM_11677-RA	PBAR_19773-RA
OG0005864	LHUM_11654-RA	PBAR_19774-RA
OG0005865	LHUM_11685-RA	PBAR_19766-RA
OG0005866	LHUM_11648-RA	PBAR_19767-RA
OG0005867	LHUM_11645-RA	PBAR_19771-RA
OG0005868	LHUM_13214-RA	PBAR_19757-RA
OG0005869	LHUM_12642-RA	PBAR_19765-RA
OG0005870	LHUM_11658-RA	PBAR_19782-RA
OG0005871	LHUM_11684-RA	PBAR_19768-RA
OG0005872	LHUM_11651-RA	PBAR_19772-RA
OG0005873	LHUM_11650-RA	PBAR_19775-RA
OG0005874	LHUM_12646-RA	PBAR_19778-RA
OG0005875	LHUM_20924-RA	PBAR_21932-RA
OG0005876	LHUM_13213-RA	PBAR_21930-RA
OG0005877	LHUM_13211-RA	PBAR_21936-RA
OG0005878	LHUM_13204-RA	CG_02545975
OG0005879	LHUM_13218-RA	PBAR_21928-RA
OG0005880	LHUM_13215-RA	PBAR_21944-RA
OG0005881	LHUM_13207-RA	PBAR_21925-RA
OG0005882	LHUM_13216-RA	PBAR_19760-RA
OG0005883	LHUM_13203-RA	PBAR_19753-RA
OG0005884	LHUM_20398-RA	PBAR_24327-RA
OG0005885	LHUM_20400-RA	PBAR_24316-RA
OG0005886	genemark-scf7180001004985-abinit-gene-45.64_1-RA	PBAR_24318-RA
OG0005887	LHUM_20402-RA	PBAR_24325-RA
OG0005888	LHUM_20406-RA	PBAR_24326-RA
OG0005889	LHUM_20375-RA	PBAR_24303-RA
OG0005890	LHUM_20419-RA	PBAR_ar_eclair-like-1
OG0005891	LHUM_20397-RA	PBAR_24312-RA
OG0005892	LHUM_20423-RA	PBAR_24332-RA
OG0005893	LHUM_20425-RA	PBAR_24334-RA
OG0005894	LHUM_20427-RA	PBAR_ar_Fmr1-like-1
OG0005895	LHUM_12599-RA	PBAR_12859-RA
OG0005896	LHUM_15053-RA	PBAR_12171-RA
OG0005897	LHUM_20424-RA	PBAR_24333-RA
OG0005898	LHUM_20415-RA	PBAR_24335-RA
OG0005899	LHUM_19922-RA	PBAR_12172-RA
OG0005900	LHUM_25537-RA	PBAR_12858-RA
OG0005901	LHUM_12569-RA	PBAR_12153-RA
OG0005902	LHUM_19912-RA	PBAR_12156-RA
OG0005903	LHUM_12574-RA	PBAR_12151-RA
OG0005904	LHUM_19902-RA	PBAR_12164-RA
OG0005905	LHUM_19905-RA	PBAR_12166-RA
OG0005906	LHUM_12573-RA	PBAR_12155-RA
OG0005907	LHUM_19908-RA	PBAR_12158-RA
OG0005908	LHUM_12575-RA	PBAR_15342-RA
OG0005909	LHUM_19911-RA	PBAR_12167-RA
OG0005910	LHUM_19913-RA	PBAR_12169-RA
OG0005911	LHUM_19909-RA	PBAR_ar_S6KII-like-1
OG0005912	LHUM_19904-RA	PBAR_12163-RA
OG0005913	LHUM_14918-RA	PBAR_14253-RA
OG0005914	LHUM_19930-RA	PBAR_11747-RA
OG0005915	LHUM_21006-RA	PBAR_12937-RA
OG0005916	LHUM_10447-RA	PBAR_13510-RA
OG0005917	LHUM_19926-RA	PBAR_11735-RA
OG0005919	LHUM_14919-RA	PBAR_ar_Pgi-1
OG0005920	LHUM_14382-RA	PBAR_12928-RA
OG0005921	LHUM_12571-RA	PBAR_15344-RA
OG0005922	LHUM_19919-RA	PBAR_11729-RA
OG0005923	LHUM_19928-RA	PBAR_11736-RA
OG0005924	LHUM_19924-RA	PBAR_11739-RA
OG0005925	LHUM_19923-RA	PBAR_11738-RA
OG0005926	LHUM_19927-RA	PBAR_11740-RA
OG0005927	LHUM_15215-RA	PBAR_20518-RA
OG0005928	LHUM_19921-RA	PBAR_11730-RA
OG0005929	LHUM_12596-RA	PBAR_12947-RA
OG0005930	LHUM_12593-RA	PBAR_12943-RA
OG0005931	LHUM_22520-RA	PBAR_21536-RA
OG0005932	LHUM_19784-RA	PBAR_23048-RA
OG0005933	LHUM_16330-RA	PBAR_17578-RA
OG0005934	LHUM_16615-RA	PBAR_15276-RA
OG0005935	LHUM_23416-RA	PBAR_17248-RA
OG0005936	LHUM_14219-RA	PBAR_15728-RA
OG0005937	LHUM_22713-RA	PBAR_19056-RA
OG0005938	LHUM_16187-RA	PBAR_20700-RA
OG0005939	LHUM_19476-RA	PBAR_20698-RA
OG0005940	LHUM_19473-RA	PBAR_20691-RA
OG0005941	LHUM_20661-RA	PBAR_20706-RA
OG0005942	LHUM_12157-RA	PBAR_21373-RA
OG0005943	LHUM_12147-RA	PBAR_21372-RA
OG0005944	LHUM_12148-RA	PBAR_20704-RA
OG0005945	LHUM_12160-RA	PBAR_21375-RA
OG0005946	LHUM_12143-RA	PBAR_21376-RA
OG0005947	LHUM_12152-RA	PBAR_21374-RA
OG0005948	LHUM_12146-RA	PBAR_20703-RA
OG0005949	LHUM_17182-RA	PBAR_21368-RA
OG0005950	LHUM_17194-RA	PBAR_21364-RA
OG0005951	LHUM_17188-RA	PBAR_21365-RA
OG0005952	LHUM_17187-RA	PBAR_21363-RA
OG0005953	LHUM_17192-RA	PBAR_21358-RA
OG0005954	LHUM_17195-RA	PBAR_21367-RA
OG0005955	LHUM_17186-RA	PBAR_21366-RA
OG0005956	LHUM_17185-RA	PBAR_21360-RA
OG0005957	LHUM_17170-RA	PBAR_21345-RA
OG0005958	LHUM_17173-RA	PBAR_21348-RA
OG0005959	LHUM_17180-RA	PBAR_21346-RA
OG0005960	LHUM_17176-RA	PBAR_21349-RA
OG0005961	LHUM_17169-RA	PBAR_21344-RA
OG0005962	LHUM_17178-RA	PBAR_21351-RA
OG0005963	LHUM_17163-RA	PBAR_21338-RA
OG0005964	LHUM_17164-RA	PBAR_21340-RA
OG0005965	LHUM_17157-RA	PBAR_21331-RA
OG0005966	LHUM_17166-RA	PBAR_21342-RA
OG0005967	LHUM_17158-RA	PBAR_21333-RA
OG0005968	LHUM_21806-RA	PBAR_ar_Y-x2-1
OG0005970	LHUM_21804-RA	PBAR_21320-RA
OG0005971	LHUM_21803-RA	PBAR_21321-RA
OG0005972	LHUM_21800-RA	PBAR_21316-RA
OG0005973	LHUM_21791-RA	PBAR_21300-RA
OG0005974	LHUM_21788-RA	PBAR_21302-RA
OG0005975	LHUM_21798-RA	PBAR_21310-RA
OG0005976	LHUM_21799-RA	PBAR_21306-RA
OG0005977	LHUM_21786-RA	PBAR_21303-RA
OG0005978	LHUM_21790-RA	PBAR_21297-RA
OG0005979	LHUM_21792-RA	PBAR_21299-RA
OG0005980	LHUM_21781-RA	PBAR_21295-RA
OG0005981	LHUM_21787-RA	PBAR_21301-RA
OG0005982	LHUM_12046-RA	PBAR_ar_Snf-1
OG0005983	LHUM_21776-RA	PBAR_21287-RA
OG0005984	LHUM_12042-RA	PBAR_21190-RA
OG0005985	LHUM_12161-RA	PBAR_11797-RA
OG0005986	LHUM_12151-RA	PBAR_11801-RA
OG0005987	LHUM_21772-RA	PBAR_ar_RpS8-1
OG0005988	LHUM_12045-RA	PBAR_21193-RA
OG0005989	LHUM_23904-RA	PBAR_23656-RA
OG0005990	LHUM_17249-RA	PBAR_11790-RA
OG0005991	LHUM_12047-RA	PBAR_10277-RA
OG0005992	LHUM_17255-RA	PBAR_11794-RA
OG0005993	LHUM_12041-RA	PBAR_10104-RA
OG0005994	LHUM_12057-RA	PBAR_11427-RA
OG0005995	LHUM_17241-RA	PBAR_26333-RA
OG0005996	LHUM_17240-RA	PBAR_11812-RA
OG0005997	LHUM_17239-RA	PBAR_11811-RA
OG0005998	LHUM_17238-RA	PBAR_11810-RA
OG0005999	LHUM_20093-RA	PBAR_20987-RA
OG0006000	LHUM_20083-RA	PBAR_20994-RA
OG0006001	LHUM_12064-RA	PBAR_21112-RA
OG0006002	LHUM_12067-RA	PBAR_21186-RA
OG0006003	LHUM_20084-RA	PBAR_20993-RA
OG0006004	LHUM_20094-RA	PBAR_20988-RA
OG0006005	LHUM_20081-RA	PBAR_21011-RA
OG0006006	LHUM_17236-RA	PBAR_ar_spz4-RA
OG0006007	LHUM_12080-RA	PBAR_12061-RA
OG0006008	LHUM_12061-RA	PBAR_12065-RA
OG0006009	LHUM_12070-RA	PBAR_12064-RA
OG0006010	LHUM_12066-RA	PBAR_12068-RA
OG0006011	LHUM_12069-RA	PBAR_12067-RA
OG0006012	LHUM_12071-RA	PBAR_12070-RA
OG0006013	LHUM_12058-RA	PBAR_12072-RA
OG0006014	LHUM_12052-RA	PBAR_12080-RA
OG0006015	LHUM_12060-RA	PBAR_21500-RA
OG0006016	LHUM_12049-RA	PBAR_12077-RA
OG0006017	LHUM_12059-RA	PBAR_12073-RA
OG0006018	LHUM_11459-RA	PBAR_21433-RA
OG0006019	LHUM_17111-RA	PBAR_21525-RA
OG0006020	LHUM_17119-RA	genemark_masked-pbar_scf7180000350332-abinit-gene-0.83-mRNA-1
OG0006021	LHUM_17123-RA	genemark-pbar_scf7180000350332-abinit-gene-0.123-mRNA-1
OG0006022	LHUM_17120-RA	PBAR_21532-RA
OG0006023	LHUM_17122-RA	maker-pbar_scf7180000350332-augustus-gene-0.13-mRNA-1
OG0006024	LHUM_17118-RA	PBAR_22370-RA
OG0006025	LHUM_17121-RA	maker-pbar_scf7180000350332-augustus-gene-0.7-mRNA-1
OG0006026	LHUM_17130-RA	PBAR_11189-RA
OG0006027	LHUM_17127-RA	augustus_masked-pbar_scf7180000350332-abinit-gene-0.52-mRNA-1
OG0006028	LHUM_17137-RA	PBAR_11191-RA
OG0006029	LHUM_17129-RA	PBAR_ar_Rab7-1
OG0006030	LHUM_17125-RA	PBAR_11184-RA
OG0006031	LHUM_17126-RA	PBAR_11186-RA
OG0006032	LHUM_17128-RA	PBAR_11185-RA
OG0006033	LHUM_17115-RA	genemark_masked-pbar_scf7180000350332-abinit-gene-0.66-mRNA-1
OG0006034	LHUM_17138-RA	PBAR_11203-RA
OG0006035	LHUM_17140-RA	PBAR_18970-RA
OG0006036	LHUM_17136-RA	PBAR_11207-RA
OG0006037	LHUM_17135-RA	PBAR_18968-RA
OG0006038	LHUM_17139-RA	PBAR_ar_SCR-B9-1
OG0006039	LHUM_17131-RA	PBAR_18974-RA
OG0006040	LHUM_17141-RA	PBAR_18971-RA
OG0006041	LHUM_17134-RA	PBAR_11190-RA
OG0006042	LHUM_14692-RA	PBAR_18976-RA
OG0006043	LHUM_15903-RA	PBAR_18954-RA
OG0006044	LHUM_14687-RA	PBAR_18955-RA
OG0006045	LHUM_15913-RA	PBAR_18961-RA
OG0006046	LHUM_14690-RA	PBAR_18975-RA
OG0006047	LHUM_15902-RA	PBAR_18958-RA
OG0006048	LHUM_15907-RA	PBAR_18956-RA
OG0006049	LHUM_15910-RA	PBAR_ar_RpL23-1
OG0006050	LHUM_15914-RA	PBAR_18963-RA
OG0006051	LHUM_15915-RA	PBAR_18962-RA
OG0006052	LHUM_14686-RA	PBAR_18969-RA
OG0006053	LHUM_14688-RA	PBAR_18966-RA
OG0006054	LHUM_14689-RA	PBAR_18977-RA
OG0006055	LHUM_18378-RA	PBAR_18951-RA
OG0006056	LHUM_18375-RA	PBAR_18944-RA
OG0006057	LHUM_18376-RA	PBAR_18948-RA
OG0006058	LHUM_15899-RA	PBAR_18959-RA
OG0006059	LHUM_18377-RA	PBAR_18950-RA
OG0006060	LHUM_18374-RA	PBAR_ar_nipped-a-1
OG0006062	LHUM_18370-RA	PBAR_18952-RA
OG0006063	LHUM_18372-RA	PBAR_18939-RA
OG0006064	LHUM_18365-RA	PBAR_18934-RA
OG0006065	LHUM_18362-RA	PBAR_18932-RA
OG0006066	LHUM_18369-RA	PBAR_18931-RA
OG0006067	LHUM_18371-RA	PBAR_18940-RA
OG0006068	LHUM_18363-RA	PBAR_18933-RA
OG0006069	LHUM_18364-RA	PBAR_18935-RA
OG0006070	LHUM_17143-RA	PBAR_18925-RA
OG0006071	LHUM_17142-RA	PBAR_18927-RA
OG0006072	LHUM_17147-RA	PBAR_18918-RA
OG0006073	LHUM_15897-RA	PBAR_18909-RA
OG0006074	LHUM_25546-RA	PBAR_ar-prd-like-RA
OG0006075	LHUM_15330-RA	PBAR_18072-RA
OG0006076	LHUM_15327-RA	PBAR_18073-RA
OG0006077	LHUM_15335-RA	PBAR_18084-RA
OG0006078	LHUM_15342-RA	PBAR_18086-RA
OG0006079	LHUM_15334-RA	PBAR_18085-RA
OG0006080	LHUM_15341-RA	PBAR_18083-RA
OG0006081	LHUM_15325-RA	PBAR_18079-RA
OG0006082	LHUM_15328-RA	PBAR_18075-RA
OG0006083	LHUM_15329-RA	PBAR_18071-RA
OG0006084	LHUM_15331-RA	PBAR_ar_hyal-RA
OG0006085	LHUM_22564-RA	PBAR_18183-RA
OG0006086	LHUM_19540-RA	PBAR_17919-RA
OG0006087	LHUM_12971-RA	PBAR_14266-RA
OG0006088	LHUM_13152-RA	PBAR_24118-RA
OG0006090	LHUM_21954-RA	CG_02550226
OG0006091	LHUM_11116-RA	PBAR_18601-RA
OG0006092	LHUM_17378-RA	PBAR_14428-RA
OG0006093	LHUM_17374-RA	PBAR_14424-RA
OG0006094	LHUM_17377-RA	PBAR_14427-RA
OG0006095	LHUM_17376-RA	PBAR_14426-RA
OG0006096	LHUM_17373-RA	PBAR_14425-RA
OG0006097	LHUM_17379-RA	PBAR_14429-RA
OG0006098	LHUM_17370-RA	PBAR_ar_Fas3-like-RA
OG0006099	LHUM_17372-RA	PBAR_19793-RA
OG0006100	LHUM_17371-RA	PBAR_19794-RA
OG0006101	LHUM_17366-RA	PBAR_19802-RA
OG0006102	LHUM_17368-RA	PBAR_19804-RA
OG0006103	LHUM_17365-RA	PBAR_19807-RA
OG0006104	LHUM_24440-RA	PBAR_19819-RA
OG0006105	LHUM_24448-RA	PBAR_19815-RA
OG0006106	LHUM_24435-RA	PBAR_19810-RA
OG0006107	LHUM_24450-RA	PBAR_19817-RA
OG0006108	LHUM_24454-RA	PBAR_25001-RA
OG0006109	LHUM_24443-RA	PBAR_19811-RA
OG0006110	LHUM_24442-RA	PBAR_24983-RA
OG0006111	LHUM_24447-RA	PBAR_19821-RA
OG0006112	LHUM_24473-RA	PBAR_24995-RA
OG0006113	LHUM_24451-RA	PBAR_24987-RA
OG0006114	LHUM_24466-RA	PBAR_24986-RA
OG0006115	LHUM_18614-RA	PBAR_24999-RA
OG0006116	LHUM_24446-RA	PBAR_24996-RA
OG0006117	LHUM_24471-RA	PBAR_24997-RA
OG0006118	LHUM_18624-RA	PBAR_24982-RA
OG0006119	LHUM_24467-RA	PBAR_24988-RA
OG0006120	LHUM_24444-RA	PBAR_24985-RA
OG0006121	LHUM_24470-RA	PBAR_24998-RA
OG0006122	LHUM_24468-RA	PBAR_24989-RA
OG0006123	LHUM_24469-RA	PBAR_24994-RA
OG0006124	LHUM_24452-RA	PBAR_25000-RA
OG0006125	LHUM_24463-RA	PBAR_24978-RA
OG0006126	LHUM_24462-RA	PBAR_24980-RA
OG0006127	LHUM_24461-RA	PBAR_24981-RA
OG0006128	LHUM_24472-RA	PBAR_24993-RA
OG0006129	LHUM_24459-RA	PBAR_24977-RA
OG0006130	LHUM_24464-RA	PBAR_24979-RA
OG0006131	LHUM_24456-RA	PBAR_24974-RA
OG0006132	LHUM_16818-RA	PBAR_24962-RA
OG0006133	genemark-scf7180001005077-abinit-gene-21.74_2-RA	PBAR_24963-RA
OG0006134	LHUM_24496-RA	PBAR_24960-RA
OG0006135	LHUM_12842-RA	PBAR_24969-RA
OG0006136	LHUM_12847-RA	PBAR_24967-RA
OG0006137	LHUM_24449-RA	PBAR_24973-RA
OG0006138	LHUM_24441-RA	PBAR_24961-RA
OG0006139	LHUM_24495-RA	PBAR_24968-RA
OG0006140	LHUM_24499-RA	PBAR_24966-RA
OG0006141	LHUM_24498-RA	PBAR_24955-RA
OG0006142	LHUM_um_white-RB	PBAR_ar_white-RA
OG0006143	LHUM_24494-RA	PBAR_ar_Pi3K92E-1
OG0006144	LHUM_um_Sid1-like-RA	PBAR_ar_Sid1-like-1
OG0006145	LHUM_24485-RA	PBAR_24949-RA
OG0006146	LHUM_24483-RA	PBAR_24956-RA
OG0006147	LHUM_16832-RA	PBAR_24938-RA
OG0006148	LHUM_24484-RA	PBAR_24941-RA
OG0006149	LHUM_16820-RA	PBAR_24940-RA
OG0006150	LHUM_24486-RA	PBAR_24951-RA
OG0006151	LHUM_16825-RA	PBAR_24945-RA
OG0006152	LHUM_24492-RA	PBAR_24957-RA
OG0006153	LHUM_16843-RA	PBAR_24946-RA
OG0006154	LHUM_16833-RA	PBAR_24939-RA
OG0006155	LHUM_24481-RA	PBAR_24950-RA
OG0006156	LHUM_12841-RA	PBAR_ar_RpS3A-1
OG0006157	LHUM_18612-RA	PBAR_24942-RA
OG0006158	LHUM_18621-RA	PBAR_24947-RA
OG0006159	LHUM_16817-RA	PBAR_24926-RA
OG0006160	LHUM_16819-RA	PBAR_24927-RA
OG0006161	LHUM_16827-RA	PBAR_24934-RA
OG0006162	LHUM_16823-RA	PBAR_24930-RA
OG0006163	LHUM_16826-RA	PBAR_24935-RA
OG0006164	LHUM_18437-RA	PBAR_24924-RA
OG0006165	LHUM_18438-RA	PBAR_24931-RA
OG0006166	LHUM_18427-RA	PBAR_24919-RA
OG0006167	LHUM_18429-RA	PBAR_24920-RA
OG0006168	LHUM_17004-RA	PBAR_24922-RA
OG0006169	LHUM_17005-RA	PBAR_24918-RA
OG0006170	LHUM_18446-RA	PBAR_24908-RA
OG0006171	LHUM_17014-RA	PBAR_24903-RA
OG0006172	LHUM_17010-RA	PBAR_24913-RA
OG0006173	LHUM_17011-RA	PBAR_24915-RA
OG0006174	LHUM_11497-RA	PBAR_15520-RA
OG0006175	LHUM_18450-RA	PBAR_24914-RA
OG0006176	LHUM_14795-RA	PBAR_10796-RA
OG0006177	LHUM_14797-RA	PBAR_25227-RA
OG0006178	LHUM_14793-RA	PBAR_18705-RA
OG0006179	LHUM_14809-RA	PBAR_25216-RA
OG0006180	LHUM_14810-RA	PBAR_25219-RA
OG0006181	LHUM_19305-RA	PBAR_24910-RA
OG0006182	LHUM_14813-RA	PBAR_24904-RA
OG0006183	LHUM_13455-RA	PBAR_10675-RA
OG0006184	LHUM_12688-RA	PBAR_15552-RA
OG0006185	LHUM_25572-RA	PBAR_15551-RA
OG0006187	LHUM_15091-RA	PBAR_23916-RA
OG0006188	LHUM_15090-RA	PBAR_23911-RA
OG0006189	LHUM_20769-RA	PBAR_12293-RA
OG0006190	LHUM_20771-RA	PBAR_12294-RA
OG0006191	LHUM_20773-RA	PBAR_20387-RA
OG0006192	LHUM_20774-RA	PBAR_20388-RA
OG0006193	LHUM_20770-RA	PBAR_20385-RA
OG0006194	LHUM_20776-RA	PBAR_12287-RA
OG0006195	LHUM_20772-RA	PBAR_20386-RA
OG0006196	LHUM_20779-RA	PBAR_20390-RA
OG0006197	LHUM_20778-RA	PBAR_20392-RA
OG0006198	LHUM_20802-RA	PBAR_ar_Ilp2-1
OG0006199	LHUM_20800-RA	PBAR_20395-RA
OG0006200	LHUM_20796-RA	PBAR_20402-RA
OG0006201	LHUM_20781-RA	PBAR_20396-RA
OG0006202	LHUM_20792-RA	PBAR_20407-RA
OG0006203	LHUM_20798-RA	PBAR_20401-RA
OG0006204	LHUM_20793-RA	PBAR_20405-RA
OG0006205	LHUM_20801-RA	PBAR_20412-RA
OG0006206	LHUM_20788-RA	PBAR_20408-RA
OG0006207	LHUM_20784-RA	PBAR_20416-RA
OG0006208	LHUM_20786-RA	PBAR_20418-RA
OG0006209	LHUM_20803-RA	PBAR_ar_hipk-1
OG0006210	LHUM_23665-RA	PBAR_20426-RA
OG0006211	LHUM_23667-RA	PBAR_20425-RA
OG0006212	LHUM_23666-RA	PBAR_20415-RA
OG0006213	LHUM_23677-RA	PBAR_20424-RA
OG0006214	LHUM_23674-RA	PBAR_20428-RA
OG0006215	LHUM_23671-RA	PBAR_20423-RA
OG0006216	LHUM_23680-RA	PBAR_20431-RA
OG0006217	LHUM_23681-RA	PBAR_20432-RA
OG0006218	LHUM_23672-RA	PBAR_20433-RA
OG0006219	LHUM_17924-RA	PBAR_20655-RA
OG0006220	LHUM_23684-RA	PBAR_20438-RA
OG0006221	LHUM_17908-RA	PBAR_20653-RA
OG0006222	LHUM_17922-RA	PBAR_20649-RA
OG0006223	LHUM_17928-RA	PBAR_20659-RA
OG0006224	LHUM_17911-RA	PBAR_20662-RA
OG0006225	LHUM_17915-RA	PBAR_20650-RA
OG0006226	LHUM_17909-RA	PBAR_ar_Ras1-RB
OG0006227	LHUM_17930-RA	PBAR_20665-RA
OG0006228	LHUM_17910-RA	PBAR_20660-RA
OG0006229	LHUM_17933-RA	PBAR_20657-RA
OG0006230	LHUM_17914-RA	PBAR_10752-RA
OG0006231	LHUM_17932-RA	PBAR_20661-RA
OG0006232	LHUM_17929-RA	PBAR_10755-RA
OG0006233	LHUM_17918-RA	PBAR_20652-RA
OG0006234	LHUM_17917-RA	PBAR_20666-RA
OG0006235	LHUM_17934-RA	PBAR_ar_Cox6b1_like_B-1
OG0006236	LHUM_17913-RA	PBAR_20646-RA
OG0006237	LHUM_17923-RA	PBAR_10751-RA
OG0006238	LHUM_17938-RA	PBAR_20672-RA
OG0006239	LHUM_17916-RA	PBAR_20651-RA
OG0006240	LHUM_17921-RA	PBAR_20647-RA
OG0006241	LHUM_17919-RA	PBAR_20654-RA
OG0006242	LHUM_17931-RA	PBAR_ar_Uqcrh_like-1
OG0006243	LHUM_17937-RA	PBAR_25936-RA
OG0006244	LHUM_17943-RA	PBAR_25941-RA
OG0006245	LHUM_17939-RA	PBAR_25938-RA
OG0006246	LHUM_17941-RA	PBAR_25942-RA
OG0006247	LHUM_17944-RA	PBAR_25946-RA
OG0006248	LHUM_17309-RA	PBAR_25953-RA
OG0006249	LHUM_17954-RA	PBAR_25954-RA
OG0006250	LHUM_17311-RA	PBAR_25955-RA
OG0006251	LHUM_17315-RA	PBAR_25961-RA
OG0006252	LHUM_24299-RA	PBAR_25968-RA
OG0006253	LHUM_13315-RA	PBAR_25959-RA
OG0006254	LHUM_17322-RA	PBAR_25966-RA
OG0006255	LHUM_24298-RA	PBAR_25967-RA
OG0006256	LHUM_10739-RA	PBAR_ar_Atp5o_like-1
OG0006257	LHUM_10740-RA	PBAR_25960-RA
OG0006258	LHUM_13316-RA	PBAR_25965-RA
OG0006259	LHUM_14550-RA	PBAR_13820-RA
OG0006260	LHUM_24307-RA	PBAR_25963-RA
OG0006261	CG_02183667	PBAR_25962-RA
OG0006262	LHUM_24306-RA	PBAR_25974-RA
OG0006263	LHUM_16340-RA	PBAR_18992-RA
OG0006264	LHUM_17342-RA	PBAR_13871-RA
OG0006265	LHUM_10597-RA	PBAR_ar_CG10527-1
OG0006266	LHUM_17345-RA	PBAR_13866-RA
OG0006267	LHUM_17343-RA	PBAR_13872-RA
OG0006268	LHUM_17332-RA	PBAR_13868-RA
OG0006269	LHUM_16341-RA	PBAR_18991-RA
OG0006270	LHUM_17341-RA	PBAR_13863-RA
OG0006271	LHUM_um_Dnmt3-RA	PBAR_13860-RA
OG0006272	LHUM_17344-RA	PBAR_13870-RA
OG0006273	LHUM_20736-RA	PBAR_19297-RA
OG0006274	LHUM_20747-RA	PBAR_19298-RA
OG0006275	LHUM_20749-RA	PBAR_19299-RA
OG0006276	maker-scf7180001004993-augustus-gene-5.4-mRNA-1	PBAR_19295-RA
OG0006277	LHUM_20753-RA	PBAR_19292-RA
OG0006278	maker-scf7180001004993-snap-gene-4.10-mRNA-1	PBAR_19294-RA
OG0006279	LHUM_20750-RA	PBAR_19302-RA
OG0006280	LHUM_20748-RA	PBAR_19296-RA
OG0006281	LHUM_UM_08158164	PBAR_19293-RA
OG0006282	LHUM_20744-RA	PBAR_19288-RA
OG0006283	LHUM_19074-RA	PBAR_25976-RA
OG0006284	LHUM_20761-RA	PBAR_19285-RA
OG0006285	LHUM_19079-RA	PBAR_25970-RA
OG0006286	LHUM_20745-RA	PBAR_19289-RA
OG0006287	LHUM_19077-RA	PBAR_25971-RA
OG0006288	LHUM_20751-RA	PBAR_26212-RA
OG0006289	LHUM_19061-RA	PBAR_25973-RA
OG0006290	LHUM_19065-RA	PBAR_25969-RA
OG0006291	LHUM_19064-RA	PBAR_25975-RA
OG0006292	LHUM_19063-RA	PBAR_25984-RA
OG0006293	LHUM_19078-RA	PBAR_25985-RA
OG0006294	LHUM_19067-RA	PBAR_25982-RA
OG0006295	LHUM_19066-RA	PBAR_25980-RA
OG0006296	LHUM_19073-RA	PBAR_25981-RA
OG0006297	LHUM_19062-RA	PBAR_25983-RA
