Orthogroup	lhum_annotation	acep_annotation
OG0005065	LHUM_20006-RA	ACEP_00005667-RA
OG0005066	LHUM_20001-RA	ACEP_00005662-RA
OG0005067	LHUM_20003-RA	ACEP_00005660-RA
OG0005068	LHUM_20002-RA	ACEP_00005661-RA
OG0005069	LHUM_20005-RA	ACEP_00005664-RA
OG0005070	LHUM_23793-RA	ACEP_00005656-RA
OG0005071	LHUM_23791-RA	ACEP_00005648-RA
OG0005072	LHUM_23796-RA	ACEP_00005655-RA
OG0005073	LHUM_23784-RA	ACEP_00005652-RA
OG0005074	LHUM_23797-RA	ACEP_00005653-RA
OG0005075	LHUM_23789-RA	ACEP_00005649-RA
OG0005076	LHUM_23794-RA	ACEP_00005657-RA
OG0005077	LHUM_23795-RA	ACEP_00005658-RA
OG0005078	LHUM_26060-RA	ACEP_00005636-RA
OG0005079	LHUM_23872-RA	ACEP_00005639-RA
OG0005080	LHUM_23788-RA	ACEP_00005647-RA
OG0005081	LHUM_15945-RA	ACEP_00015017-RA
OG0005082	LHUM_21741-RA	ACEP_00015023-RA
OG0005083	LHUM_15954-RA	ACEP_00015019-RA
OG0005084	LHUM_21743-RA	ACEP_00015022-RA
OG0005085	LHUM_15950-RA	ACEP_00015018-RA
OG0005086	LHUM_15944-RA	ACEP_00015021-RA
OG0005087	LHUM_15968-RA	ACEP_00015013-RA
OG0005088	LHUM_15966-RA	ACEP_00015010-RA
OG0005089	LHUM_15958-RA	ACEP_00015009-RA
OG0005090	LHUM_15962-RA	ACEP_00015011-RA
OG0005091	LHUM_15960-RA	ACEP_00015014-RA
OG0005092	LHUM_15977-RA	ACEP_00015004-RA
OG0005093	LHUM_15976-RA	ACEP_00015006-RA
OG0005094	LHUM_24705-RA	ACEP_00014994-RA
OG0005095	LHUM_14484-RA	ACEP_00014996-RA
OG0005096	LHUM_14487-RA	ACEP_00014997-RA
OG0005097	LHUM_15973-RA	ACEP_00015000-RA
OG0005098	LHUM_15974-RA	ACEP_00015001-RA
OG0005099	LHUM_14486-RA	ACEP_00014999-RA
OG0005100	LHUM_24715-RA	ACEP_00014995-RA
OG0005101	LHUM_15975-RA	ACEP_00015007-RA
OG0005102	LHUM_23908-RA	ACEP_00014986-RA
OG0005103	LHUM_24706-RA	ACEP_00014990-RA
OG0005104	LHUM_10909-RA	ACEP_00014987-RA
OG0005105	LHUM_15273-RA	ACEP_00014988-RA
OG0005106	LHUM_23891-RA	ACEP_00014985-RA
OG0005107	LHUM_24704-RA	ACEP_00014991-RA
OG0005108	LHUM_24713-RA	ACEP_00014992-RA
OG0005109	LHUM_15982-RA	ACEP_00014981-RA
OG0005110	LHUM_15983-RA	ACEP_00014982-RA
OG0005111	LHUM_23892-RA	ACEP_00014984-RA
OG0005112	LHUM_15227-RA	ACEP_00014973-RA
OG0005113	LHUM_15218-RA	ACEP_00014968-RA
OG0005114	LHUM_15229-RA	ACEP_00014975-RA
OG0005115	LHUM_13335-RA	ACEP_00014972-RA
OG0005116	LHUM_15234-RA	ACEP_00014970-RA
OG0005117	LHUM_15219-RA	ACEP_00014974-RA
OG0005118	LHUM_15255-RA	ACEP_00014959-RA
OG0005119	LHUM_15266-RA	ACEP_00017937-RA
OG0005120	LHUM_15261-RA	ACEP_00014958-RA
OG0005121	LHUM_15241-RA	ACEP_00014963-RA
OG0005123	LHUM_15265-RA	ACEP_00014960-RA
OG0005124	LHUM_15237-RA	ACEP_00014962-RA
OG0005125	LHUM_15253-RA	ACEP_00014957-RA
OG0005126	LHUM_15245-RA	ACEP_00014964-RA
OG0005127	LHUM_15243-RA	ACEP_00014965-RA
OG0005128	LHUM_15257-RA	ACEP_00014944-RA
OG0005129	LHUM_15250-RA	ACEP_00014948-RA
OG0005130	LHUM_15264-RA	ACEP_00014943-RA
OG0005131	LHUM_15256-RA	ACEP_00014950-RA
OG0005132	LHUM_15252-RA	ACEP_00014938-RA
OG0005133	LHUM_15262-RA	ACEP_00014946-RA
OG0005134	LHUM_15251-RA	ACEP_00014945-RA
OG0005135	LHUM_15263-RA	ACEP_00014949-RA
OG0005136	LHUM_15260-RA	ACEP_00014951-RA
OG0005137	LHUM_15280-RA	ACEP_00014918-RA
OG0005138	LHUM_15278-RA	ACEP_00014922-RA
OG0005139	LHUM_14081-RA	ACEP_00014915-RA
OG0005140	LHUM_14079-RA	ACEP_00014913-RA
OG0005141	LHUM_15284-RA	ACEP_00014919-RA
OG0005142	LHUM_15290-RA	ACEP_00014925-RA
OG0005143	LHUM_15287-RA	ACEP_00014916-RA
OG0005144	LHUM_15282-RA	ACEP_00014920-RA
OG0005145	LHUM_14083-RA	ACEP_00014914-RA
OG0005146	LHUM_15271-RA	ACEP_00014926-RA
OG0005147	LHUM_15270-RA	ACEP_00014930-RA
OG0005148	LHUM_15268-RA	ACEP_00014929-RA
OG0005149	LHUM_14088-RA	ACEP_00014912-RA
OG0005150	LHUM_14089-RA	ACEP_00014911-RA
OG0005151	LHUM_14150-RA	ACEP_00007704-RA
OG0005152	LHUM_14157-RA	ACEP_00007705-RA
OG0005153	LHUM_14175-RA	ACEP_00007706-RA
OG0005154	LHUM_14149-RA	ACEP_00007699-RA
OG0005155	LHUM_14153-RA	ACEP_00007700-RA
OG0005156	LHUM_14152-RA	ACEP_00017303-RA
OG0005157	LHUM_14155-RA	ACEP_00007702-RA
OG0005158	LHUM_14148-RA	ACEP_00007695-RA
OG0005159	LHUM_14147-RA	ACEP_00007697-RA
OG0005160	LHUM_14144-RA	ACEP_00007693-RA
OG0005161	LHUM_14143-RA	ACEP_00007692-RA
OG0005162	LHUM_14140-RA	ACEP_00007688-RA
OG0005163	LHUM_14141-RA	ACEP_00007690-RA
OG0005164	LHUM_14136-RA	ACEP_00007685-RA
OG0005165	LHUM_14137-RA	ACEP_00007683-RA
OG0005166	LHUM_14135-RA	ACEP_00007684-RA
OG0005167	LHUM_14138-RA	ACEP_00007682-RA
OG0005168	LHUM_14134-RA	ACEP_00007686-RA
OG0005169	LHUM_14132-RA	ACEP_00007675-RA
OG0005170	LHUM_14165-RA	ACEP_00007657-RA
OG0005171	LHUM_11803-RA	ACEP_00007662-RA
OG0005172	LHUM_19359-RA	ACEP_00007656-RA
OG0005173	LHUM_11802-RA	ACEP_00007669-RA
OG0005174	LHUM_11807-RA	ACEP_00007665-RA
OG0005175	LHUM_11798-RA	ACEP_00007670-RA
OG0005176	LHUM_11796-RA	ACEP_00007663-RA
OG0005177	LHUM_14177-RA	ACEP_00007658-RA
OG0005178	LHUM_11801-RA	ACEP_00007659-RA
OG0005179	LHUM_11793-RA	ACEP_00007664-RA
OG0005180	LHUM_11806-RA	ACEP_00007661-RA
OG0005181	LHUM_11805-RA	ACEP_00007660-RA
OG0005182	LHUM_14125-RA	ACEP_00007674-RA
OG0005183	LHUM_11804-RA	ACEP_00007672-RA
OG0005184	LHUM_11922-RA	ACEP_00007673-RA
OG0005185	LHUM_24714-RA	ACEP_00007651-RA
OG0005186	LHUM_14119-RA	ACEP_00007647-RA
OG0005187	LHUM_14114-RA	ACEP_00007646-RA
OG0005188	LHUM_14117-RA	ACEP_00007643-RA
OG0005189	LHUM_16018-RA	ACEP_00007652-RA
OG0005190	LHUM_24703-RA	ACEP_00007650-RA
OG0005191	LHUM_24702-RA	ACEP_00007648-RA
OG0005192	LHUM_19717-RA	ACEP_00007653-RA
OG0005193	LHUM_19364-RA	ACEP_00007654-RA
OG0005194	LHUM_um_Chc-RA	ACEP_00007655-RA
OG0005195	LHUM_14108-RA	ACEP_00007638-RA
OG0005196	LHUM_14107-RA	ACEP_00007640-RA
OG0005197	LHUM_14102-RA	ACEP_00007633-RA
OG0005198	LHUM_14096-RA	ACEP_00007632-RA
OG0005199	LHUM_14101-RA	ACEP_00007631-RA
OG0005200	LHUM_14091-RA	ACEP_00007630-RA
OG0005201	LHUM_14093-RA	ACEP_00007629-RA
OG0005202	LHUM_14097-RA	ACEP_00007627-RA
OG0005203	LHUM_14103-RA	ACEP_00007624-RA
OG0005204	LHUM_24695-RA	ACEP_00007618-RA
OG0005205	LHUM_14098-RA	ACEP_00007623-RA
OG0005206	LHUM_24696-RA	ACEP_00007620-RA
OG0005207	LHUM_14092-RA	ACEP_00007625-RA
OG0005208	LHUM_24686-RA	ACEP_00007613-RA
OG0005209	LHUM_24685-RA	ACEP_00007612-RA
OG0005210	LHUM_24683-RA	ACEP_00007611-RA
OG0005211	LHUM_16020-RA	ACEP_00007608-RA
OG0005212	LHUM_14806-RA	ACEP_00007602-RA
OG0005213	LHUM_16016-RA	ACEP_00007605-RA
OG0005214	LHUM_16015-RA	ACEP_00007610-RA
OG0005215	LHUM_15117-RA	ACEP_00007601-RA
OG0005216	LHUM_14712-RA	ACEP_00007594-RA
OG0005217	LHUM_20810-RA	ACEP_00007598-RA
OG0005218	LHUM_14112-RA	ACEP_00007597-RA
OG0005219	LHUM_14113-RA	ACEP_00007596-RA
OG0005220	LHUM_15118-RA	ACEP_00007599-RA
OG0005221	LHUM_11940-RA	ACEP_00007582-RA
OG0005222	LHUM_11933-RA	ACEP_00007588-RA
OG0005223	LHUM_11928-RA	ACEP_00007589-RA
OG0005224	LHUM_25364-RA	ACEP_00017319-RA
OG0005225	LHUM_11920-RA	ACEP_00007587-RA
OG0005226	LHUM_11939-RA	ACEP_00007581-RA
OG0005227	LHUM_14128-RA	ACEP_00007578-RA
OG0005228	LHUM_14127-RA	ACEP_00007579-RA
OG0005229	LHUM_11934-RA	ACEP_00007584-RA
OG0005230	LHUM_20813-RA	ACEP_00007590-RA
OG0005231	LHUM_11938-RA	ACEP_00007580-RA
OG0005232	LHUM_11930-RA	ACEP_00007583-RA
OG0005233	LHUM_14123-RA	ACEP_00007575-RA
OG0005234	LHUM_14122-RA	ACEP_00007574-RA
OG0005235	LHUM_14126-RA	ACEP_00007576-RA
OG0005236	LHUM_14131-RA	ACEP_00007577-RA
OG0005237	LHUM_14124-RA	ACEP_00007572-RA
OG0005238	LHUM_14111-RA	ACEP_00007568-RA
OG0005239	LHUM_14931-RA	ACEP_00007565-RA
OG0005240	LHUM_14926-RA	ACEP_00007564-RA
OG0005241	LHUM_11812-RA	ACEP_00007558-RA
OG0005242	LHUM_14118-RA	ACEP_00007566-RA
OG0005243	LHUM_14928-RA	ACEP_00017322-RA
OG0005244	LHUM_14109-RA	ACEP_00007569-RA
OG0005245	LHUM_11811-RA	ACEP_00007559-RA
OG0005246	LHUM_14473-RA	ACEP_00007554-RA
OG0005247	LHUM_14472-RA	ACEP_00007557-RA
OG0005248	LHUM_10797-RA	ACEP_00007551-RA
OG0005249	LHUM_10798-RA	ACEP_00007548-RA
OG0005250	LHUM_14924-RA	ACEP_00007545-RA
OG0005251	LHUM_14922-RA	ACEP_00007546-RA
OG0005252	LHUM_10796-RA	ACEP_00007549-RA
OG0005253	LHUM_10799-RA	ACEP_00007550-RA
OG0005254	LHUM_11926-RA	ACEP_00007530-RA
OG0005255	LHUM_11925-RA	ACEP_00007542-RA
OG0005256	LHUM_11923-RA	ACEP_00007536-RA
OG0005257	LHUM_11927-RA	ACEP_00007533-RA
OG0005258	LHUM_11919-RA	ACEP_00007529-RA
OG0005259	LHUM_11918-RA	ACEP_00007534-RA
OG0005260	LHUM_11932-RA	ACEP_00007541-RA
OG0005261	LHUM_11929-RA	ACEP_00007528-RA
OG0005262	LHUM_12763-RA	ACEP_00007538-RA
OG0005263	LHUM_14923-RA	ACEP_00007544-RA
OG0005264	LHUM_11914-RA	ACEP_00007521-RA
OG0005266	LHUM_11911-RA	ACEP_00007520-RA
OG0005267	LHUM_19576-RA	ACEP_00007513-RA
OG0005268	LHUM_11900-RA	ACEP_00007514-RA
OG0005269	LHUM_11912-RA	ACEP_00007516-RA
OG0005270	LHUM_11905-RA	ACEP_00007504-RA
OG0005271	LHUM_25362-RA	ACEP_00017324-RA
OG0005272	LHUM_23255-RA	ACEP_00007496-RA
OG0005273	LHUM_23251-RA	ACEP_00007494-RA
OG0005274	LHUM_23264-RA	ACEP_00007499-RA
OG0005275	LHUM_11899-RA	ACEP_00007501-RA
OG0005276	LHUM_11896-RA	ACEP_00007500-RA
OG0005277	LHUM_23252-RA	ACEP_00007495-RA
OG0005278	LHUM_11897-RA	ACEP_00007503-RA
OG0005279	LHUM_19566-RA	ACEP_00007485-RA
OG0005280	LHUM_23249-RA	ACEP_00007491-RA, ACEP_00007492-RA
OG0005281	LHUM_19567-RA	ACEP_00007489-RA
OG0005282	LHUM_23250-RA	ACEP_00007490-RA
OG0005283	LHUM_19551-RA	ACEP_00007482-RA
OG0005284	LHUM_19555-RA	ACEP_00007484-RA
OG0005285	LHUM_23254-RA	ACEP_00007493-RA
OG0005286	LHUM_19557-RA	ACEP_00007475-RA
OG0005287	LHUM_19548-RA	ACEP_00007470-RA
OG0005288	LHUM_19564-RA	ACEP_00007472-RA
OG0005289	LHUM_19553-RA	ACEP_00007477-RA
OG0005290	LHUM_19563-RA	ACEP_00007474-RA
OG0005291	LHUM_19542-RA	ACEP_00007471-RA
OG0005292	LHUM_19561-RA	ACEP_00007476-RA
OG0005293	LHUM_19550-RA	ACEP_00007479-RA
OG0005294	LHUM_19559-RA	ACEP_00007480-RA
OG0005295	LHUM_19544-RA	ACEP_00007465-RA
OG0005296	LHUM_19539-RA	ACEP_00007464-RA
OG0005297	LHUM_19546-RA	ACEP_00007466-RA
OG0005298	LHUM_19545-RA	ACEP_00007467-RA
OG0005299	LHUM_19534-RA	ACEP_00007461-RA
OG0005300	LHUM_19532-RA	ACEP_00007462-RA
OG0005301	LHUM_19535-RA	ACEP_00007459-RA
OG0005302	LHUM_23274-RA	ACEP_00007458-RA
OG0005303	LHUM_19533-RA	ACEP_00007460-RA
OG0005304	LHUM_19574-RA	ACEP_00007457-RA
OG0005305	LHUM_19573-RA	ACEP_00007456-RA
OG0005306	LHUM_19572-RA	ACEP_00007454-RA
OG0005307	LHUM_19575-RA	ACEP_00007453-RA
OG0005308	LHUM_19586-RA	ACEP_00007445-RA
OG0005309	LHUM_19589-RA	ACEP_00007452-RA
OG0005310	LHUM_19584-RA	ACEP_00007451-RA
OG0005311	LHUM_19590-RA	ACEP_00007450-RA
OG0005312	LHUM_19587-RA	ACEP_00007443-RA
OG0005313	LHUM_19588-RA	ACEP_00007444-RA
OG0005314	LHUM_19598-RA	ACEP_00007441-RA
OG0005315	LHUM_19585-RA	ACEP_00007442-RA
OG0005316	LHUM_19583-RA	ACEP_00007438-RA
OG0005317	LHUM_19597-RA	ACEP_00007435-RA
OG0005318	LHUM_19595-RA	ACEP_00007437-RA
OG0005319	LHUM_19602-RA	ACEP_00007434-RA
OG0005320	LHUM_25802-RA	ACEP_00017333-RA
OG0005321	LHUM_19613-RA	ACEP_00007428-RA
OG0005322	LHUM_19610-RA	ACEP_00007427-RA
OG0005323	LHUM_19616-RA	ACEP_00007429-RA
OG0005324	LHUM_19612-RA	ACEP_00007431-RA
OG0005325	LHUM_19605-RA	ACEP_00007430-RA
OG0005326	LHUM_19615-RA	ACEP_00007426-RA
OG0005327	LHUM_19614-RA	ACEP_00007424-RA
OG0005328	LHUM_19604-RA	ACEP_00007425-RA
OG0005329	LHUM_19611-RA	ACEP_00007432-RA
OG0005330	LHUM_19607-RA	ACEP_00007433-RA
OG0005331	LHUM_24754-RA	ACEP_00007407-RA
OG0005332	LHUM_24767-RA	ACEP_00007409-RA
OG0005333	LHUM_24777-RA	ACEP_00007415-RA
OG0005334	LHUM_19629-RA	ACEP_00007419-RA
OG0005335	LHUM_24783-RA	ACEP_00007412-RA
OG0005336	LHUM_19606-RA	ACEP_00007420-RA
OG0005337	LHUM_24778-RA	ACEP_00007416-RA
OG0005338	LHUM_24757-RA	ACEP_00007408-RA
OG0005339	LHUM_24774-RA	ACEP_00007414-RA
OG0005340	LHUM_24772-RA	ACEP_00007413-RA
OG0005341	LHUM_24776-RA	ACEP_00007418-RA
OG0005342	LHUM_19608-RA	ACEP_00007423-RA
OG0005343	LHUM_19609-RA	ACEP_00007422-RA
OG0005344	LHUM_24761-RA	ACEP_00007401-RA
OG0005345	LHUM_24755-RA	ACEP_00007400-RA
OG0005346	LHUM_24764-RA	ACEP_00007397-RA
OG0005347	LHUM_24752-RA	ACEP_00007402-RA
OG0005348	LHUM_24760-RA	ACEP_00007399-RA
OG0005349	LHUM_24758-RA	ACEP_00007406-RA
OG0005350	LHUM_24753-RA	ACEP_00007405-RA
OG0005351	LHUM_24763-RA	ACEP_00007394-RA
OG0005352	LHUM_24749-RA	ACEP_00007393-RA
OG0005353	LHUM_24759-RA	ACEP_00007395-RA
OG0005354	LHUM_24750-RA	ACEP_00007390-RA
OG0005355	LHUM_24747-RA	ACEP_00007387-RA
OG0005356	LHUM_24735-RA	ACEP_00007379-RA
OG0005357	LHUM_24731-RA	ACEP_00007377-RA
OG0005358	LHUM_24728-RA	ACEP_00007376-RA
OG0005359	LHUM_24727-RA	ACEP_00007382-RA
OG0005360	LHUM_24733-RA	ACEP_00007380-RA
OG0005361	LHUM_24730-RA	ACEP_00007375-RA
OG0005362	LHUM_24734-RA	ACEP_00007373-RA
OG0005363	LHUM_24732-RA	ACEP_00007378-RA
OG0005364	LHUM_24740-RA	ACEP_00007374-RA
OG0005365	LHUM_24729-RA	ACEP_00007369-RA
OG0005366	LHUM_24738-RA	ACEP_00007381-RA
OG0005367	LHUM_24739-RA	ACEP_00007383-RA
OG0005368	LHUM_24742-RA	ACEP_00007370-RA
OG0005369	LHUM_24746-RA	ACEP_00007384-RA
OG0005370	LHUM_24743-RA	ACEP_00007366-RA
OG0005371	LHUM_24725-RA	ACEP_00007363-RA
OG0005372	LHUM_24741-RA	ACEP_00007360-RA
OG0005373	LHUM_24736-RA	ACEP_00007367-RA
OG0005374	LHUM_24744-RA	ACEP_00007368-RA
OG0005375	LHUM_24717-RA	ACEP_00007352-RA
OG0005376	LHUM_24716-RA	ACEP_00007349-RA
OG0005377	LHUM_25490-RA	ACEP_00007345-RA
OG0005378	LHUM_25485-RA	ACEP_00017344-RA
OG0005379	LHUM_24708-RA	ACEP_00007347-RA
OG0005380	LHUM_14080-RA	ACEP_00007346-RA
OG0005381	LHUM_24707-RA	ACEP_00007348-RA
OG0005382	LHUM_14074-RA	ACEP_00007337-RA
OG0005383	LHUM_20523-RA	ACEP_00011233-RA
OG0005384	LHUM_20521-RA	ACEP_00011232-RA
OG0005385	LHUM_20519-RA	ACEP_00011235-RA
OG0005386	LHUM_12144-RA	ACEP_00011219-RA
OG0005387	LHUM_21764-RA	ACEP_00011225-RA
OG0005388	LHUM_18563-RA	ACEP_00011220-RA
OG0005389	LHUM_12300-RA	ACEP_00011229-RA
OG0005390	LHUM_16753-RA	ACEP_00011230-RA
OG0005391	LHUM_21761-RA	ACEP_00011224-RA
OG0005392	LHUM_12068-RA	ACEP_00011221-RA
OG0005393	LHUM_12078-RA	ACEP_00011223-RA
OG0005394	LHUM_20522-RA	ACEP_00011231-RA
OG0005395	LHUM_17191-RA	ACEP_00011215-RA
OG0005396	LHUM_17203-RA	ACEP_00011211-RA
OG0005397	LHUM_17202-RA	ACEP_00011214-RA
OG0005398	LHUM_17213-RA	ACEP_00011205-RA
OG0005399	LHUM_17207-RA	ACEP_00011206-RA
OG0005400	LHUM_17204-RA	ACEP_00011207-RA
OG0005401	LHUM_17200-RA	ACEP_00011209-RA
OG0005402	LHUM_17208-RA	ACEP_00011201-RA
OG0005403	LHUM_17206-RA	ACEP_00011202-RA
OG0005404	LHUM_17212-RA	ACEP_00011204-RA
OG0005405	LHUM_17211-RA	ACEP_00011203-RA
OG0005406	LHUM_17217-RA	ACEP_00011199-RA
OG0005407	LHUM_17215-RA	ACEP_00011198-RA
OG0005408	LHUM_17219-RA	ACEP_00011194-RA
OG0005409	LHUM_17218-RA	ACEP_00011195-RA
OG0005410	LHUM_17216-RA	ACEP_00011196-RA
OG0005411	LHUM_17220-RA	ACEP_00011189-RA
OG0005412	LHUM_17221-RA	ACEP_00011192-RA
OG0005413	LHUM_25643-RA	ACEP_00017746-RA
OG0005414	LHUM_17223-RA	ACEP_00011183-RA
OG0005415	LHUM_17234-RA	ACEP_00011182-RA
OG0005416	LHUM_12092-RA	ACEP_00011181-RA
OG0005417	LHUM_17233-RA	ACEP_00011184-RA
OG0005418	LHUM_um_dally-RA	ACEP_00011175-RA
OG0005419	LHUM_17247-RA	ACEP_00011172-RA
OG0005420	LHUM_17251-RA	ACEP_00011179-RA
OG0005421	LHUM_17250-RA	ACEP_00011176-RA
OG0005422	LHUM_17245-RA	ACEP_00011178-RA
OG0005423	LHUM_10908-RA	ACEP_00011177-RA
OG0005424	LHUM_12164-RA	ACEP_00011171-RA
OG0005425	LHUM_12149-RA	ACEP_00011170-RA
OG0005426	LHUM_17261-RA	ACEP_00011159-RA
OG0005427	LHUM_17264-RA	ACEP_00011164-RA
OG0005428	LHUM_17258-RA	ACEP_00011157-RA
OG0005429	LHUM_17265-RA	ACEP_00011156-RA
OG0005430	LHUM_17259-RA	ACEP_00011154-RA
OG0005431	LHUM_17262-RA	ACEP_00011158-RA
OG0005432	LHUM_18524-RA	ACEP_00011146-RA
OG0005433	LHUM_18518-RA	ACEP_00011147-RA
OG0005434	LHUM_18523-RA	ACEP_00011145-RA
OG0005435	LHUM_18521-RA	ACEP_00011144-RA
OG0005436	LHUM_18517-RA	ACEP_00011125-RA
OG0005437	LHUM_18522-RA	ACEP_00011131-RA
OG0005438	LHUM_18512-RA	ACEP_00011121-RA
OG0005439	LHUM_18503-RA	ACEP_00011116-RA
OG0005440	LHUM_18509-RA	ACEP_00011117-RA
OG0005441	LHUM_18501-RA	ACEP_00011111-RA
OG0005442	LHUM_18505-RA	ACEP_00011112-RA
OG0005443	LHUM_18502-RA	ACEP_00011113-RA
OG0005444	LHUM_18498-RA	ACEP_00011108-RA
OG0005445	LHUM_18504-RA	ACEP_00011109-RA
OG0005446	LHUM_18493-RA	ACEP_00011104-RA
OG0005447	LHUM_18488-RA	ACEP_00011101-RA
OG0005448	LHUM_18479-RA	ACEP_00011093-RA
OG0005449	LHUM_18491-RA	ACEP_00011102-RA
OG0005450	LHUM_18472-RA	ACEP_00011100-RA
OG0005451	LHUM_18497-RA	ACEP_00011105-RA
OG0005452	LHUM_18485-RA	ACEP_00011099-RA
OG0005453	LHUM_18500-RA	ACEP_00011103-RA
OG0005455	LHUM_18494-RA	ACEP_00011106-RA
OG0005456	LHUM_23108-RA	ACEP_00011086-RA
OG0005457	LHUM_23099-RA	ACEP_00011087-RA
OG0005458	LHUM_18484-RA	ACEP_00011090-RA
OG0005459	LHUM_23101-RA	ACEP_00011089-RA
OG0005460	LHUM_18476-RA	ACEP_00011077-RA
OG0005461	LHUM_18489-RA	ACEP_00011068-RA
OG0005462	LHUM_18477-RA	ACEP_00011081-RA
OG0005463	LHUM_18473-RA	ACEP_00011069-RA
OG0005464	LHUM_23100-RA	ACEP_00011071-RA
OG0005465	LHUM_18481-RA	ACEP_00011075-RA
OG0005466	LHUM_18475-RA	ACEP_00011070-RA
OG0005467	LHUM_18483-RA	ACEP_00011079-RA
OG0005468	LHUM_20143-RA	ACEP_00011084-RA
OG0005469	LHUM_20145-RA	ACEP_00011083-RA
OG0005470	LHUM_18486-RA	ACEP_00011082-RA
OG0005471	LHUM_11466-RA	ACEP_00011059-RA
OG0005472	LHUM_14890-RA	ACEP_00006516-RA, ACEP_00011060-RA
OG0005473	LHUM_19184-RA	ACEP_00011057-RA
OG0005474	LHUM_23083-RA	ACEP_00011063-RA
OG0005475	LHUM_23102-RA	ACEP_00011065-RA
OG0005476	LHUM_23109-RA	ACEP_00011066-RA
OG0005477	LHUM_19182-RA	ACEP_00011052-RA
OG0005478	LHUM_19183-RA	ACEP_00011053-RA
OG0005479	LHUM_19190-RA	ACEP_00011051-RA
OG0005480	LHUM_19185-RA	ACEP_00011055-RA
OG0005481	LHUM_12452-RA	ACEP_00011050-RA
OG0005482	LHUM_16191-RA	ACEP_00011046-RA
OG0005483	LHUM_13279-RA	ACEP_00011045-RA
OG0005484	LHUM_20378-RA	ACEP_00011048-RA
OG0005485	LHUM_20393-RA	ACEP_00011047-RA
OG0005486	LHUM_11640-RA	ACEP_00011042-RA
OG0005487	LHUM_13280-RA	ACEP_00011044-RA
OG0005488	LHUM_20377-RA	ACEP_00011049-RA
OG0005489	LHUM_16787-RA	ACEP_00011032-RA
OG0005490	LHUM_12274-RA	ACEP_00011036-RA
OG0005491	LHUM_16772-RA	ACEP_00011033-RA
OG0005492	LHUM_21652-RA	ACEP_00013634-RA
OG0005493	LHUM_12504-RA	ACEP_00013612-RA
OG0005494	LHUM_12495-RA	ACEP_00013617-RA
OG0005495	LHUM_12501-RA	ACEP_00013618-RA
OG0005496	LHUM_25390-RA	ACEP_00013615-RA
OG0005497	LHUM_12490-RA	ACEP_00013621-RA
OG0005498	LHUM_12505-RA	ACEP_00013620-RA
OG0005499	LHUM_12541-RA	ACEP_00013607-RA
OG0005500	LHUM_12502-RA	ACEP_00013610-RA
OG0005501	LHUM_12507-RA	ACEP_00013608-RA
OG0005502	LHUM_12503-RA	ACEP_00013611-RA
OG0005503	LHUM_12535-RA	ACEP_00013601-RA
OG0005504	LHUM_12537-RA	ACEP_00013604-RA
OG0005505	LHUM_12536-RA	ACEP_00013600-RA
OG0005506	LHUM_12534-RA	ACEP_00013606-RA
OG0005507	LHUM_12530-RA	ACEP_00013591-RA
OG0005508	LHUM_12526-RA	ACEP_00013595-RA
OG0005509	LHUM_12528-RA	ACEP_00013590-RA
OG0005510	LHUM_12527-RA	ACEP_00013593-RA
OG0005511	LHUM_12539-RA	ACEP_00013596-RA
OG0005512	LHUM_11412-RA	ACEP_00013584-RA
OG0005513	LHUM_11415-RA	ACEP_00013587-RA
OG0005514	LHUM_11402-RA	ACEP_00013586-RA
OG0005515	LHUM_11407-RA	ACEP_00013585-RA
OG0005516	LHUM_11416-RA	ACEP_00013583-RA
OG0005517	LHUM_11418-RA	ACEP_00013582-RA
OG0005518	LHUM_11419-RA	ACEP_00013581-RA
OG0005519	LHUM_10191-RA	ACEP_00013578-RA
OG0005520	LHUM_10182-RA	ACEP_00013577-RA
OG0005521	LHUM_10907-RA	ACEP_00013568-RA
OG0005522	LHUM_10188-RA	ACEP_00013573-RA
OG0005523	LHUM_23898-RA	ACEP_00013567-RA
OG0005524	LHUM_10183-RA	ACEP_00013572-RA
OG0005525	LHUM_10181-RA	ACEP_00013575-RA
OG0005526	LHUM_10913-RA	ACEP_00013570-RA
OG0005527	LHUM_23897-RA	ACEP_00013565-RA
OG0005528	LHUM_23893-RA	ACEP_00013562-RA
OG0005529	LHUM_10157-RA	ACEP_00013553-RA
OG0005530	LHUM_10160-RA	ACEP_00013550-RA
OG0005531	LHUM_10161-RA	ACEP_00013547-RA
OG0005532	LHUM_10158-RA	ACEP_00013551-RA
OG0005533	LHUM_10927-RA	ACEP_00013545-RA
OG0005534	LHUM_10933-RA	ACEP_00013541-RA
OG0005535	LHUM_10928-RA	ACEP_00013540-RA
OG0005536	LHUM_10934-RA	ACEP_00013544-RA
OG0005537	LHUM_10936-RA	ACEP_00013539-RA
OG0005538	LHUM_10938-RA	ACEP_00013543-RA
OG0005539	LHUM_10930-RA	ACEP_00013530-RA
OG0005540	LHUM_20534-RA	ACEP_00013522-RA
OG0005541	LHUM_10931-RA	ACEP_00013533-RA
OG0005542	LHUM_20533-RA	ACEP_00013528-RA
OG0005543	LHUM_10926-RA	ACEP_00013532-RA
OG0005544	LHUM_10932-RA	ACEP_00013531-RA
OG0005545	LHUM_23380-RA	ACEP_00013521-RA
OG0005546	LHUM_10935-RA	ACEP_00013534-RA
OG0005547	LHUM_10937-RA	ACEP_00013536-RA
OG0005548	LHUM_10929-RA	ACEP_00013535-RA
